invoice_id,order_id,invoice_number,taxable_value,gst_amount,total_amount,status,source
INV-0732,ORD-732,INV/2025/1732,559.69,100.75,660.44,PAID,
INV-0733,ORD-733,INV/2025/1733,977.35,175.92,1153.27,PAID,
INV-0734,ORD-734,INV/2025/1734,401.32,72.24,473.56,PAID,
INV-0735,ORD-735,INV/2025/1735,273.91,49.3,323.21,PAID,
INV-0736,ORD-736,INV/2025/1736,1764.2,317.56,2081.76,PAID,
INV-0737,ORD-737,INV/2025/1737,1761.23,317.02,2078.25,PAID,
INV-0738,ORD-738,INV/2025/1738,1082.1,194.78,1276.88,PAID,
INV-0739,ORD-739,INV/2025/1739,298.82,53.79,352.61,PAID,
INV-0740,ORD-740,INV/2025/1740,1795.88,323.26,2119.14,PAID,
INV-0741,ORD-741,INV/2025/1741,1109.04,199.63,1308.67,PAID,
INV-0742,ORD-742,INV/2025/1742,2723.91,490.3,3214.21,PAID,
INV-0743,ORD-743,INV/2025/1743,358.68,64.56,423.24,PAID,
INV-0744,ORD-744,INV/2025/1744,457.81,82.41,540.22,PAID,
INV-0745,ORD-745,INV/2025/1745,893.1,160.76,1053.86,PAID,
INV-0746,ORD-746,INV/2025/1746,495.19,89.14,584.33,PAID,
INV-0747,ORD-747,INV/2025/1747,754.62,135.83,890.45,PAID,
INV-0748,ORD-748,INV/2025/1748,1672.88,301.12,1974.0,PAID,
INV-0749,ORD-749,INV/2025/1749,825.25,148.54,973.79,PAID,
INV-0750,ORD-750,INV/2025/1750,364.81,65.67,430.48,PAID,
INV-0751,ORD-751,INV/2025/1751,274.87,49.48,324.35,PAID,
INV-0752,ORD-752,INV/2025/1752,260.94,46.97,307.91,PAID,
INV-0753,ORD-753,INV/2025/1753,296.87,53.44,350.31,PAID,
INV-0754,ORD-754,INV/2025/1754,1510.04,271.81,1781.85,PAID,
INV-0755,ORD-755,INV/2025/1755,994.64,179.04,1173.68,PAID,
INV-0756,ORD-756,INV/2025/1756,1166.72,210.01,1376.73,PAID,
INV-0757,ORD-757,INV/2025/1757,253.39,45.61,299.0,PAID,
INV-0758,ORD-758,INV/2025/1758,6156.62,1108.19,7264.81,PAID,
INV-0759,ORD-759,INV/2025/1759,870.42,156.68,1027.1,PAID,
INV-0760,ORD-760,INV/2025/1760,333.62,60.05,393.67,PAID,
INV-0761,ORD-761,INV/2025/1761,468.08,84.26,552.34,PAID,
INV-0762,ORD-762,INV/2025/1762,641.72,115.51,757.23,PAID,
INV-0763,ORD-763,INV/2025/1763,6034.31,1086.18,7120.49,PAID,
INV-0764,ORD-764,INV/2025/1764,439.91,79.18,519.09,PAID,
INV-0765,ORD-765,INV/2025/1765,1046.75,188.42,1235.17,PAID,
INV-0766,ORD-766,INV/2025/1766,1172.04,210.97,1383.01,PAID,
INV-0767,ORD-767,INV/2025/1767,253.39,45.61,299.0,PAID,
INV-0768,ORD-768,INV/2025/1768,2398.85,431.79,2830.64,PAID,
INV-0769,ORD-769,INV/2025/1769,253.39,45.61,299.0,PAID,
INV-0770,ORD-770,INV/2025/1770,2802.92,504.53,3307.45,PAID,
INV-0771,ORD-771,INV/2025/1771,3071.89,552.94,3624.83,PAID,
INV-0772,ORD-772,INV/2025/1772,2730.39,491.47,3221.86,PAID,
INV-0773,ORD-773,INV/2025/1773,3152.39,567.43,3719.82,PAID,
INV-0774,ORD-774,INV/2025/1774,1168.22,210.28,1378.5,PAID,
INV-0775,ORD-775,INV/2025/1775,856.51,154.17,1010.68,PAID,
INV-0776,ORD-776,INV/2025/1776,368.05,66.25,434.3,PAID,
INV-0777,ORD-777,INV/2025/1777,253.39,45.61,299.0,PAID,
INV-0778,ORD-778,INV/2025/1778,3408.73,613.57,4022.3,PAID,
INV-0779,ORD-779,INV/2025/1779,520.31,93.66,613.97,PAID,
INV-0780,ORD-780,INV/2025/1780,253.39,45.61,299.0,PAID,
INV-0781,ORD-781,INV/2025/1781,997.63,179.57,1177.2,PAID,
INV-0782,ORD-782,INV/2025/1782,345.99,62.28,408.27,PAID,
INV-0783,ORD-783,INV/2025/1783,1008.48,181.53,1190.01,PAID,
INV-0784,ORD-784,INV/2025/1784,1859.22,334.66,2193.88,PAID,
INV-0785,ORD-785,INV/2025/1785,253.39,45.61,299.0,PAID,
INV-0786,ORD-786,INV/2025/1786,253.39,45.61,299.0,PAID,
INV-0787,ORD-787,INV/2025/1787,1402.61,252.47,1655.08,PAID,
INV-0788,ORD-788,INV/2025/1788,1642.02,295.56,1937.58,PAID,
INV-0789,ORD-789,INV/2025/1789,6209.94,1117.79,7327.73,PAID,
INV-0790,ORD-790,INV/2025/1790,1213.88,218.5,1432.38,PAID,
INV-0791,ORD-791,INV/2025/1791,1416.28,254.93,1671.21,PAID,
INV-0792,ORD-792,INV/2025/1792,5149.18,926.85,6076.03,PAID,
INV-0793,ORD-793,INV/2025/1793,253.39,45.61,299.0,PAID,
INV-0794,ORD-794,INV/2025/1794,2996.02,539.28,3535.3,PAID,
INV-0795,ORD-795,INV/2025/1795,920.44,165.68,1086.12,PAID,
INV-0796,ORD-796,INV/2025/1796,1577.2,283.9,1861.1,PAID,
INV-0797,ORD-797,INV/2025/1797,337.53,60.76,398.29,PAID,
INV-0798,ORD-798,INV/2025/1798,488.58,87.94,576.52,PAID,
INV-0799,ORD-799,INV/2025/1799,5970.45,1074.68,7045.13,PAID,
INV-0800,ORD-800,INV/2025/1800,777.06,139.87,916.93,PAID,
INV-0801,ORD-801,INV/2025/1801,2162.87,389.32,2552.19,PAID,
INV-0802,ORD-802,INV/2025/1802,7431.4,1337.65,8769.05,PAID,
INV-0803,ORD-803,INV/2025/1803,10155.53,1827.99,11983.52,PAID,
INV-0804,ORD-804,INV/2025/1804,551.57,99.28,650.85,PAID,
INV-0805,ORD-805,INV/2025/1805,848.13,152.66,1000.79,PAID,
INV-0806,ORD-806,INV/2025/1806,2172.8,391.1,2563.9,PAID,
INV-0807,ORD-807,INV/2025/1807,1402.97,252.54,1655.51,PAID,
INV-0808,ORD-808,INV/2025/1808,253.39,45.61,299.0,PAID,
INV-0809,ORD-809,INV/2025/1809,682.92,122.92,805.84,PAID,
INV-0810,ORD-810,INV/2025/1810,4322.08,777.98,5100.06,PAID,
INV-0811,ORD-811,INV/2025/1811,253.39,45.61,299.0,PAID,
INV-0812,ORD-812,INV/2025/1812,462.03,83.17,545.2,PAID,
INV-0813,ORD-813,INV/2025/1813,330.53,59.5,390.03,PAID,
INV-0814,ORD-814,INV/2025/1814,4015.2,722.74,4737.94,PAID,
INV-0815,ORD-815,INV/2025/1815,852.47,153.45,1005.92,PAID,
INV-0816,ORD-816,INV/2025/1816,647.92,116.63,764.55,PAID,
INV-0817,ORD-817,INV/2025/1817,253.39,45.61,299.0,PAID,
INV-0818,ORD-818,INV/2025/1818,4936.08,888.5,5824.58,PAID,
INV-0819,ORD-819,INV/2025/1819,3925.3,706.55,4631.85,PAID,
INV-0820,ORD-820,INV/2025/1820,1598.68,287.76,1886.44,PAID,
INV-0821,ORD-821,INV/2025/1821,253.39,45.61,299.0,PAID,
INV-0822,ORD-822,INV/2025/1822,736.69,132.61,869.3,PAID,
INV-0823,ORD-823,INV/2025/1823,362.59,65.27,427.86,PAID,
INV-0824,ORD-824,INV/2025/1824,1663.85,299.49,1963.34,PAID,
INV-0825,ORD-825,INV/2025/1825,38135.59,6864.41,45000.0,PAID,
INV-0827,ORD-827,INV/2025/1827,2545.99,458.28,3004.27,PAID,
INV-0828,ORD-828,INV/2025/1828,1413.87,254.5,1668.37,PAID,
INV-0829,ORD-829,INV/2025/1829,484.82,87.27,572.09,PAID,
INV-0830,ORD-830,INV/2025/1830,1424.18,256.35,1680.53,PAID,
INV-0831,ORD-831,INV/2025/1831,1050.69,189.13,1239.82,PAID,
INV-0832,ORD-832,INV/2025/1832,1095.08,197.11,1292.19,PAID,
INV-0833,ORD-833,INV/2025/1833,741.08,133.4,874.48,PAID,
INV-0834,ORD-834,INV/2025/1834,2584.86,465.28,3050.14,PAID,
INV-0835,ORD-835,INV/2025/1835,6830.92,1229.57,8060.49,PAID,
INV-0836,ORD-836,INV/2025/1836,1066.53,191.98,1258.51,PAID,
INV-0837,ORD-837,INV/2025/1837,723.42,130.21,853.63,PAID,
INV-0838,ORD-838,INV/2025/1838,2436.3,438.53,2874.83,PAID,
INV-0839,ORD-839,INV/2025/1839,3813.18,686.37,4499.55,PAID,
INV-0840,ORD-840,INV/2025/1840,726.49,130.77,857.26,PAID,
INV-0841,ORD-841,INV/2025/1841,380.99,68.58,449.57,PAID,
INV-0842,ORD-842,INV/2025/1842,1154.86,207.87,1362.73,PAID,
INV-0843,ORD-843,INV/2025/1843,678.65,122.16,800.81,PAID,
INV-0844,ORD-844,INV/2025/1844,1120.58,201.7,1322.28,PAID,
INV-0845,ORD-845,INV/2025/1845,1209.38,217.69,1427.07,PAID,
INV-0846,ORD-846,INV/2025/1846,1884.95,339.29,2224.24,PAID,
INV-0847,ORD-847,INV/2025/1847,2133.47,384.02,2517.49,PAID,
INV-0848,ORD-848,INV/2025/1848,1280.2,230.44,1510.64,PAID,
INV-0849,ORD-849,INV/2025/1849,10435.19,1878.34,12313.53,PAID,
INV-0850,ORD-850,INV/2025/1850,350.93,63.17,414.1,PAID,
INV-0851,ORD-851,INV/2025/1851,432.15,77.79,509.94,PAID,
INV-0852,ORD-852,INV/2025/1852,1368.01,246.24,1614.25,PAID,
INV-0853,ORD-853,INV/2025/1853,350.05,63.01,413.06,PAID,
INV-0854,ORD-854,INV/2025/1854,705.03,126.9,831.93,PAID,
INV-0855,ORD-855,INV/2025/1855,1627.69,292.99,1920.68,PAID,
INV-0856,ORD-856,INV/2025/1856,605.29,108.95,714.24,PAID,
INV-0857,ORD-857,INV/2025/1857,893.39,160.81,1054.2,PAID,
INV-0858,ORD-858,INV/2025/1858,1400.31,252.06,1652.37,PAID,
INV-0859,ORD-859,INV/2025/1859,676.85,121.83,798.68,PAID,
INV-0860,ORD-860,INV/2025/1860,3953.9,711.7,4665.6,PAID,
INV-0861,ORD-861,INV/2025/1861,1413.06,254.35,1667.41,PAID,
INV-0862,ORD-862,INV/2025/1862,1307.36,235.32,1542.68,PAID,
INV-0863,ORD-863,INV/2025/1863,253.39,45.61,299.0,PAID,
INV-0864,ORD-864,INV/2025/1864,1914.3,344.57,2258.87,PAID,
INV-0865,ORD-865,INV/2025/1865,993.61,178.85,1172.46,PAID,
INV-0866,ORD-866,INV/2025/1866,1929.43,347.3,2276.73,PAID,
INV-0867,ORD-867,INV/2025/1867,4832.58,869.86,5702.44,PAID,
INV-0868,ORD-868,INV/2025/1868,1296.06,233.29,1529.35,PAID,
INV-0869,ORD-869,INV/2025/1869,1276.07,229.69,1505.76,PAID,
INV-0870,ORD-870,INV/2025/1870,291.51,52.47,343.98,PAID,
INV-0871,ORD-871,INV/2025/1871,7469.08,1344.43,8813.51,PAID,
INV-0872,ORD-872,INV/2025/1872,253.39,45.61,299.0,PAID,
INV-0873,ORD-873,INV/2025/1873,2024.58,364.43,2389.01,PAID,
INV-0874,ORD-874,INV/2025/1874,253.39,45.61,299.0,PAID,
INV-0875,ORD-875,INV/2025/1875,1568.92,282.4,1851.32,PAID,
INV-0876,ORD-876,INV/2025/1876,408.06,73.45,481.51,PAID,
INV-0877,ORD-877,INV/2025/1877,712.66,128.28,840.94,PAID,
INV-0878,ORD-878,INV/2025/1878,683.31,123.0,806.31,PAID,
INV-0879,ORD-879,INV/2025/1879,253.39,45.61,299.0,PAID,
INV-0880,ORD-880,INV/2025/1880,323.03,58.14,381.17,PAID,
INV-0881,ORD-881,INV/2025/1881,2601.38,468.25,3069.63,PAID,
INV-0882,ORD-882,INV/2025/1882,253.39,45.61,299.0,PAID,
INV-0883,ORD-883,INV/2025/1883,1603.46,288.62,1892.08,PAID,
INV-0884,ORD-884,INV/2025/1884,5177.01,931.86,6108.87,PAID,
INV-0885,ORD-885,INV/2025/1885,253.39,45.61,299.0,PAID,
INV-0886,ORD-886,INV/2025/1886,34964.68,6293.64,41258.32,PAID,
INV-0887,ORD-887,INV/2025/1887,366.81,66.03,432.84,PAID,
INV-0888,ORD-888,INV/2025/1888,4509.77,811.76,5321.53,PAID,
INV-0889,ORD-889,INV/2025/1889,1876.67,337.8,2214.47,PAID,
INV-0890,ORD-890,INV/2025/1890,253.39,45.61,299.0,PAID,
INV-0891,ORD-891,INV/2025/1891,6758.85,1216.59,7975.44,PAID,
INV-0892,ORD-892,INV/2025/1892,1731.62,311.69,2043.31,PAID,
INV-0893,ORD-893,INV/2025/1893,1106.59,199.19,1305.78,PAID,
INV-0894,ORD-894,INV/2025/1894,253.39,45.61,299.0,PAID,
INV-0895,ORD-895,INV/2025/1895,1230.26,221.45,1451.71,PAID,
INV-0896,ORD-896,INV/2025/1896,493.62,88.85,582.47,PAID,
INV-0897,ORD-897,INV/2025/1897,2817.01,507.06,3324.07,PAID,
INV-0898,ORD-898,INV/2025/1898,606.19,109.12,715.31,PAID,
INV-0899,ORD-899,INV/2025/1899,253.39,45.61,299.0,PAID,
INV-0900,ORD-900,INV/2025/1900,3642.99,655.74,4298.73,PAID,
INV-0901,ORD-901,INV/2025/1901,1408.81,253.59,1662.4,PAID,
INV-0902,ORD-902,INV/2025/1902,706.64,127.2,833.84,PAID,
INV-0903,ORD-903,INV/2025/1903,253.39,45.61,299.0,PAID,
INV-0904,ORD-904,INV/2025/1904,1562.23,281.2,1843.43,PAID,
INV-0905,ORD-905,INV/2025/1905,1626.19,292.72,1918.91,PAID,
INV-0906,ORD-906,INV/2025/1906,1641.97,295.55,1937.52,PAID,
INV-0907,ORD-907,INV/2025/1907,1235.34,222.36,1457.7,PAID,
INV-0908,ORD-908,INV/2025/1908,253.39,45.61,299.0,PAID,
INV-0909,ORD-909,INV/2025/1909,253.39,45.61,299.0,PAID,
INV-0910,ORD-910,INV/2025/1910,460.52,82.89,543.41,PAID,
INV-0911,ORD-911,INV/2025/1911,8750.4,1575.07,10325.47,PAID,
INV-0912,ORD-912,INV/2025/1912,308.76,55.58,364.34,PAID,
INV-0914,ORD-914,INV/2025/1914,494.51,89.01,583.52,PAID,
INV-0915,ORD-915,INV/2025/1915,10638.7,1914.97,12553.67,PAID,
INV-0916,ORD-916,INV/2025/1916,1000.53,180.09,1180.62,PAID,
INV-0917,ORD-917,INV/2025/1917,1721.16,309.81,2030.97,PAID,
INV-0919,ORD-919,INV/2025/1919,956.14,172.1,1128.24,PAID,
INV-0920,ORD-920,INV/2025/1920,410.55,73.9,484.45,PAID,
INV-0921,ORD-921,INV/2025/1921,253.39,45.61,299.0,PAID,
INV-0922,ORD-922,INV/2025/1922,781.16,140.61,921.77,PAID,
INV-0923,ORD-923,INV/2025/1923,1009.77,181.76,1191.53,PAID,
INV-0924,ORD-924,INV/2025/1924,2481.79,446.72,2928.51,PAID,
INV-0925,ORD-925,INV/2025/1925,2367.44,426.14,2793.58,PAID,
INV-0926,ORD-926,INV/2025/1926,765.68,137.82,903.5,PAID,
INV-0927,ORD-927,INV/2025/1927,721.32,129.84,851.16,PAID,
INV-0928,ORD-928,INV/2025/1928,369.42,66.5,435.92,PAID,
INV-0929,ORD-929,INV/2025/1929,253.39,45.61,299.0,PAID,
INV-0930,ORD-930,INV/2025/1930,851.95,153.35,1005.3,PAID,
INV-0931,ORD-931,INV/2025/1931,3937.6,708.77,4646.37,PAID,
INV-0932,ORD-932,INV/2025/1932,1054.6,189.83,1244.43,PAID,
INV-0933,ORD-933,INV/2025/1933,2163.89,389.5,2553.39,PAID,
INV-0934,ORD-934,INV/2025/1934,417.66,75.18,492.84,PAID,
INV-0936,ORD-936,INV/2025/1936,2177.27,391.91,2569.18,PAID,
INV-0937,ORD-937,INV/2025/1937,832.77,149.9,982.67,PAID,
INV-0938,ORD-938,INV/2025/1938,751.78,135.32,887.1,PAID,
INV-0939,ORD-939,INV/2025/1939,253.39,45.61,299.0,PAID,
INV-0940,ORD-940,INV/2025/1940,1264.03,227.52,1491.55,PAID,
INV-0941,ORD-941,INV/2025/1941,2896.01,521.28,3417.29,PAID,
INV-0942,ORD-942,INV/2025/1942,1353.36,243.61,1596.97,PAID,
INV-0943,ORD-943,INV/2025/1943,4214.13,758.54,4972.67,PAID,
INV-0944,ORD-944,INV/2025/1944,1638.31,294.9,1933.21,PAID,
INV-0945,ORD-945,INV/2025/1945,1252.01,225.36,1477.37,PAID,
INV-0946,ORD-946,INV/2025/1946,873.47,157.23,1030.7,PAID,
INV-0947,ORD-947,INV/2025/1947,548.08,98.66,646.74,PAID,
INV-0948,ORD-948,INV/2025/1948,8842.08,1591.57,10433.65,PAID,
INV-0949,ORD-949,INV/2025/1949,3949.9,710.98,4660.88,PAID,
INV-0950,ORD-950,INV/2025/1950,784.94,141.29,926.23,PAID,
INV-0951,ORD-951,INV/2025/1951,1854.01,333.72,2187.73,PAID,
INV-0952,ORD-952,INV/2025/1952,3427.94,617.03,4044.97,PAID,
INV-0953,ORD-953,INV/2025/1953,352.74,63.49,416.23,PAID,
INV-0954,ORD-954,INV/2025/1954,1030.22,185.44,1215.66,PAID,
INV-0955,ORD-955,INV/2025/1955,4087.66,735.78,4823.44,PAID,
INV-0956,ORD-956,INV/2025/1956,624.39,112.39,736.78,PAID,
INV-0957,ORD-957,INV/2025/1957,983.15,176.97,1160.12,PAID,
INV-0958,ORD-958,INV/2025/1958,431.87,77.74,509.61,PAID,
INV-0959,ORD-959,INV/2025/1959,782.7,140.89,923.59,PAID,
INV-0960,ORD-960,INV/2025/1960,425.81,76.65,502.46,PAID,
INV-0961,ORD-961,INV/2025/1961,1202.53,216.45,1418.98,PAID,
INV-0962,ORD-962,INV/2025/1962,6820.22,1227.64,8047.86,PAID,
INV-0963,ORD-963,INV/2025/1963,278.13,50.06,328.19,PAID,
INV-0964,ORD-964,INV/2025/1964,1047.49,188.55,1236.04,PAID,
INV-0965,ORD-965,INV/2025/1965,1015.67,182.82,1198.49,PAID,
INV-0966,ORD-966,INV/2025/1966,6024.15,1084.35,7108.5,PAID,
INV-0967,ORD-967,INV/2025/1967,872.52,157.05,1029.57,PAID,
INV-0968,ORD-968,INV/2025/1968,6805.26,1224.95,8030.21,PAID,
INV-0969,ORD-969,INV/2025/1969,253.39,45.61,299.0,PAID,
INV-0970,ORD-970,INV/2025/1970,425.69,76.62,502.31,PAID,
INV-0971,ORD-971,INV/2025/1971,1130.88,203.56,1334.44,PAID,
INV-0972,ORD-972,INV/2025/1972,1056.08,190.1,1246.18,PAID,
INV-0973,ORD-973,INV/2025/1973,641.83,115.53,757.36,PAID,
INV-0974,ORD-974,INV/2025/1974,2948.52,530.73,3479.25,PAID,
INV-0975,ORD-975,INV/2025/1975,676.77,121.82,798.59,PAID,
INV-0976,ORD-976,INV/2025/1976,2011.3,362.03,2373.33,PAID,
INV-0977,ORD-977,INV/2025/1977,1882.76,338.9,2221.66,PAID,
INV-0978,ORD-978,INV/2025/1978,998.37,179.71,1178.08,PAID,
INV-0979,ORD-979,INV/2025/1979,265.66,47.82,313.48,PAID,
INV-0980,ORD-980,INV/2025/1980,4380.34,788.46,5168.8,PAID,
INV-0981,ORD-981,INV/2025/1981,442.79,79.7,522.49,PAID,
INV-0982,ORD-982,INV/2025/1982,418.26,75.29,493.55,PAID,
INV-0983,ORD-983,INV/2025/1983,382.62,68.87,451.49,PAID,
INV-0984,ORD-984,INV/2025/1984,12324.81,2218.47,14543.28,PAID,
INV-0985,ORD-985,INV/2025/1985,1219.25,219.46,1438.71,PAID,
INV-0986,ORD-986,INV/2025/1986,1304.64,234.84,1539.48,PAID,
INV-0988,ORD-988,INV/2025/1988,285.68,51.42,337.1,PAID,
INV-0989,ORD-989,INV/2025/1989,468.73,84.37,553.1,PAID,
INV-0990,ORD-990,INV/2025/1990,1222.52,220.05,1442.57,PAID,
INV-0991,ORD-991,INV/2025/1991,1154.19,207.75,1361.94,PAID,
INV-0992,ORD-992,INV/2025/1992,1501.55,270.28,1771.83,PAID,
INV-0994,ORD-994,INV/2025/1994,253.39,45.61,299.0,PAID,
INV-0995,ORD-995,INV/2025/1995,1310.28,235.85,1546.13,PAID,
INV-0996,ORD-996,INV/2025/1996,1360.16,244.83,1604.99,PAID,
INV-0997,ORD-997,INV/2025/1997,253.39,45.61,299.0,PAID,
INV-0998,ORD-998,INV/2025/1998,5336.54,960.58,6297.12,PAID,
INV-0999,ORD-999,INV/2025/1999,405.29,72.95,478.24,PAID,
INV-1000,ORD-1000,INV/2025/2000,526.36,94.74,621.1,PAID,
INV-9001,ORD-9001,INV/2025/9001,8474.58,1525.42,10000.00,ISSUED,ACCOUNTING
