fee_id,payment_id,fee_type,amount,tax_amount,rate_card_id,reversal_of_fee_id,source
FEE-0728,PAY-0728,MDR,63.31,11.4,RC-CARD-2025,,
FEE-0729,PAY-0729,MDR,6.88,1.24,RC-UPI-2025,,
FEE-0729-D,PAY-0729,MDR,6.88,1.24,RC-UPI-2025,,
FEE-0730,PAY-0730,MDR,8.76,1.58,RC-UPI-2025,,
FEE-0732,PAY-0732,MDR,15.52,2.79,RC-EMI-2025,,
FEE-0733,PAY-0733,MDR,23.07,4.15,RC-CARD-2025,,
FEE-0734,PAY-0734,MDR,9.47,1.7,RC-CARD-2025,,
FEE-0735,PAY-0735,MDR,6.46,1.16,RC-CARD-2025,,
FEE-0736,PAY-0736,MDR,41.64,7.5,RC-CARD-2025,,
FEE-0737,PAY-0737,MDR,8.31,1.5,RC-UPI-2025,,
FEE-0738,PAY-0738,MDR,5.11,0.92,RC-UPI-2025,,
FEE-0739,PAY-0739,MDR,7.05,1.27,RC-CARD-2025,,
FEE-0740,PAY-0740,MDR,8.48,1.53,RC-UPI-2025,,
FEE-0741,PAY-0741,MDR,37.4,6.73,RC-CARD-2025,,
FEE-0742,PAY-0742,MDR,64.28,11.57,RC-CARD-2025,,
FEE-0743,PAY-0743,MDR,8.46,1.52,RC-CARD-2025,,
FEE-0744,PAY-0744,MDR,10.8,1.94,RC-CARD-2025,,
FEE-0745,PAY-0745,MDR,21.08,3.79,RC-CARD-2025,,
FEE-0746,PAY-0746,MDR,11.69,2.1,RC-CARD-2025,,
FEE-0747,PAY-0747,MDR,16.92,3.05,RC-WALLET-2025,,
FEE-0748,PAY-0748,MDR,7.9,1.42,RC-UPI-2025,,
FEE-0749,PAY-0749,MDR,13.73,2.47,RC-EMI-2025,,
FEE-0749-2,PAY-0749-2,MDR,9.15,1.65,RC-EMI-2025,,
FEE-0750,PAY-0750,MDR,8.61,1.55,RC-CARD-2025,,
FEE-0751,PAY-0751,MDR,1.3,0.23,RC-UPI-2025,,
FEE-0752,PAY-0752,MDR,12.0,2.16,RC-NB-2025,,
FEE-0752-2,PAY-0752-2,MDR,12.0,2.16,RC-NB-2025,,
FEE-0753,PAY-0753,MDR,1.4,0.25,RC-UPI-2025,,
FEE-0754,PAY-0754,MDR,7.13,1.28,RC-UPI-2025,,
FEE-0755,PAY-0755,MDR,23.47,4.22,RC-CARD-2025,,
FEE-0756,PAY-0756,MDR,12.0,2.16,RC-NB-2025,,
FEE-0757,PAY-0757,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0758,PAY-0758,MDR,226.71,40.81,RC-CARD-2025,,
FEE-0759,PAY-0759,MDR,4.11,0.74,RC-UPI-2025,,
FEE-0760,PAY-0760,MDR,0.94,0.17,RC-UPI-2025,,
FEE-0760-2,PAY-0760-2,MDR,0.63,0.11,RC-UPI-2025,,
FEE-0761,PAY-0761,MDR,10.49,1.89,RC-WALLET-2025,,
FEE-0762,PAY-0762,MDR,15.14,2.73,RC-CARD-2025,,
FEE-0763,PAY-0763,MDR,142.41,25.63,RC-CARD-2025,,
FEE-0764,PAY-0764,MDR,12.2,2.2,RC-EMI-2025,,
FEE-0765,PAY-0765,MDR,24.7,4.45,RC-CARD-2025,,
FEE-0766,PAY-0766,MDR,27.66,4.98,RC-CARD-2025,,
FEE-0767,PAY-0767,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0768,PAY-0768,MDR,19.05,3.43,RC-NB-2025,,
FEE-0769,PAY-0769,MDR,5.68,1.02,RC-WALLET-2025,,
FEE-0770,PAY-0770,MDR,62.84,11.31,RC-WALLET-2025,,
FEE-0771,PAY-0771,MDR,14.5,2.61,RC-UPI-2025,,
FEE-0772,PAY-0772,MDR,96.73,17.41,RC-WALLET-2025,,
FEE-0773,PAY-0773,MDR,74.4,13.39,RC-CARD-2025,,
FEE-0774,PAY-0774,MDR,3.31,0.6,RC-UPI-2025,,
FEE-0774-2,PAY-0774-2,MDR,2.21,0.4,RC-UPI-2025,,
FEE-0775,PAY-0775,MDR,4.04,0.73,RC-UPI-2025,,
FEE-0776,PAY-0776,MDR,1.74,0.31,RC-UPI-2025,,
FEE-0777,PAY-0777,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0778,PAY-0778,MDR,80.45,14.48,RC-CARD-2025,,
FEE-0779,PAY-0779,MDR,11.67,2.1,RC-WALLET-2025,,
FEE-0780,PAY-0780,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0781,PAY-0781,MDR,6.21,1.12,RC-UPI-2025,,
FEE-0782,PAY-0782,MDR,7.76,1.4,RC-WALLET-2025,,
FEE-0783,PAY-0783,MDR,2.86,0.51,RC-UPI-2025,,
FEE-0783-2,PAY-0783-2,MDR,1.9,0.34,RC-UPI-2025,,
FEE-0784,PAY-0784,MDR,43.88,7.9,RC-CARD-2025,,
FEE-0785,PAY-0785,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0786,PAY-0786,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0787,PAY-0787,MDR,31.45,5.66,RC-WALLET-2025,,
FEE-0788,PAY-0788,MDR,38.75,6.97,RC-CARD-2025,,
FEE-0789,PAY-0789,MDR,146.55,26.38,RC-CARD-2025,,
FEE-0790,PAY-0790,MDR,5.73,1.03,RC-UPI-2025,,
FEE-0791,PAY-0791,MDR,12.0,2.16,RC-NB-2025,,
FEE-0792,PAY-0792,MDR,121.52,21.87,RC-CARD-2025,,
FEE-0793,PAY-0793,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0794,PAY-0794,MDR,14.14,2.55,RC-UPI-2025,,
FEE-0795,PAY-0795,MDR,21.72,3.91,RC-CARD-2025,,
FEE-0796,PAY-0796,MDR,59.19,10.65,RC-CARD-2025,,
FEE-0797,PAY-0797,MDR,1.59,0.29,RC-UPI-2025,,
FEE-0798,PAY-0798,MDR,12.0,2.16,RC-NB-2025,,
FEE-0799,PAY-0799,MDR,140.9,25.36,RC-CARD-2025,,
FEE-0800,PAY-0800,MDR,18.34,3.3,RC-CARD-2025,,
FEE-0801,PAY-0801,MDR,10.21,1.84,RC-UPI-2025,,
FEE-0802,PAY-0802,MDR,35.08,6.31,RC-UPI-2025,,
FEE-0803,PAY-0803,MDR,239.67,43.14,RC-CARD-2025,,
FEE-0804,PAY-0804,MDR,13.02,2.34,RC-CARD-2025,,
FEE-0805,PAY-0805,MDR,4.0,0.72,RC-UPI-2025,,
FEE-0806,PAY-0806,MDR,51.28,9.23,RC-CARD-2025,,
FEE-0807,PAY-0807,MDR,33.11,5.96,RC-CARD-2025,,
FEE-0808,PAY-0808,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0809,PAY-0809,MDR,16.12,2.9,RC-CARD-2025,,
FEE-0810,PAY-0810,MDR,12.0,2.16,RC-NB-2025,,
FEE-0811,PAY-0811,MDR,12.0,2.16,RC-NB-2025,,
FEE-0812,PAY-0812,MDR,12.0,2.16,RC-NB-2025,,
FEE-0813,PAY-0813,MDR,7.8,1.4,RC-CARD-2025,,
FEE-0814,PAY-0814,MDR,12.0,2.16,RC-NB-2025,,
FEE-0815,PAY-0815,MDR,4.02,0.72,RC-UPI-2025,,
FEE-0815-D,PAY-0815,MDR,4.02,0.72,RC-UPI-2025,,
FEE-0816,PAY-0816,MDR,14.53,2.62,RC-WALLET-2025,,
FEE-0817,PAY-0817,MDR,12.0,2.16,RC-NB-2025,,
FEE-0818,PAY-0818,MDR,116.49,20.97,RC-CARD-2025,,
FEE-0819,PAY-0819,MDR,92.64,16.68,RC-CARD-2025,,
FEE-0820,PAY-0820,MDR,22.64,4.08,RC-CARD-2025,,
FEE-0820-2,PAY-0820-2,MDR,15.09,2.72,RC-CARD-2025,,
FEE-0821,PAY-0821,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0822,PAY-0822,MDR,17.39,3.13,RC-CARD-2025,,
FEE-0823,PAY-0823,MDR,8.56,1.54,RC-CARD-2025,,
FEE-0824,PAY-0824,MDR,7.85,1.41,RC-UPI-2025,,
FEE-0825,PAY-0825,MDR,1057.5,190.35,RC-EMI-2025,,
FEE-0827,PAY-0827,MDR,60.09,10.82,RC-CARD-2025,,
FEE-0828,PAY-0828,MDR,6.67,1.2,RC-UPI-2025,,
FEE-0829,PAY-0829,MDR,2.29,0.41,RC-UPI-2025,,
FEE-0830,PAY-0830,MDR,33.61,6.05,RC-CARD-2025,,
FEE-0831,PAY-0831,MDR,24.8,4.46,RC-CARD-2025,,
FEE-0832,PAY-0832,MDR,25.84,4.65,RC-CARD-2025,,
FEE-0833,PAY-0833,MDR,17.49,3.15,RC-CARD-2025,,
FEE-0834,PAY-0834,MDR,16.67,3.0,RC-UPI-2025,,
FEE-0835,PAY-0835,MDR,161.21,29.02,RC-CARD-2025,,
FEE-0836,PAY-0836,MDR,25.17,4.53,RC-CARD-2025,,
FEE-0837,PAY-0837,MDR,3.41,0.61,RC-UPI-2025,,
FEE-0838,PAY-0838,MDR,11.5,2.07,RC-UPI-2025,,
FEE-0839,PAY-0839,MDR,18.0,3.24,RC-UPI-2025,,
FEE-0840,PAY-0840,MDR,3.43,0.62,RC-UPI-2025,,
FEE-0841,PAY-0841,MDR,1.8,0.32,RC-UPI-2025,,
FEE-0842,PAY-0842,MDR,5.45,0.98,RC-UPI-2025,,
FEE-0843,PAY-0843,MDR,18.82,3.39,RC-EMI-2025,,
FEE-0844,PAY-0844,MDR,26.45,4.76,RC-CARD-2025,,
FEE-0845,PAY-0845,MDR,5.71,1.03,RC-UPI-2025,,
FEE-0846,PAY-0846,MDR,44.48,8.01,RC-CARD-2025,,
FEE-0847,PAY-0847,MDR,10.07,1.81,RC-UPI-2025,,
FEE-0848,PAY-0848,MDR,6.04,1.09,RC-UPI-2025,,
FEE-0849,PAY-0849,MDR,66.89,12.04,RC-UPI-2025,,
FEE-0850,PAY-0850,MDR,8.28,1.49,RC-CARD-2025,,
FEE-0851,PAY-0851,MDR,2.04,0.37,RC-UPI-2025,,
FEE-0852,PAY-0852,MDR,30.67,5.52,RC-WALLET-2025,,
FEE-0853,PAY-0853,MDR,4.96,0.89,RC-CARD-2025,,
FEE-0853-2,PAY-0853-2,MDR,3.3,0.59,RC-CARD-2025,,
FEE-0854,PAY-0854,MDR,3.33,0.6,RC-UPI-2025,,
FEE-0855,PAY-0855,MDR,38.41,6.91,RC-CARD-2025,,
FEE-0856,PAY-0856,MDR,12.0,2.16,RC-NB-2025,,
FEE-0857,PAY-0857,MDR,4.22,0.76,RC-UPI-2025,,
FEE-0858,PAY-0858,MDR,33.05,5.95,RC-CARD-2025,,
FEE-0859,PAY-0859,MDR,3.19,0.57,RC-UPI-2025,,
FEE-0860,PAY-0860,MDR,18.66,3.36,RC-UPI-2025,,
FEE-0861,PAY-0861,MDR,6.67,1.2,RC-UPI-2025,,
FEE-0862,PAY-0862,MDR,36.25,6.52,RC-EMI-2025,,
FEE-0863,PAY-0863,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0864,PAY-0864,MDR,9.04,1.63,RC-UPI-2025,,
FEE-0865,PAY-0865,MDR,23.45,4.22,RC-CARD-2025,,
FEE-0866,PAY-0866,MDR,9.11,1.64,RC-UPI-2025,,
FEE-0867,PAY-0867,MDR,114.05,20.53,RC-CARD-2025,,
FEE-0868,PAY-0868,MDR,6.12,1.1,RC-UPI-2025,,
FEE-0869,PAY-0869,MDR,12.0,2.16,RC-NB-2025,,
FEE-0870,PAY-0870,MDR,6.88,1.24,RC-CARD-2025,,
FEE-0871,PAY-0871,MDR,176.27,31.73,RC-CARD-2025,,
FEE-0872,PAY-0872,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0873,PAY-0873,MDR,14.63,2.63,RC-UPI-2025,,
FEE-0874,PAY-0874,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0875,PAY-0875,MDR,7.41,1.33,RC-UPI-2025,,
FEE-0876,PAY-0876,MDR,2.72,0.49,RC-UPI-2025,,
FEE-0877,PAY-0877,MDR,16.82,3.03,RC-CARD-2025,,
FEE-0878,PAY-0878,MDR,16.13,2.9,RC-CARD-2025,,
FEE-0879,PAY-0879,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0880,PAY-0880,MDR,7.62,1.37,RC-CARD-2025,,
FEE-0881,PAY-0881,MDR,12.28,2.21,RC-UPI-2025,,
FEE-0882,PAY-0882,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0883,PAY-0883,MDR,22.71,4.09,RC-CARD-2025,,
FEE-0883-2,PAY-0883-2,MDR,15.14,2.73,RC-CARD-2025,,
FEE-0884,PAY-0884,MDR,122.18,21.99,RC-CARD-2025,,
FEE-0884-D,PAY-0884,MDR,122.18,21.99,RC-CARD-2025,,
FEE-0885,PAY-0885,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0886,PAY-0886,MDR,783.91,141.1,RC-WALLET-2025,,
FEE-0887,PAY-0887,MDR,8.66,1.56,RC-CARD-2025,,
FEE-0888,PAY-0888,MDR,125.06,22.51,RC-EMI-2025,,
FEE-0889,PAY-0889,MDR,44.29,7.97,RC-CARD-2025,,
FEE-0890,PAY-0890,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0891,PAY-0891,MDR,31.9,5.74,RC-UPI-2025,,
FEE-0892,PAY-0892,MDR,40.87,7.36,RC-CARD-2025,,
FEE-0893,PAY-0893,MDR,26.12,4.7,RC-CARD-2025,,
FEE-0894,PAY-0894,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0895,PAY-0895,MDR,27.58,4.96,RC-WALLET-2025,,
FEE-0896,PAY-0896,MDR,2.33,0.42,RC-UPI-2025,,
FEE-0897,PAY-0897,MDR,13.3,2.39,RC-UPI-2025,,
FEE-0898,PAY-0898,MDR,16.81,3.03,RC-EMI-2025,,
FEE-0899,PAY-0899,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0900,PAY-0900,MDR,17.19,3.09,RC-UPI-2025,,
FEE-0901,PAY-0901,MDR,39.07,7.03,RC-EMI-2025,,
FEE-0902,PAY-0902,MDR,3.34,0.6,RC-UPI-2025,,
FEE-0902-D,PAY-0902,MDR,3.34,0.6,RC-UPI-2025,,
FEE-0903,PAY-0903,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0904,PAY-0904,MDR,36.87,6.64,RC-CARD-2025,,
FEE-0905,PAY-0905,MDR,38.38,6.91,RC-CARD-2025,,
FEE-0906,PAY-0906,MDR,7.75,1.4,RC-UPI-2025,,
FEE-0907,PAY-0907,MDR,29.15,5.25,RC-CARD-2025,,
FEE-0908,PAY-0908,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0909,PAY-0909,MDR,12.0,2.16,RC-NB-2025,,
FEE-0910,PAY-0910,MDR,10.87,1.96,RC-CARD-2025,,
FEE-0911,PAY-0911,MDR,206.51,37.17,RC-CARD-2025,,
FEE-0912,PAY-0912,MDR,7.29,1.31,RC-CARD-2025,,
FEE-0914,PAY-0914,MDR,11.67,2.1,RC-CARD-2025,,
FEE-0915,PAY-0915,MDR,251.07,45.19,RC-CARD-2025,,
FEE-0916,PAY-0916,MDR,23.61,4.25,RC-CARD-2025,,
FEE-0917,PAY-0917,MDR,8.12,1.46,RC-UPI-2025,,
FEE-0919,PAY-0919,MDR,22.56,4.06,RC-CARD-2025,,
FEE-0920,PAY-0920,MDR,9.69,1.74,RC-CARD-2025,,
FEE-0921,PAY-0921,MDR,0.72,0.13,RC-UPI-2025,,
FEE-0921-2,PAY-0921-2,MDR,0.48,0.09,RC-UPI-2025,,
FEE-0922,PAY-0922,MDR,18.44,3.32,RC-CARD-2025,,
FEE-0923,PAY-0923,MDR,2.86,0.51,RC-UPI-2025,,
FEE-0923-2,PAY-0923-2,MDR,1.91,0.34,RC-UPI-2025,,
FEE-0924,PAY-0924,MDR,73.23,13.18,RC-CARD-2025,,
FEE-0925,PAY-0925,MDR,11.17,2.01,RC-UPI-2025,,
FEE-0926,PAY-0926,MDR,18.07,3.25,RC-CARD-2025,,
FEE-0927,PAY-0927,MDR,3.4,0.61,RC-UPI-2025,,
FEE-0928,PAY-0928,MDR,1.74,0.31,RC-UPI-2025,,
FEE-0929,PAY-0929,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0930,PAY-0930,MDR,20.11,3.62,RC-CARD-2025,,
FEE-0931,PAY-0931,MDR,92.93,16.73,RC-CARD-2025,,
FEE-0932,PAY-0932,MDR,4.98,0.9,RC-UPI-2025,,
FEE-0933,PAY-0933,MDR,10.21,1.84,RC-UPI-2025,,
FEE-0934,PAY-0934,MDR,9.36,1.68,RC-WALLET-2025,,
FEE-0936,PAY-0936,MDR,51.38,9.25,RC-CARD-2025,,
FEE-0937,PAY-0937,MDR,3.93,0.71,RC-UPI-2025,,
FEE-0938,PAY-0938,MDR,3.55,0.64,RC-UPI-2025,,
FEE-0939,PAY-0939,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0940,PAY-0940,MDR,5.97,1.07,RC-UPI-2025,,
FEE-0941,PAY-0941,MDR,12.0,2.16,RC-NB-2025,,
FEE-0942,PAY-0942,MDR,6.39,1.15,RC-UPI-2025,,
FEE-0943,PAY-0943,MDR,99.45,17.9,RC-CARD-2025,,
FEE-0944,PAY-0944,MDR,12.0,2.16,RC-NB-2025,,
FEE-0945,PAY-0945,MDR,28.07,5.05,RC-WALLET-2025,,
FEE-0946,PAY-0946,MDR,20.61,3.71,RC-CARD-2025,,
FEE-0947,PAY-0947,MDR,3.31,0.6,RC-UPI-2025,,
FEE-0948,PAY-0948,MDR,12.0,2.16,RC-NB-2025,,
FEE-0949,PAY-0949,MDR,93.22,16.78,RC-CARD-2025,,
FEE-0950,PAY-0950,MDR,18.52,3.33,RC-CARD-2025,,
FEE-0951,PAY-0951,MDR,8.75,1.57,RC-UPI-2025,,
FEE-0952,PAY-0952,MDR,80.9,14.56,RC-CARD-2025,,
FEE-0953,PAY-0953,MDR,8.32,1.5,RC-CARD-2025,,
FEE-0954,PAY-0954,MDR,24.31,4.38,RC-CARD-2025,,
FEE-0955,PAY-0955,MDR,19.29,3.47,RC-UPI-2025,,
FEE-0956,PAY-0956,MDR,2.95,0.53,RC-UPI-2025,,
FEE-0957,PAY-0957,MDR,12.0,2.16,RC-NB-2025,,
FEE-0958,PAY-0958,MDR,2.72,0.49,RC-UPI-2025,,
FEE-0959,PAY-0959,MDR,3.69,0.66,RC-UPI-2025,,
FEE-0960,PAY-0960,MDR,10.05,1.81,RC-CARD-2025,,
FEE-0961,PAY-0961,MDR,28.38,5.11,RC-CARD-2025,,
FEE-0962,PAY-0962,MDR,189.12,34.04,RC-EMI-2025,,
FEE-0963,PAY-0963,MDR,6.56,1.18,RC-CARD-2025,,
FEE-0964,PAY-0964,MDR,24.72,4.45,RC-CARD-2025,,
FEE-0965,PAY-0965,MDR,23.97,4.31,RC-CARD-2025,,
FEE-0966,PAY-0966,MDR,142.17,25.59,RC-CARD-2025,,
FEE-0967,PAY-0967,MDR,4.12,0.74,RC-UPI-2025,,
FEE-0968,PAY-0968,MDR,32.12,5.78,RC-UPI-2025,,
FEE-0969,PAY-0969,MDR,1.2,0.22,RC-UPI-2025,,
FEE-0970,PAY-0970,MDR,2.01,0.36,RC-UPI-2025,,
FEE-0971,PAY-0971,MDR,5.34,0.96,RC-UPI-2025,,
FEE-0972,PAY-0972,MDR,24.92,4.49,RC-CARD-2025,,
FEE-0973,PAY-0973,MDR,17.8,3.2,RC-EMI-2025,,
FEE-0974,PAY-0974,MDR,66.11,11.9,RC-WALLET-2025,,
FEE-0975,PAY-0975,MDR,15.97,2.87,RC-CARD-2025,,
FEE-0976,PAY-0976,MDR,45.09,8.12,RC-WALLET-2025,,
FEE-0977,PAY-0977,MDR,42.21,7.6,RC-WALLET-2025,,
FEE-0978,PAY-0978,MDR,23.56,4.24,RC-CARD-2025,,
FEE-0979,PAY-0979,MDR,12.0,2.16,RC-NB-2025,,
FEE-0980,PAY-0980,MDR,136.58,24.58,RC-CARD-2025,,
FEE-0981,PAY-0981,MDR,12.0,2.16,RC-NB-2025,,
FEE-0982,PAY-0982,MDR,12.0,2.16,RC-NB-2025,,
FEE-0983,PAY-0983,MDR,12.0,2.16,RC-NB-2025,,
FEE-0984,PAY-0984,MDR,58.17,10.47,RC-UPI-2025,,
FEE-0985,PAY-0985,MDR,27.34,4.92,RC-WALLET-2025,,
FEE-0986,PAY-0986,MDR,36.18,6.51,RC-EMI-2025,,
FEE-0988,PAY-0988,MDR,8.64,1.56,RC-CARD-2025,,
FEE-0989,PAY-0989,MDR,11.06,1.99,RC-CARD-2025,,
FEE-0990,PAY-0990,MDR,28.85,5.19,RC-CARD-2025,,
FEE-0990-D,PAY-0990,MDR,28.85,5.19,RC-CARD-2025,,
FEE-0991,PAY-0991,MDR,27.24,4.9,RC-CARD-2025,,
FEE-0992,PAY-0992,MDR,12.0,2.16,RC-NB-2025,,
FEE-0994,PAY-0994,MDR,5.98,1.08,RC-CARD-2025,,
FEE-0995,PAY-0995,MDR,30.92,5.57,RC-CARD-2025,,
FEE-0996,PAY-0996,MDR,6.42,1.16,RC-UPI-2025,,
FEE-0997,PAY-0997,MDR,5.68,1.02,RC-WALLET-2025,,
FEE-0998,PAY-0998,MDR,12.0,2.16,RC-NB-2025,,
FEE-0999,PAY-0999,MDR,9.56,1.72,RC-CARD-2025,,
FEE-1000,PAY-1000,MDR,14.6,2.63,RC-EMI-2025,,
FEE-9001,PAY-9001,MDR,200.00,36.00,RC-CARD-2025,,RAZORPAY
