settlement_id,payment_id,amount,fee_deducted,tax_deducted,utr,expected_credit_date,settled_at,status,source
SET-0460,PAY-0460,323.33,16.68,3.0,UTR00000460,2025-02-13,2025-02-13T05:32:56Z,PROCESSED,
SET-0462,PAY-0462,300.6,5.84,1.05,UTR00000462,2025-02-13,2025-02-13T10:06:27Z,PROCESSED,
SET-0464,PAY-0464,1174.21,4.72,0.85,UTR00000464,2025-02-13,2025-02-13T12:57:00Z,PROCESSED,
SET-0465,PAY-0465,7281.24,46.15,8.31,UTR00000465,2025-02-13,2025-02-14T15:59:16Z,PROCESSED,
SET-0466,PAY-0466,313.7,6.43,1.16,UTR00000466,2025-02-13,2025-02-14T17:06:59Z,PROCESSED,
SET-0467,PAY-0467,679.5,13.92,2.51,UTR00000467,2025-02-13,2025-02-14T17:51:22Z,PROCESSED,
SET-0468,PAY-0468,1523.85,48.66,8.76,UTR00000468,2025-02-13,2025-02-14T22:18:23Z,PROCESSED,
SET-0469,PAY-0469,638.65,12.77,2.3,UTR00000469,2025-02-14,2025-02-15T03:48:18Z,PROCESSED,
SET-0470,PAY-0470,297.58,1.2,0.22,UTR00000470,2025-02-14,2025-02-15T03:03:30Z,PROCESSED,
SET-0471,PAY-0471,1311.59,37.39,6.73,UTR00000471,2025-02-14,2025-02-15T06:24:56Z,PROCESSED,
SET-0472,PAY-0472,6671.04,12.0,2.16,UTR00000472,2025-02-14,2025-02-15T04:39:47Z,PROCESSED,
SET-0473,PAY-0473,486.02,9.96,1.79,UTR00000473,2025-02-14,2025-02-15T09:22:31Z,PROCESSED,
SET-0474,PAY-0474,1618.4,51.24,9.22,UTR00000474,2025-02-14,2025-02-14T13:03:07Z,PROCESSED,
SET-0475,PAY-0475,297.58,1.2,0.22,UTR00000475,2025-02-14,2025-02-14T13:33:21Z,PROCESSED,
SET-0476,PAY-0476,1615.98,32.14,5.79,UTR00000476,2025-02-14,2025-02-14T14:18:57Z,PROCESSED,
SET-0477,PAY-0477,1366.29,27.99,5.04,UTR00000477,2025-02-14,2025-02-14T11:28:13Z,PROCESSED,
SET-0478,PAY-0478,2040.07,41.79,7.52,UTR00000478,2025-02-14,2025-02-14T19:22:34Z,PROCESSED,
SET-0479,PAY-0479,324.75,1.31,0.24,UTR00000479,2025-02-14,2025-02-15T22:37:56Z,PROCESSED,
SET-0479-2,PAY-0479-2,216.51,0.87,0.16,UTR00000479B,2025-02-14,2025-02-15T22:37:56Z,PROCESSED,
SET-0480,PAY-0480,1996.21,48.25,8.69,UTR00000480,2025-02-14,2025-02-15T22:08:28Z,PROCESSED,
SET-0481,PAY-0481,2415.3,9.71,1.75,UTR00000481,2025-02-14,2025-02-15T21:42:57Z,PROCESSED,
SET-0482,PAY-0482,3462.73,70.93,12.77,UTR00000482,2025-02-15,2025-02-16T02:55:37Z,PROCESSED,
SET-0483,PAY-0483,2208.76,11.6,2.09,UTR00000483,2025-02-14,2025-02-14T23:43:46Z,PROCESSED,
SET-0484,PAY-0484,1404.53,33.95,6.11,UTR00000484,2025-02-15,2025-02-15T08:40:38Z,PROCESSED,
SET-0485,PAY-0485,714.49,14.64,2.64,UTR00000485,2025-02-15,2025-02-16T03:48:17Z,PROCESSED,
SET-0486,PAY-0486,335.7,6.88,1.24,UTR00000486,2025-02-15,2025-02-16T06:53:15Z,PROCESSED,
SET-0487,PAY-0487,4279.1,12.0,2.16,UTR00000487,2025-02-15,2025-02-15T07:25:44Z,PROCESSED,
SET-0488,PAY-0488,509.73,10.44,1.88,UTR00000488,2025-02-15,2025-02-16T09:15:01Z,PROCESSED,
SET-0489,PAY-0489,408.6,1.64,0.3,UTR00000489,2025-02-15,2025-02-15T16:55:54Z,PROCESSED,
SET-0491,PAY-0491,542.64,2.18,0.39,UTR00000491,2025-02-15,2025-02-16T15:23:04Z,PROCESSED,
SET-0492,PAY-0492,1949.94,12.0,2.16,UTR00000492,2025-02-15,2025-02-15T18:20:48Z,PROCESSED,
SET-0493,PAY-0493,555.53,2.31,0.42,UTR00000493,2025-02-15,2025-02-16T20:19:48Z,PROCESSED,
SET-0494,PAY-0494,715.19,12.0,2.16,UTR00000494,2025-02-16,2025-02-16T01:10:08Z,PROCESSED,
SET-0495,PAY-0495,5239.95,107.33,19.32,UTR00000495,2025-02-15,2025-02-16T23:28:42Z,PROCESSED,
SET-0496,PAY-0496,585.95,2.35,0.42,UTR00000496,2025-02-16,2025-02-17T05:59:28Z,PROCESSED,
SET-0497,PAY-0497,2358.54,48.31,8.7,UTR00000497,2025-02-16,2025-02-17T04:28:41Z,PROCESSED,
SET-0499,PAY-0499,615.37,12.0,2.16,UTR00000499,2025-02-16,2025-02-17T11:24:38Z,PROCESSED,
SET-0500,PAY-0500,863.3,17.68,3.18,UTR00000500,2025-02-16,2025-02-17T12:49:25Z,PROCESSED,
SET-0502,PAY-0502,2075.59,59.04,10.63,UTR00000502,2025-02-16,2025-02-17T13:14:58Z,PROCESSED,
SET-0503,PAY-0503,655.73,2.64,0.48,UTR00000503,2025-02-16,2025-02-17T17:20:42Z,PROCESSED,
SET-0504,PAY-0504,747.59,3.0,0.54,UTR00000504,2025-02-16,2025-02-16T19:05:21Z,PROCESSED,
SET-0505,PAY-0505,1877.73,7.55,1.36,UTR00000505,2025-02-16,2025-02-16T18:49:33Z,PROCESSED,
SET-0506,PAY-0506,1084.31,22.21,4.0,UTR00000506,2025-02-17,2025-02-17T02:08:23Z,PROCESSED,
SET-0507,PAY-0507,250.35,5.13,0.92,UTR00000507,2025-02-16,2025-02-17T20:47:54Z,PROCESSED,
SET-0507-2,PAY-0507-2,166.9,3.42,0.62,UTR00000507B,2025-02-16,2025-02-16T20:47:54Z,PROCESSED,
SET-0508,PAY-0508,1451.76,5.83,1.05,UTR00000508,2025-02-16,2025-02-16T23:04:27Z,PROCESSED,
SET-0509,PAY-0509,1262.97,25.87,4.66,UTR00000509,2025-02-17,2025-02-18T05:54:19Z,PROCESSED,
SET-0510,PAY-0510,199.97,1.2,0.22,UTR00000510,2025-02-17,2025-02-17T05:53:07Z,PROCESSED,
SET-0511,PAY-0511,2000.83,40.98,7.38,UTR00000511,2025-02-17,2025-02-18T11:28:36Z,PROCESSED,
SET-0512,PAY-0512,451.81,1.82,0.33,UTR00000512,2025-02-17,2025-02-18T08:20:38Z,PROCESSED,
SET-0513,PAY-0513,4133.79,12.0,2.16,UTR00000513,2025-02-17,2025-02-18T08:07:29Z,PROCESSED,
SET-0515,PAY-0515,6666.48,129.57,23.32,UTR00000515,2025-02-17,2025-02-17T14:33:19Z,PROCESSED,
SET-0516,PAY-0516,8531.04,12.0,2.16,UTR00000516,2025-02-17,2025-02-17T20:26:10Z,PROCESSED,
SET-0517,PAY-0517,269.05,5.51,0.99,UTR00000517,2025-02-17,2025-02-17T16:30:21Z,PROCESSED,
SET-0517-2,PAY-0517-2,179.37,3.67,0.66,UTR00000517B,2025-02-17,2025-02-18T16:30:21Z,PROCESSED,
SET-0518,PAY-0518,176.81,6.05,1.09,UTR00000518,2025-02-17,2025-02-17T23:00:43Z,PROCESSED,
SET-0519,PAY-0519,1596.15,31.02,5.58,UTR00000519,2025-02-17,2025-02-18T21:29:43Z,PROCESSED,
SET-0520,PAY-0520,2192.17,8.81,1.59,UTR00000520,2025-02-17,2025-02-17T22:28:46Z,PROCESSED,
SET-0521,PAY-0521,7695.62,30.93,5.57,UTR00000521,2025-02-18,2025-02-19T05:39:12Z,PROCESSED,
SET-0522,PAY-0522,2000.86,8.04,1.45,UTR00000522,2025-02-18,2025-02-18T04:49:35Z,PROCESSED,
SET-0523,PAY-0523,2136.66,51.64,9.3,UTR00000523,2025-02-18,2025-02-19T07:43:26Z,PROCESSED,
SET-0524,PAY-0524,1614.56,12.0,2.16,UTR00000524,2025-02-18,2025-02-19T11:01:25Z,PROCESSED,
SET-0525,PAY-0525,1031.51,4.15,0.75,UTR00000525,2025-02-18,2025-02-18T10:23:28Z,PROCESSED,
SET-0526,PAY-0526,4339.19,88.88,16.0,UTR00000526,2025-02-18,2025-02-18T13:30:06Z,PROCESSED,
SET-0527,PAY-0527,594.41,2.39,0.43,UTR00000527,2025-02-18,2025-02-19T10:22:55Z,PROCESSED,
SET-0528,PAY-0528,537.52,11.01,1.98,UTR00000528,2025-02-18,2025-02-18T13:12:36Z,PROCESSED,
SET-0530,PAY-0530,291.94,5.98,1.08,UTR00000530,2025-02-18,2025-02-19T22:16:39Z,PROCESSED,
SET-0531,PAY-0531,291.94,5.98,1.08,UTR00000531,2025-02-18,2025-02-19T19:14:33Z,PROCESSED,
SET-0532,PAY-0532,2871.08,58.81,10.59,UTR00000532,2025-02-19,2025-02-19T00:44:58Z,PROCESSED,
SET-0533,PAY-0533,896.75,18.37,3.31,UTR00000533,2025-02-18,2025-02-18T22:00:34Z,PROCESSED,
SET-0534,PAY-0534,5349.5,109.58,19.72,UTR00000534,2025-02-19,2025-02-19T07:10:34Z,PROCESSED,
SET-0535,PAY-0535,824.39,19.93,3.59,UTR00000535,2025-02-19,2025-02-20T04:50:16Z,PROCESSED,
SET-0536,PAY-0536,2027.6,41.53,7.48,UTR00000536,2025-02-19,2025-02-19T08:40:38Z,PROCESSED,
SET-0537,PAY-0537,501.8,10.28,1.85,UTR00000537,2025-02-19,2025-02-19T10:18:08Z,PROCESSED,
SET-0538,PAY-0538,987.23,12.0,2.16,UTR00000538,2025-02-19,2025-02-19T08:31:08Z,PROCESSED,
SET-0539,PAY-0539,10205.2,209.04,37.63,UTR00000539,2025-02-19,2025-02-20T12:58:51Z,PROCESSED,
SET-0540,PAY-0540,767.41,3.08,0.55,UTR00000540,2025-02-19,2025-02-19T12:07:37Z,PROCESSED,
SET-0541,PAY-0541,1529.72,31.33,5.64,UTR00000541,2025-02-19,2025-02-19T13:14:43Z,PROCESSED,
SET-0542,PAY-0542,653.94,2.63,0.47,UTR00000542,2025-02-19,2025-02-19T17:34:06Z,PROCESSED,
SET-0542-2,PAY-0542-2,435.96,1.75,0.32,UTR00000542B,2025-02-19,2025-02-20T17:34:06Z,PROCESSED,
SET-0543,PAY-0543,1008.93,20.67,3.72,UTR00000543,2025-02-19,2025-02-19T19:58:46Z,PROCESSED,
SET-0544,PAY-0544,297.58,1.2,0.22,UTR00000544,2025-02-20,2025-02-20T01:48:17Z,PROCESSED,
SET-0545,PAY-0545,5152.59,20.71,3.73,UTR00000545,2025-02-20,2025-02-20T04:17:26Z,PROCESSED,
SET-0546,PAY-0546,4562.43,18.34,3.3,UTR00000546,2025-02-19,2025-02-19T22:43:02Z,PROCESSED,
SET-0547,PAY-0547,1449.9,28.18,5.07,UTR00000547,2025-02-20,2025-02-21T03:30:32Z,PROCESSED,
SET-0548,PAY-0548,307.91,1.24,0.22,UTR00000548,2025-02-20,2025-02-20T04:03:43Z,PROCESSED,
SET-0549,PAY-0549,1405.41,28.79,5.18,UTR00000549,2025-02-20,2025-02-21T10:15:21Z,PROCESSED,
SET-0550,PAY-0550,3897.95,100.81,18.15,UTR00000550,2025-02-20,2025-02-20T08:13:01Z,PROCESSED,
SET-0551,PAY-0551,1133.03,12.0,2.16,UTR00000551,2025-02-20,2025-02-21T13:54:51Z,PROCESSED,
SET-0552,PAY-0552,1837.72,37.64,6.78,UTR00000552,2025-02-20,2025-02-20T10:40:38Z,PROCESSED,
SET-0553,PAY-0553,1748.04,35.81,6.45,UTR00000553,2025-02-20,2025-02-20T14:51:31Z,PROCESSED,
SET-0554,PAY-0554,2905.8,59.52,10.71,UTR00000554,2025-02-20,2025-02-20T20:38:17Z,PROCESSED,
SET-0555,PAY-0555,2071.36,12.0,2.16,UTR00000555,2025-02-20,2025-02-20T20:31:53Z,PROCESSED,
SET-0555-2,PAY-0555-2,1376.18,12.0,2.16,UTR00000555B,2025-02-20,2025-02-20T20:31:53Z,PROCESSED,
SET-0557,PAY-0557,3057.18,62.62,11.27,UTR00000557,2025-02-20,2025-02-20T22:55:48Z,PROCESSED,
SET-0558,PAY-0558,297.58,1.2,0.22,UTR00000558,2025-02-21,2025-02-22T02:46:41Z,PROCESSED,
SET-0559,PAY-0559,1042.32,21.35,3.84,UTR00000559,2025-02-21,2025-02-22T05:50:55Z,PROCESSED,
SET-0559-2,PAY-0559-2,694.88,14.23,2.56,UTR00000559B,2025-02-21,2025-02-22T05:50:55Z,PROCESSED,
SET-0560,PAY-0560,297.0,1.78,0.32,UTR00000560,2025-02-21,2025-02-22T02:19:53Z,PROCESSED,
SET-0561,PAY-0561,7432.53,29.87,5.38,UTR00000561,2025-02-21,2025-02-21T04:58:39Z,PROCESSED,
SET-0562,PAY-0562,1940.59,7.8,1.4,UTR00000562,2025-02-21,2025-02-22T12:35:25Z,PROCESSED,
SET-0563,PAY-0563,700.13,19.58,3.52,UTR00000563,2025-02-21,2025-02-22T08:05:51Z,PROCESSED,
SET-0564,PAY-0564,284.84,12.0,2.16,UTR00000564,2025-02-21,2025-02-22T15:47:49Z,PROCESSED,
SET-0565,PAY-0565,1667.38,34.15,6.15,UTR00000565,2025-02-21,2025-02-22T17:47:38Z,PROCESSED,
SET-0566,PAY-0566,380.6,12.0,2.16,UTR00000566,2025-02-21,2025-02-22T13:55:25Z,PROCESSED,
SET-0567,PAY-0567,1743.11,35.7,6.43,UTR00000567,2025-02-21,2025-02-22T17:57:46Z,PROCESSED,
SET-0569,PAY-0569,1145.09,12.0,2.16,UTR00000569,2025-02-21,2025-02-22T19:38:18Z,PROCESSED,
SET-0570,PAY-0570,344.11,6.69,1.2,UTR00000570,2025-02-22,2025-02-23T02:36:29Z,PROCESSED,
SET-0571,PAY-0571,3070.66,74.22,13.36,UTR00000571,2025-02-22,2025-02-23T00:49:31Z,PROCESSED,
SET-0572,PAY-0572,940.09,3.78,0.68,UTR00000572,2025-02-22,2025-02-22T06:49:15Z,PROCESSED,
SET-0573,PAY-0573,2322.17,45.13,8.12,UTR00000573,2025-02-22,2025-02-23T05:20:42Z,PROCESSED,
SET-0574,PAY-0574,345.5,1.39,0.25,UTR00000574,2025-02-22,2025-02-22T10:47:50Z,PROCESSED,
SET-0575,PAY-0575,3563.28,72.99,13.14,UTR00000575,2025-02-22,2025-02-22T11:29:27Z,PROCESSED,
SET-0576,PAY-0576,794.14,15.43,2.78,UTR00000576,2025-02-22,2025-02-22T15:09:21Z,PROCESSED,
SET-0577,PAY-0577,1640.53,33.6,6.05,UTR00000577,2025-02-22,2025-02-22T15:52:47Z,PROCESSED,
SET-0578,PAY-0578,739.99,2.97,0.53,UTR00000578,2025-02-22,2025-02-23T18:27:59Z,PROCESSED,
SET-0580,PAY-0580,7190.16,31.34,5.64,UTR00000580,2025-02-22,2025-02-23T17:18:40Z,PROCESSED,
SET-0581,PAY-0581,1333.23,27.31,4.92,UTR00000581,2025-02-22,2025-02-22T18:13:46Z,PROCESSED,
SET-0582,PAY-0582,5250.13,107.54,19.36,UTR00000582,2025-02-23,2025-02-23T01:50:43Z,PROCESSED,
SET-0583,PAY-0583,1124.72,4.52,0.81,UTR00000583,2025-02-23,2025-02-23T02:57:34Z,PROCESSED,
SET-0584,PAY-0584,919.89,18.84,3.39,UTR00000584,2025-02-22,2025-02-23T23:27:30Z,PROCESSED,
SET-0585,PAY-0585,2314.9,48.59,8.75,UTR00000585,2025-02-23,2025-02-23T03:51:15Z,PROCESSED,
SET-0586,PAY-0586,282.25,2.25,0.4,UTR00000586,2025-02-23,2025-02-24T10:12:31Z,PROCESSED,
SET-0587,PAY-0587,433.25,8.87,1.6,UTR00000587,2025-02-23,2025-02-23T04:31:13Z,PROCESSED,
SET-0588,PAY-0588,766.1,3.08,0.55,UTR00000588,2025-02-23,2025-02-24T13:52:51Z,PROCESSED,
SET-0589,PAY-0589,3113.26,63.77,11.48,UTR00000589,2025-02-23,2025-02-24T12:14:53Z,PROCESSED,
SET-0590,PAY-0590,556.49,12.28,2.21,UTR00000590,2025-02-23,2025-02-24T11:53:10Z,PROCESSED,
SET-0591,PAY-0591,189.92,5.98,1.08,UTR00000591,2025-02-23,2025-02-24T13:34:34Z,PROCESSED,
SET-0592,PAY-0592,292.3,5.68,1.02,UTR00000592,2025-02-23,2025-02-23T21:05:24Z,PROCESSED,
SET-0593,PAY-0593,6049.77,24.31,4.38,UTR00000593,2025-02-23,2025-02-23T19:44:43Z,PROCESSED,
SET-0594,PAY-0594,1320.39,27.05,4.87,UTR00000594,2025-02-23,2025-02-23T20:38:09Z,PROCESSED,
SET-0595,PAY-0595,1942.49,39.79,7.16,UTR00000595,2025-02-23,2025-02-23T22:07:44Z,PROCESSED,
SET-0596,PAY-0596,1086.53,22.26,4.01,UTR00000596,2025-02-24,2025-02-24T04:43:04Z,PROCESSED,
SET-0597,PAY-0597,4193.34,101.35,18.24,UTR00000597,2025-02-24,2025-02-25T06:23:10Z,PROCESSED,
SET-0598,PAY-0598,2445.39,50.09,9.02,UTR00000598,2025-02-24,2025-02-24T08:58:33Z,PROCESSED,
SET-0599,PAY-0599,556.18,12.0,2.16,UTR00000599,2025-02-24,2025-02-25T05:00:51Z,PROCESSED,
SET-0600,PAY-0600,291.94,5.98,1.08,UTR00000600,2025-02-24,2025-02-25T06:52:11Z,PROCESSED,
SET-0601,PAY-0601,366.97,8.87,1.6,UTR00000601,2025-02-24,2025-02-25T06:57:14Z,PROCESSED,
SET-0602,PAY-0602,421.37,8.63,1.55,UTR00000602,2025-02-24,2025-02-25T14:38:38Z,PROCESSED,
SET-0604,PAY-0604,461.67,11.16,2.01,UTR00000604,2025-02-24,2025-02-25T16:03:32Z,PROCESSED,
SET-0605,PAY-0605,1009.2,4.06,0.73,UTR00000605,2025-02-24,2025-02-25T17:19:05Z,PROCESSED,
SET-0606,PAY-0606,566.85,11.61,2.09,UTR00000606,2025-02-24,2025-02-24T18:45:50Z,PROCESSED,
SET-0607,PAY-0607,1791.75,12.0,2.16,UTR00000607,2025-02-25,2025-02-25T01:59:37Z,PROCESSED,
SET-0608,PAY-0608,1043.14,4.19,0.75,UTR00000608,2025-02-24,2025-02-24T20:39:20Z,PROCESSED,
SET-0609,PAY-0609,291.94,5.98,1.08,UTR00000609,2025-02-25,2025-02-26T04:57:38Z,PROCESSED,
SET-0610,PAY-0610,2498.54,10.04,1.81,UTR00000610,2025-02-25,2025-02-25T02:21:37Z,PROCESSED,
SET-0612,PAY-0612,299.14,1.2,0.22,UTR00000612,2025-02-25,2025-02-26T09:27:16Z,PROCESSED,
SET-0613,PAY-0613,2600.82,53.27,9.59,UTR00000613,2025-02-25,2025-02-25T10:09:00Z,PROCESSED,
SET-0615,PAY-0615,1353.19,5.44,0.98,UTR00000615,2025-02-25,2025-02-25T15:29:39Z,PROCESSED,
SET-0616,PAY-0616,3968.11,81.28,14.63,UTR00000616,2025-02-25,2025-02-26T18:53:10Z,PROCESSED,
SET-0617,PAY-0617,4765.14,19.15,3.45,UTR00000617,2025-02-25,2025-02-25T17:59:08Z,PROCESSED,
SET-0618,PAY-0618,20099.85,411.71,74.11,UTR00000618,2025-02-25,2025-02-25T18:01:01Z,PROCESSED,
SET-0619,PAY-0619,4411.35,85.74,15.43,UTR00000619,2025-02-25,2025-02-26T17:09:07Z,PROCESSED,
SET-0620,PAY-0620,2005.87,38.99,7.02,UTR00000620,2025-02-25,2025-02-26T19:50:54Z,PROCESSED,
SET-0621,PAY-0621,639.44,12.0,2.16,UTR00000621,2025-02-26,2025-02-26T04:40:46Z,PROCESSED,
SET-0622,PAY-0622,1382.35,12.0,2.16,UTR00000622,2025-02-26,2025-02-27T00:58:19Z,PROCESSED,
SET-0624,PAY-0624,2619.59,53.66,9.66,UTR00000624,2025-02-26,2025-02-26T07:40:29Z,PROCESSED,
SET-0625,PAY-0625,1548.43,31.72,5.71,UTR00000625,2025-02-26,2025-02-26T06:42:15Z,PROCESSED,
SET-0626,PAY-0626,868.15,3.49,0.63,UTR00000626,2025-02-26,2025-02-27T06:32:03Z,PROCESSED,
SET-0627,PAY-0627,646.13,3.94,0.71,UTR00000627,2025-02-26,2025-02-27T09:04:14Z,PROCESSED,
SET-0628,PAY-0628,2305.58,10.0,1.8,UTR00000628,2025-02-26,2025-02-26T15:24:43Z,PROCESSED,
SET-0629,PAY-0629,1522.96,9.86,1.77,UTR00000629,2025-02-26,2025-02-26T15:50:06Z,PROCESSED,
SET-0630,PAY-0630,819.29,16.78,3.02,UTR00000630,2025-02-26,2025-02-27T16:55:27Z,PROCESSED,
SET-0631,PAY-0631,297.58,1.2,0.22,UTR00000631,2025-02-26,2025-02-27T22:18:24Z,PROCESSED,
SET-0632,PAY-0632,656.62,19.36,3.48,UTR00000632,2025-02-27,2025-02-28T00:43:53Z,PROCESSED,
SET-0633,PAY-0633,2190.82,44.88,8.08,UTR00000633,2025-02-26,2025-02-27T22:19:35Z,PROCESSED,
SET-0634,PAY-0634,1248.3,5.02,0.9,UTR00000634,2025-02-27,2025-02-27T01:20:28Z,PROCESSED,
SET-0636,PAY-0636,1414.08,5.68,1.02,UTR00000636,2025-02-27,2025-02-28T05:49:12Z,PROCESSED,
SET-0636-2,PAY-0636-2,942.72,3.79,0.68,UTR00000636B,2025-02-27,2025-02-27T05:49:12Z,PROCESSED,
SET-0637,PAY-0637,2771.88,11.14,2.01,UTR00000637,2025-02-27,2025-02-28T04:06:56Z,PROCESSED,
SET-0638,PAY-0638,548.48,11.23,2.02,UTR00000638,2025-02-27,2025-02-27T08:28:01Z,PROCESSED,
SET-0639,PAY-0639,768.35,4.97,0.89,UTR00000639,2025-02-27,2025-02-27T12:06:24Z,PROCESSED,
SET-0640,PAY-0640,2758.0,11.08,1.99,UTR00000640,2025-02-27,2025-02-27T10:29:12Z,PROCESSED,
SET-0641,PAY-0641,384.61,9.3,1.67,UTR00000641,2025-02-27,2025-02-28T12:58:22Z,PROCESSED,
SET-0642,PAY-0642,389.23,10.65,1.92,UTR00000642,2025-02-27,2025-02-27T12:57:23Z,PROCESSED,
SET-0643,PAY-0643,789.87,3.17,0.57,UTR00000643,2025-02-27,2025-02-28T20:54:06Z,PROCESSED,
SET-0644,PAY-0644,4053.32,78.78,14.18,UTR00000644,2025-02-27,2025-02-28T20:19:02Z,PROCESSED,
SET-0645,PAY-0645,7976.81,163.39,29.41,UTR00000645,2025-02-27,2025-02-28T18:15:41Z,PROCESSED,
SET-0646,PAY-0646,1047.93,4.21,0.76,UTR00000646,2025-02-28,2025-03-01T00:52:34Z,PROCESSED,
SET-0647,PAY-0647,1617.71,39.1,7.04,UTR00000647,2025-02-28,2025-03-01T05:22:58Z,PROCESSED,
SET-0648,PAY-0648,651.47,13.34,2.4,UTR00000648,2025-02-28,2025-02-28T04:50:26Z,PROCESSED,
SET-0649,PAY-0649,4739.69,97.08,17.47,UTR00000649,2025-02-28,2025-02-28T08:05:22Z,PROCESSED,
SET-0650,PAY-0650,297.58,1.2,0.22,UTR00000650,2025-02-28,2025-03-01T10:17:02Z,PROCESSED,
SET-0651,PAY-0651,297.58,1.2,0.22,UTR00000651,2025-02-28,2025-02-28T12:23:13Z,PROCESSED,
SET-0652,PAY-0652,2751.7,56.36,10.14,UTR00000652,2025-02-28,2025-03-01T14:14:24Z,PROCESSED,
SET-0653,PAY-0653,2755.38,53.55,9.64,UTR00000653,2025-02-28,2025-03-01T15:32:00Z,PROCESSED,
SET-0654,PAY-0654,766.23,14.89,2.68,UTR00000654,2025-02-28,2025-03-01T13:07:14Z,PROCESSED,
SET-0655,PAY-0655,3930.75,109.97,19.79,UTR00000655,2025-02-28,2025-03-01T16:32:24Z,PROCESSED,
SET-0657,PAY-0657,996.17,12.0,2.16,UTR00000657,2025-02-28,2025-02-28T17:39:27Z,PROCESSED,
SET-0658,PAY-0658,1364.3,52.21,9.4,UTR00000658,2025-03-01,2025-03-02T00:57:53Z,PROCESSED,
SET-0659,PAY-0659,315.71,1.27,0.23,UTR00000659,2025-02-28,2025-02-28T23:49:19Z,PROCESSED,
SET-0660,PAY-0660,500.66,9.73,1.75,UTR00000660,2025-03-01,2025-03-02T04:23:11Z,PROCESSED,
SET-0661,PAY-0661,676.2,2.72,0.49,UTR00000661,2025-03-01,2025-03-02T03:28:11Z,PROCESSED,
SET-0662,PAY-0662,719.18,12.0,2.16,UTR00000662,2025-03-01,2025-03-01T08:32:54Z,PROCESSED,
SET-0663,PAY-0663,6261.54,133.53,24.04,UTR00000663,2025-03-01,2025-03-01T12:07:37Z,PROCESSED,
SET-0664,PAY-0664,2386.37,48.88,8.8,UTR00000664,2025-03-01,2025-03-02T07:26:25Z,PROCESSED,
SET-0665,PAY-0665,335.31,6.87,1.24,UTR00000665,2025-03-01,2025-03-01T14:45:19Z,PROCESSED,
SET-0666,PAY-0666,1197.26,4.81,0.87,UTR00000666,2025-03-01,2025-03-01T12:50:07Z,PROCESSED,
SET-0667,PAY-0667,1338.56,8.2,1.48,UTR00000667,2025-03-01,2025-03-01T16:36:57Z,PROCESSED,
SET-0669,PAY-0669,3853.1,108.42,19.52,UTR00000669,2025-03-01,2025-03-02T21:51:56Z,PROCESSED,
SET-0670,PAY-0670,299.03,6.13,1.1,UTR00000670,2025-03-01,2025-03-02T21:24:39Z,PROCESSED,
SET-0671,PAY-0671,601.89,14.55,2.62,UTR00000671,2025-03-01,2025-03-02T22:33:37Z,PROCESSED,
SET-0672,PAY-0672,3402.63,13.68,2.46,UTR00000672,2025-03-02,2025-03-03T01:09:07Z,PROCESSED,
SET-0673,PAY-0673,6771.94,163.68,29.46,UTR00000673,2025-03-02,2025-03-02T05:44:00Z,PROCESSED,
SET-0674,PAY-0674,1952.28,10.34,1.86,UTR00000674,2025-03-02,2025-03-02T03:58:35Z,PROCESSED,
SET-0675,PAY-0675,674.32,13.81,2.49,UTR00000675,2025-03-02,2025-03-03T08:13:45Z,PROCESSED,
SET-0676,PAY-0676,2727.88,55.88,10.06,UTR00000676,2025-03-02,2025-03-02T06:14:21Z,PROCESSED,
SET-0677,PAY-0677,444.4,9.1,1.64,UTR00000677,2025-03-02,2025-03-03T08:43:30Z,PROCESSED,
SET-0678,PAY-0678,2975.34,11.96,2.15,UTR00000678,2025-03-02,2025-03-03T12:42:13Z,PROCESSED,
SET-0678-2,PAY-0678-2,1983.56,7.97,1.43,UTR00000678B,2025-03-02,2025-03-02T12:42:13Z,PROCESSED,
SET-0679,PAY-0679,1381.13,5.55,1.0,UTR00000679,2025-03-02,2025-03-02T16:49:37Z,PROCESSED,
SET-0680,PAY-0680,1282.06,47.45,8.54,UTR00000680,2025-03-02,2025-03-03T16:07:24Z,PROCESSED,
SET-0681,PAY-0681,2644.44,12.0,2.16,UTR00000681,2025-03-02,2025-03-03T20:44:08Z,PROCESSED,
SET-0682,PAY-0682,6096.51,118.49,21.33,UTR00000682,2025-03-02,2025-03-02T23:16:40Z,PROCESSED,
SET-0683,PAY-0683,297.58,1.2,0.22,UTR00000683,2025-03-02,2025-03-03T19:57:00Z,PROCESSED,
SET-0684,PAY-0684,776.84,15.1,2.72,UTR00000684,2025-03-03,2025-03-04T01:52:00Z,PROCESSED,
SET-0685,PAY-0685,625.97,12.82,2.31,UTR00000685,2025-03-03,2025-03-04T03:20:31Z,PROCESSED,
SET-0686,PAY-0686,1143.83,37.7,6.79,UTR00000686,2025-03-03,2025-03-03T02:47:57Z,PROCESSED,
SET-0688,PAY-0688,2584.72,12.0,2.16,UTR00000688,2025-03-03,2025-03-03T08:50:35Z,PROCESSED,
SET-0689,PAY-0689,923.47,18.92,3.41,UTR00000689,2025-03-03,2025-03-04T13:20:32Z,PROCESSED,
SET-0690,PAY-0690,621.78,12.74,2.29,UTR00000690,2025-03-03,2025-03-04T07:39:18Z,PROCESSED,
SET-0691,PAY-0691,1736.98,12.0,2.16,UTR00000691,2025-03-03,2025-03-04T12:18:55Z,PROCESSED,
