payment_id,order_id,gateway_payment_id,amount,method,status,currency,captured_at,settled,source
PAY-0459,ORD-459,pay_000459axkkkkk,299.0,EMI,CAPTURED,,2025-02-10T06:01:30Z,,
PAY-0460,ORD-460,pay_000460axkkkkkkkkkk,342.17,NETBANKING,CAPTURED,,2025-02-10T05:46:56Z,,
PAY-0461,ORD-461,pay_000461axkkkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-10T06:27:18Z,,
PAY-0462,ORD-462,pay_000462axkkkkkkkk,307.49,WALLET,CAPTURED,,2025-02-10T10:26:27Z,,
PAY-0464,ORD-464,pay_000464axkkkkkkkk,1179.78,UPI,CAPTURED,,2025-02-10T13:13:00Z,,
PAY-0465,ORD-465,pay_000465axkkkkk,11536.67,UPI,CAPTURED,,2025-02-10T16:09:16Z,,
PAY-0466,ORD-466,pay_000466axkkkkkk,321.29,CARD,CAPTURED,,2025-02-10T17:12:59Z,,
PAY-0467,ORD-467,pay_000467axkkkkkk,695.93,CARD,CAPTURED,,2025-02-10T18:10:22Z,,
PAY-0468,ORD-468,pay_000468axkkkk,1578.19,CARD,CAPTURED,,2025-02-10T22:24:23Z,,
PAY-0469,ORD-469,pay_000469axkkkkkkk,671.9,WALLET,CAPTURED,,2025-02-11T03:57:18Z,,
PAY-0470,ORD-470,pay_000470axkkkkk,299.0,UPI,CAPTURED,,2025-02-11T03:07:30Z,,
PAY-0471,ORD-471,pay_000471axkkkkkkkkkk,1353.85,CARD,CAPTURED,,2025-02-11T06:34:56Z,,
PAY-0472,ORD-472,pay_000472axkkkkkkkk,6685.2,NETBANKING,CAPTURED,,2025-02-11T04:44:47Z,,
PAY-0473,ORD-473,pay_000473axkkkkkkkkkk,497.77,CARD,CAPTURED,,2025-02-11T09:42:31Z,,
PAY-0474,ORD-474,pay_000474axkkkkkkkkk,2562.15,CARD,CAPTURED,,2025-02-11T13:17:07Z,,
PAY-0475,ORD-475,pay_000475axkkkkkkkkk,299.0,UPI,CAPTURED,,2025-02-11T13:35:21Z,,
PAY-0476,ORD-476,pay_000476axkkkkkkkk,1691.84,WALLET,CAPTURED,,2025-02-11T14:19:57Z,,
PAY-0477,ORD-477,pay_000477axkkkkkk,1399.32,CARD,CAPTURED,,2025-02-11T11:41:13Z,,
PAY-0478,ORD-478,pay_000478axkkkkkkkkkk,2089.38,CARD,CAPTURED,,2025-02-11T19:25:34Z,,
PAY-0479,ORD-479,pay_000479axkkkkkkk,326.3,UPI,CAPTURED,,2025-02-11T22:40:56Z,,
PAY-0479-2,ORD-479,pay_000479bxkkkkkk,217.54,UPI,CAPTURED,,2025-02-11T22:52:56Z,,
PAY-0480,ORD-480,pay_000480axkkkkk,2053.15,EMI,CAPTURED,,2025-02-11T22:12:28Z,,
PAY-0481,ORD-481,pay_000481axkkkkk,2426.76,UPI,CAPTURED,,2025-02-11T21:55:57Z,,
PAY-0482,ORD-482,pay_000482axkkkkkk,3546.43,CARD,CAPTURED,,2025-02-12T03:15:37Z,,
PAY-0483,ORD-483,pay_000483axkkkkkkkkk,2898.95,UPI,CAPTURED,,2025-02-11T23:59:46Z,,
PAY-0484,ORD-484,pay_000484axkkkkkkk,1444.59,EMI,CAPTURED,,2025-02-12T08:45:38Z,,
PAY-0485,ORD-485,pay_000485axkkkk,731.77,CARD,CAPTURED,,2025-02-12T04:08:17Z,,
PAY-0486,ORD-486,pay_000486axkkkkkkkkkk,343.82,CARD,CAPTURED,,2025-02-12T07:05:15Z,,
PAY-0487,ORD-487,pay_000487axkkkkk,4293.26,NETBANKING,CAPTURED,,2025-02-12T07:27:44Z,,
PAY-0488,ORD-488,pay_000488axkkkkkkkkkk,522.05,CARD,CAPTURED,,2025-02-12T09:29:01Z,,
PAY-0489,ORD-489,pay_000489axkkkkk,410.54,UPI,CAPTURED,,2025-02-12T16:58:54Z,,
PAY-0490,ORD-490,pay_000490axkkkkkkk,1197.87,NETBANKING,CAPTURED,,2025-02-12T17:09:27Z,,
PAY-0491,ORD-491,pay_000491axkkkkkkkkk,545.21,UPI,CAPTURED,,2025-02-12T15:38:04Z,,
PAY-0492,ORD-492,pay_000492axkkkkkkkkk,1964.1,NETBANKING,CAPTURED,,2025-02-12T18:29:48Z,,
PAY-0493,ORD-493,pay_000493axkkkk,577.61,UPI,CAPTURED,,2025-02-12T20:33:48Z,,
PAY-0494,ORD-494,pay_000494axkkkkkk,729.35,NETBANKING,CAPTURED,,2025-02-13T01:16:08Z,,
PAY-0495,ORD-495,pay_000495axkkkkkkk,5366.6,CARD,CAPTURED,,2025-02-12T23:44:42Z,,
PAY-0496,ORD-496,pay_000496axkkkkkkkkkk,588.72,UPI,CAPTURED,,2025-02-13T06:05:28Z,,
PAY-0497,ORD-497,pay_000497axkkkkkkkkk,2415.55,CARD,CAPTURED,,2025-02-13T04:47:41Z,,
PAY-0498,ORD-498,pay_000498axkkkkkkkk,769.91,CARD,CAPTURED,,2025-02-13T05:26:29Z,,
PAY-0499,ORD-499,pay_000499axkkkkkkkkk,1016.03,NETBANKING,CAPTURED,,2025-02-13T11:43:38Z,,
PAY-0500,ORD-500,pay_000500axkkkkkkk,884.16,CARD,CAPTURED,,2025-02-13T12:54:25Z,,
PAY-0502,ORD-502,pay_000502axkkkk,2951.92,CARD,CAPTURED,,2025-02-13T13:28:58Z,,
PAY-0503,ORD-503,pay_000503axkkkkkkkkkk,658.85,UPI,CAPTURED,,2025-02-13T17:25:42Z,,
PAY-0504,ORD-504,pay_000504axkkkkkkkk,751.13,UPI,CAPTURED,,2025-02-13T19:09:21Z,,
PAY-0505,ORD-505,pay_000505axkkkkk,1886.64,UPI,CAPTURED,,2025-02-13T19:03:33Z,,
PAY-0506,ORD-506,pay_000506axkkkkk,1110.52,CARD,CAPTURED,,2025-02-14T02:20:23Z,,
PAY-0507,ORD-507,pay_000507axkkkkkkkkk,256.4,CARD,CAPTURED,,2025-02-13T21:06:54Z,,
PAY-0507-2,ORD-507,pay_000507bxkkkk,170.94,CARD,CAPTURED,,2025-02-13T20:59:54Z,,
PAY-0508,ORD-508,pay_000508axkkkkkk,1458.64,UPI,CAPTURED,,2025-02-13T23:21:27Z,,
PAY-0509,ORD-509,pay_000509axkkkkkkkkk,1293.5,CARD,CAPTURED,,2025-02-14T06:09:19Z,,
PAY-0510,ORD-510,pay_000510axkkkkkk,299.0,UPI,CAPTURED,,2025-02-14T06:11:07Z,,
PAY-0511,ORD-511,pay_000511axkkkkkkk,2049.19,CARD,CAPTURED,,2025-02-14T11:42:36Z,,
PAY-0512,ORD-512,pay_000512axkkkkkkkk,453.96,UPI,CAPTURED,,2025-02-14T08:26:38Z,,
PAY-0513,ORD-513,pay_000513axkkkkkkkkkk,4147.95,NETBANKING,CAPTURED,,2025-02-14T08:21:29Z,,
PAY-0515,ORD-515,pay_000515axkkkkkkkkkk,6819.37,WALLET,CAPTURED,,2025-02-14T14:37:19Z,,
PAY-0516,ORD-516,pay_000516axkkkk,8545.2,NETBANKING,CAPTURED,,2025-02-14T20:29:10Z,,
PAY-0517,ORD-517,pay_000517axkkkkkkk,275.55,CARD,CAPTURED,,2025-02-14T16:34:21Z,,
PAY-0517-2,ORD-517,pay_000517bxkkkkkkk,183.7,CARD,CAPTURED,,2025-02-14T16:50:21Z,,
PAY-0518,ORD-518,pay_000518axkkkkkkkkkk,302.7,CARD,CAPTURED,,2025-02-14T23:02:43Z,,
PAY-0519,ORD-519,pay_000519axkkkkkkk,1632.75,WALLET,CAPTURED,,2025-02-14T21:47:43Z,,
PAY-0520,ORD-520,pay_000520axkkkkkkkkkk,2202.57,UPI,CAPTURED,,2025-02-14T22:44:46Z,,
PAY-0521,ORD-521,pay_000521axkkkkkkkkkk,7732.12,UPI,CAPTURED,,2025-02-15T05:54:12Z,,
PAY-0522,ORD-522,pay_000522axkkkkkkkkk,2010.35,UPI,CAPTURED,,2025-02-15T05:02:35Z,,
PAY-0523,ORD-523,pay_000523axkkkkkkkkkk,2197.6,EMI,CAPTURED,,2025-02-15T07:51:26Z,,
PAY-0524,ORD-524,pay_000524axkkkkkkkkk,1628.72,NETBANKING,CAPTURED,,2025-02-15T11:10:25Z,,
PAY-0525,ORD-525,pay_000525axkkkkkkkkkk,1036.41,UPI,CAPTURED,,2025-02-15T10:37:28Z,,
PAY-0526,ORD-526,pay_000526axkkkkkkk,4444.07,CARD,CAPTURED,,2025-02-15T13:32:06Z,,
PAY-0527,ORD-527,pay_000527axkkkkkkkkkk,597.23,UPI,CAPTURED,,2025-02-15T10:34:55Z,,
PAY-0528,ORD-528,pay_000528axkkkkkkkk,550.51,CARD,CAPTURED,,2025-02-15T13:26:36Z,,
PAY-0530,ORD-530,pay_000530axkkkkkkk,299.0,CARD,CAPTURED,,2025-02-15T22:23:39Z,,
PAY-0531,ORD-531,pay_000531axkkkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-15T19:33:33Z,,
PAY-0532,ORD-532,pay_000532axkkkkkkkkk,2940.48,CARD,CAPTURED,,2025-02-16T00:57:58Z,,
PAY-0533,ORD-533,pay_000533axkkkkkk,918.43,CARD,CAPTURED,,2025-02-15T22:17:34Z,,
PAY-0534,ORD-534,pay_000534axkkkk,5478.8,CARD,CAPTURED,,2025-02-16T07:15:34Z,,
PAY-0535,ORD-535,pay_000535axkkkkkkkkkk,847.91,EMI,CAPTURED,,2025-02-16T05:03:16Z,,
PAY-0536,ORD-536,pay_000536axkkkkk,2076.61,CARD,CAPTURED,,2025-02-16T08:51:38Z,,
PAY-0537,ORD-537,pay_000537axkkkk,513.93,CARD,CAPTURED,,2025-02-16T10:32:08Z,,
PAY-0538,ORD-538,pay_000538axkkkkkkkk,1261.77,NETBANKING,CAPTURED,,2025-02-16T08:36:08Z,,
PAY-0539,ORD-539,pay_000539axkkkk,10451.87,CARD,CAPTURED,,2025-02-16T13:03:51Z,,
PAY-0540,ORD-540,pay_000540axkkkkkkkkkk,771.04,UPI,CAPTURED,,2025-02-16T12:19:37Z,,
PAY-0541,ORD-541,pay_000541axkkkkk,1566.69,CARD,CAPTURED,,2025-02-16T13:24:43Z,,
PAY-0542,ORD-542,pay_000542axkkkkk,657.04,UPI,CAPTURED,,2025-02-16T17:47:06Z,,
PAY-0542-2,ORD-542,pay_000542bxkkkkkkkkkk,438.03,UPI,CAPTURED,,2025-02-16T17:43:06Z,,
PAY-0543,ORD-543,pay_000543axkkkkk,1033.32,CARD,CAPTURED,,2025-02-16T19:59:46Z,,
PAY-0544,ORD-544,pay_000544axkkkkkkkk,299.0,UPI,CAPTURED,,2025-02-17T01:52:17Z,,
PAY-0545,ORD-545,pay_000545axkkkkkk,5177.03,UPI,CAPTURED,,2025-02-17T04:23:26Z,,
PAY-0546,ORD-546,pay_000546axkkkkkkkkkk,4584.07,UPI,CAPTURED,,2025-02-16T22:55:02Z,,
PAY-0547,ORD-547,pay_000547axkkkkkkk,1483.15,WALLET,CAPTURED,,2025-02-17T03:31:32Z,,
PAY-0548,ORD-548,pay_000548axkkkkkkkkk,309.37,UPI,CAPTURED,,2025-02-17T04:06:43Z,,
PAY-0549,ORD-549,pay_000549axkkkkkkk,1439.38,CARD,CAPTURED,,2025-02-17T10:26:21Z,,
PAY-0550,ORD-550,pay_000550axkkkkk,5040.3,CARD,CAPTURED,,2025-02-17T08:23:01Z,,
PAY-0551,ORD-551,pay_000551axkkkkkk,1147.19,NETBANKING,CAPTURED,,2025-02-17T14:06:51Z,,
PAY-0552,ORD-552,pay_000552axkkkkkkkk,1882.14,CARD,CAPTURED,,2025-02-17T10:58:38Z,,
PAY-0553,ORD-553,pay_000553axkkkkkkkkk,1790.3,CARD,CAPTURED,,2025-02-17T15:00:31Z,,
PAY-0554,ORD-554,pay_000554axkkkk,2976.03,CARD,CAPTURED,,2025-02-17T20:56:17Z,,
PAY-0555,ORD-555,pay_000555axkkkkkkkkkk,2085.52,NETBANKING,CAPTURED,,2025-02-17T20:36:53Z,,
PAY-0555-2,ORD-555,pay_000555bxkkkkk,1390.34,NETBANKING,CAPTURED,,2025-02-17T20:43:53Z,,
PAY-0557,ORD-557,pay_000557axkkkkk,3131.07,CARD,CAPTURED,,2025-02-17T23:03:48Z,,
PAY-0558,ORD-558,pay_000558axkkkkk,299.0,UPI,CAPTURED,,2025-02-18T02:55:41Z,,
PAY-0559,ORD-559,pay_000559axkkkk,1067.51,CARD,CAPTURED,,2025-02-18T06:02:55Z,,
PAY-0559-2,ORD-559,pay_000559bxkkkkkkkkk,711.67,CARD,CAPTURED,,2025-02-18T06:08:55Z,,
PAY-0560,ORD-560,pay_000560axkkkkkkk,299.0,UPI,CAPTURED,,2025-02-18T02:33:53Z,,
PAY-0561,ORD-561,pay_000561axkkkkkk,7467.78,UPI,CAPTURED,,2025-02-18T05:04:39Z,,
PAY-0562,ORD-562,pay_000562axkkkkkkkkk,1949.79,UPI,CAPTURED,,2025-02-18T12:44:25Z,,
PAY-0563,ORD-563,pay_000563axkkkkkkkkkk,722.31,CARD,CAPTURED,,2025-02-18T08:24:51Z,,
PAY-0564,ORD-564,pay_000564axkkkkk,299.0,NETBANKING,CAPTURED,,2025-02-18T16:03:49Z,,
PAY-0565,ORD-565,pay_000565axkkkkkkk,1707.68,CARD,CAPTURED,,2025-02-18T18:07:38Z,,
PAY-0566,ORD-566,pay_000566axkkkkkkkk,394.76,NETBANKING,CAPTURED,,2025-02-18T13:59:25Z,,
PAY-0567,ORD-567,pay_000567axkkkkkkkk,1785.24,CARD,CAPTURED,,2025-02-18T18:09:46Z,,
PAY-0568,ORD-568,pay_000568axkkkkkkkkkk,1216.98,CARD,CAPTURED,,2025-02-18T16:23:01Z,,
PAY-0569,ORD-569,pay_000569axkkkkkk,1159.25,NETBANKING,CAPTURED,,2025-02-18T19:57:18Z,,
PAY-0570,ORD-570,pay_000570axkkkkkkkkkk,352.0,WALLET,CAPTURED,,2025-02-19T02:53:29Z,,
PAY-0571,ORD-571,pay_000571axkkkk,3158.24,EMI,CAPTURED,,2025-02-19T00:55:31Z,,
PAY-0572,ORD-572,pay_000572axkkkkk,944.55,UPI,CAPTURED,,2025-02-19T07:01:15Z,,
PAY-0573,ORD-573,pay_000573axkkkkkkkkk,2375.42,WALLET,CAPTURED,,2025-02-19T05:32:42Z,,
PAY-0574,ORD-574,pay_000574axkkkkkk,347.14,UPI,CAPTURED,,2025-02-19T10:51:50Z,,
PAY-0575,ORD-575,pay_000575axkkkk,3649.41,CARD,CAPTURED,,2025-02-19T11:40:27Z,,
PAY-0576,ORD-576,pay_000576axkkkkkkkkkk,812.35,WALLET,CAPTURED,,2025-02-19T15:20:21Z,,
PAY-0577,ORD-577,pay_000577axkkkkkkk,1680.18,CARD,CAPTURED,,2025-02-19T16:02:47Z,,
PAY-0578,ORD-578,pay_000578axkkkk,743.49,UPI,CAPTURED,,2025-02-19T18:45:59Z,,
PAY-0579,ORD-579,pay_000579axkkkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-19T15:17:36Z,,
PAY-0580,ORD-580,pay_000580axkkkkkkkkk,7835.03,UPI,CAPTURED,,2025-02-19T17:32:40Z,,
PAY-0581,ORD-581,pay_000581axkkkkkk,1365.46,CARD,CAPTURED,,2025-02-19T18:20:46Z,,
PAY-0582,ORD-582,pay_000582axkkkkkkk,5377.03,CARD,CAPTURED,,2025-02-20T02:06:43Z,,
PAY-0583,ORD-583,pay_000583axkkkkkkk,1130.05,UPI,CAPTURED,,2025-02-20T03:01:34Z,,
PAY-0584,ORD-584,pay_000584axkkkkkkkk,942.12,CARD,CAPTURED,,2025-02-19T23:38:30Z,,
PAY-0585,ORD-585,pay_000585axkkkk,2429.58,CARD,CAPTURED,,2025-02-20T04:01:15Z,,
PAY-0586,ORD-586,pay_000586axkkkkkkkkkk,563.49,UPI,CAPTURED,,2025-02-20T10:31:31Z,,
PAY-0587,ORD-587,pay_000587axkkkkkkk,443.72,CARD,CAPTURED,,2025-02-20T04:33:13Z,,
PAY-0588,ORD-588,pay_000588axkkkk,769.73,UPI,CAPTURED,,2025-02-20T13:55:51Z,,
PAY-0589,ORD-589,pay_000589axkkkkkkkkkk,3188.51,CARD,CAPTURED,,2025-02-20T12:28:53Z,,
PAY-0590,ORD-590,pay_000590axkkkkkkkkkk,613.78,CARD,CAPTURED,,2025-02-20T12:05:10Z,,
PAY-0591,ORD-591,pay_000591axkkkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-20T13:45:34Z,,
PAY-0592,ORD-592,pay_000592axkkkkkkk,299.0,WALLET,CAPTURED,,2025-02-20T21:21:24Z,,
PAY-0593,ORD-593,pay_000593axkkkkkkkk,6078.46,UPI,CAPTURED,,2025-02-20T19:48:43Z,,
PAY-0594,ORD-594,pay_000594axkkkkkkkkkk,1352.31,CARD,CAPTURED,,2025-02-20T20:39:09Z,,
PAY-0595,ORD-595,pay_000595axkkkkkk,1989.44,CARD,CAPTURED,,2025-02-20T22:21:44Z,,
PAY-0596,ORD-596,pay_000596axkkkkk,1112.8,CARD,CAPTURED,,2025-02-21T04:55:04Z,,
PAY-0597,ORD-597,pay_000597axkkkkkkkkkk,4312.93,EMI,CAPTURED,,2025-02-21T06:25:10Z,,
PAY-0598,ORD-598,pay_000598axkkkk,2504.5,CARD,CAPTURED,,2025-02-21T09:02:33Z,,
PAY-0599,ORD-599,pay_000599axkkkk,570.34,NETBANKING,CAPTURED,,2025-02-21T05:09:51Z,,
PAY-0600,ORD-600,pay_000600axkkkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-21T07:05:11Z,,
PAY-0601,ORD-601,pay_000601axkkkkk,377.44,EMI,CAPTURED,,2025-02-21T07:16:14Z,,
PAY-0602,ORD-602,pay_000602axkkkkkk,431.55,CARD,CAPTURED,,2025-02-21T14:43:38Z,,
PAY-0603,ORD-603,pay_000603axkkkkkkkkk,5894.72,CARD,CAPTURED,,2025-02-21T12:21:32Z,,
PAY-0604,ORD-604,pay_000604axkkkkk,474.84,EMI,CAPTURED,,2025-02-21T16:22:32Z,,
PAY-0605,ORD-605,pay_000605axkkkkkk,1013.99,UPI,CAPTURED,,2025-02-21T17:30:05Z,,
PAY-0606,ORD-606,pay_000606axkkkkkk,580.55,CARD,CAPTURED,,2025-02-21T18:55:50Z,,
PAY-0607,ORD-607,pay_000607axkkkkkkkkkk,1805.91,NETBANKING,CAPTURED,,2025-02-22T02:07:37Z,,
PAY-0608,ORD-608,pay_000608axkkkk,1048.08,UPI,CAPTURED,,2025-02-21T20:55:20Z,,
PAY-0609,ORD-609,pay_000609axkkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-22T05:04:38Z,,
PAY-0610,ORD-610,pay_000610axkkkkk,2510.39,UPI,CAPTURED,,2025-02-22T02:37:37Z,,
PAY-0612,ORD-612,pay_000612axkkkkkkkkkk,300.56,UPI,CAPTURED,,2025-02-22T09:46:16Z,,
PAY-0613,ORD-613,pay_000613axkkkkkk,2663.68,CARD,CAPTURED,,2025-02-22T10:24:00Z,,
PAY-0614,ORD-614,pay_000614axkkkk,1126.03,UPI,CAPTURED,,2025-02-22T11:07:57Z,,
PAY-0615,ORD-615,pay_000615axkkkkkkk,1359.61,UPI,CAPTURED,,2025-02-22T15:49:39Z,,
PAY-0616,ORD-616,pay_000616axkkkkk,4064.02,CARD,CAPTURED,,2025-02-22T18:56:10Z,,
PAY-0617,ORD-617,pay_000617axkkkkkkkkk,4787.74,UPI,CAPTURED,,2025-02-22T18:09:08Z,,
PAY-0618,ORD-618,pay_000618axkkkk,20585.67,CARD,CAPTURED,,2025-02-22T18:05:01Z,,
PAY-0619,ORD-619,pay_000619axkkkkkkk,4512.52,WALLET,CAPTURED,,2025-02-22T17:15:07Z,,
PAY-0620,ORD-620,pay_000620axkkkkkkkkk,2051.88,WALLET,CAPTURED,,2025-02-22T20:07:54Z,,
PAY-0621,ORD-621,pay_000621axkkkk,653.6,NETBANKING,CAPTURED,,2025-02-23T04:58:46Z,,
PAY-0622,ORD-622,pay_000622axkkkkk,1396.51,NETBANKING,CAPTURED,,2025-02-23T01:03:19Z,,
PAY-0623,ORD-623,pay_000623axkkkkkkkk,897.99,CARD,CAPTURED,,2025-02-23T02:18:03Z,,
PAY-0624,ORD-624,pay_000624axkkkkkk,2682.91,CARD,CAPTURED,,2025-02-23T07:52:29Z,,
PAY-0625,ORD-625,pay_000625axkkkkkkk,1585.86,CARD,CAPTURED,,2025-02-23T06:56:15Z,,
PAY-0626,ORD-626,pay_000626axkkkkkkk,872.27,UPI,CAPTURED,,2025-02-23T06:38:03Z,,
PAY-0627,ORD-627,pay_000627axkkkkkkk,650.54,UPI,CAPTURED,,2025-02-23T09:21:14Z,,
PAY-0628,ORD-628,pay_000628axkkkk,2499.1,UPI,CAPTURED,,2025-02-23T15:32:43Z,,
PAY-0629,ORD-629,pay_000629axkkkk,2464.36,UPI,CAPTURED,,2025-02-23T15:52:06Z,,
PAY-0630,ORD-630,pay_000630axkkkkkk,839.09,CARD,CAPTURED,,2025-02-23T17:03:27Z,,
PAY-0631,ORD-631,pay_000631axkkkk,299.0,UPI,CAPTURED,,2025-02-23T22:26:24Z,,
PAY-0632,ORD-632,pay_000632axkkkkk,968.17,CARD,CAPTURED,,2025-02-24T00:50:53Z,,
PAY-0633,ORD-633,pay_000633axkkkk,2243.78,CARD,CAPTURED,,2025-02-23T22:25:35Z,,
PAY-0634,ORD-634,pay_000634axkkkkkkkkkk,1254.22,UPI,CAPTURED,,2025-02-24T01:28:28Z,,
PAY-0636,ORD-636,pay_000636axkkkk,1420.78,UPI,CAPTURED,,2025-02-24T05:55:12Z,,
PAY-0636-2,ORD-636,pay_000636bxkkkkk,947.19,UPI,CAPTURED,,2025-02-24T06:00:12Z,,
PAY-0637,ORD-637,pay_000637axkkkkkkkkk,2785.03,UPI,CAPTURED,,2025-02-24T04:22:56Z,,
PAY-0638,ORD-638,pay_000638axkkkkk,561.73,CARD,CAPTURED,,2025-02-24T08:37:01Z,,
PAY-0639,ORD-639,pay_000639axkkkkkkkkkk,1242.09,UPI,CAPTURED,,2025-02-24T12:07:24Z,,
PAY-0640,ORD-640,pay_000640axkkkkk,2771.07,UPI,CAPTURED,,2025-02-24T10:45:12Z,,
PAY-0641,ORD-641,pay_000641axkkkk,395.58,EMI,CAPTURED,,2025-02-24T13:17:22Z,,
PAY-0642,ORD-642,pay_000642axkkkkkkkk,532.32,CARD,CAPTURED,,2025-02-24T13:14:23Z,,
PAY-0643,ORD-643,pay_000643axkkkkkkkkkk,793.61,UPI,CAPTURED,,2025-02-24T21:05:06Z,,
PAY-0644,ORD-644,pay_000644axkkkkkk,4146.28,WALLET,CAPTURED,,2025-02-24T20:37:02Z,,
PAY-0645,ORD-645,pay_000645axkkkkkk,8169.61,CARD,CAPTURED,,2025-02-24T18:27:41Z,,
PAY-0646,ORD-646,pay_000646axkkkkkk,1052.9,UPI,CAPTURED,,2025-02-25T01:02:34Z,,
PAY-0647,ORD-647,pay_000647axkkkkkkkkkk,1663.85,EMI,CAPTURED,,2025-02-25T05:42:58Z,,
PAY-0648,ORD-648,pay_000648axkkkkkkkkk,667.21,CARD,CAPTURED,,2025-02-25T05:07:26Z,,
PAY-0649,ORD-649,pay_000649axkkkkkkk,4854.24,CARD,CAPTURED,,2025-02-25T08:13:22Z,,
PAY-0650,ORD-650,pay_000650axkkkk,299.0,UPI,CAPTURED,,2025-02-25T10:25:02Z,,
PAY-0651,ORD-651,pay_000651axkkkkkkkkk,299.0,UPI,CAPTURED,,2025-02-25T12:26:13Z,,
PAY-0652,ORD-652,pay_000652axkkkkkkk,2818.2,CARD,CAPTURED,,2025-02-25T14:18:24Z,,
PAY-0653,ORD-653,pay_000653axkkkkkkkkk,2818.57,WALLET,CAPTURED,,2025-02-25T15:50:00Z,,
PAY-0654,ORD-654,pay_000654axkkkkkkkk,783.8,WALLET,CAPTURED,,2025-02-25T13:13:14Z,,
PAY-0655,ORD-655,pay_000655axkkkkkk,4054.59,WALLET,CAPTURED,,2025-02-25T16:43:24Z,,
PAY-0656,ORD-656,pay_000656axkkkkkk,526.77,UPI,CAPTURED,,2025-02-25T19:12:55Z,,
PAY-0657,ORD-657,pay_000657axkkkkkk,1010.33,NETBANKING,CAPTURED,,2025-02-25T17:59:27Z,,
PAY-0658,ORD-658,pay_000658axkkkkkkk,2748.08,WALLET,CAPTURED,,2025-02-26T01:16:53Z,,
PAY-0659,ORD-659,pay_000659axkkkk,317.21,UPI,CAPTURED,,2025-02-26T00:05:19Z,,
PAY-0660,ORD-660,pay_000660axkkkkk,512.14,WALLET,CAPTURED,,2025-02-26T04:40:11Z,,
PAY-0661,ORD-661,pay_000661axkkkkkkkkk,679.41,UPI,CAPTURED,,2025-02-26T03:34:11Z,,
PAY-0662,ORD-662,pay_000662axkkkk,733.34,NETBANKING,CAPTURED,,2025-02-26T08:42:54Z,,
PAY-0663,ORD-663,pay_000663axkkkkk,6676.4,CARD,CAPTURED,,2025-02-26T12:17:37Z,,
PAY-0664,ORD-664,pay_000664axkkkkkk,2444.05,CARD,CAPTURED,,2025-02-26T07:27:25Z,,
PAY-0665,ORD-665,pay_000665axkkkkkkkkkk,343.42,CARD,CAPTURED,,2025-02-26T14:46:19Z,,
PAY-0666,ORD-666,pay_000666axkkkkkk,1202.94,UPI,CAPTURED,,2025-02-26T13:00:07Z,,
PAY-0667,ORD-667,pay_000667axkkkkkkkkk,1347.73,UPI,CAPTURED,,2025-02-26T16:45:57Z,,
PAY-0668,ORD-668,pay_000668axkkkkk,981.31,CARD,CAPTURED,,2025-02-26T16:56:46Z,,
PAY-0669,ORD-669,pay_000669axkkkk,5421.23,CARD,CAPTURED,,2025-02-26T22:01:56Z,,
PAY-0670,ORD-670,pay_000670axkkkkkkkkk,306.26,CARD,CAPTURED,,2025-02-26T21:37:39Z,,
PAY-0671,ORD-671,pay_000671axkkkk,619.06,EMI,CAPTURED,,2025-02-26T22:42:37Z,,
PAY-0672,ORD-672,pay_000672axkkkkk,3418.77,UPI,CAPTURED,,2025-02-27T01:28:07Z,,
PAY-0673,ORD-673,pay_000673axkkkkkk,6965.08,EMI,CAPTURED,,2025-02-27T06:03:00Z,,
PAY-0674,ORD-674,pay_000674axkkkkk,2583.97,UPI,CAPTURED,,2025-02-27T04:07:35Z,,
PAY-0675,ORD-675,pay_000675axkkkk,690.62,CARD,CAPTURED,,2025-02-27T08:23:45Z,,
PAY-0676,ORD-676,pay_000676axkkkkkkk,2793.82,CARD,CAPTURED,,2025-02-27T06:28:21Z,,
PAY-0677,ORD-677,pay_000677axkkkkkkk,455.14,CARD,CAPTURED,,2025-02-27T08:54:30Z,,
PAY-0678,ORD-678,pay_000678axkkkkkkk,2989.45,UPI,CAPTURED,,2025-02-27T12:57:13Z,,
PAY-0678-2,ORD-678,pay_000678bxkkkkkkk,1992.96,UPI,CAPTURED,,2025-02-27T12:56:13Z,,
PAY-0679,ORD-679,pay_000679axkkkk,1387.68,UPI,CAPTURED,,2025-02-27T17:03:37Z,,
PAY-0680,ORD-680,pay_000680axkkkkkkkk,2372.38,CARD,CAPTURED,,2025-02-27T16:17:24Z,,
PAY-0681,ORD-681,pay_000681axkkkkkkkk,2878.52,NETBANKING,CAPTURED,,2025-02-27T21:03:08Z,,
PAY-0682,ORD-682,pay_000682axkkkkkkkkkk,6236.33,WALLET,CAPTURED,,2025-02-27T23:29:40Z,,
PAY-0683,ORD-683,pay_000683axkkkk,299.0,UPI,CAPTURED,,2025-02-27T20:12:00Z,,
PAY-0684,ORD-684,pay_000684axkkkk,794.66,WALLET,CAPTURED,,2025-02-28T01:54:00Z,,
PAY-0685,ORD-685,pay_000685axkkkkkkkkk,641.1,CARD,CAPTURED,,2025-02-28T03:24:31Z,,
