order_id,order_number,customer_id,net_amount,status,placed_at,gateway_order_id,source
ORD-855,#1855,CUS-0098,1920.68,PAID,,order_000855,
ORD-856,#1856,CUS-0099,714.24,PAID,,order_000856,
ORD-857,#1857,CUS-0224,1054.2,PAID,,order_000857,
ORD-858,#1858,CUS-0022,1652.37,PAID,,order_000858,
ORD-859,#1859,CUS-0210,798.68,PAID,,order_000859,
ORD-860,#1860,CUS-0148,4665.6,PAID,,order_000860,
ORD-861,#1861,CUS-0238,1667.41,PAID,,order_000861,
ORD-862,#1862,CUS-0124,1542.68,PAID,,order_000862,
ORD-863,#1863,CUS-0072,299.0,PAID,,order_000863,
ORD-864,#1864,CUS-0246,2258.87,PAID,,order_000864,
ORD-865,#1865,CUS-0157,1172.46,PAID,,order_000865,
ORD-866,#1866,CUS-0232,2276.73,PAID,,order_000866,
ORD-867,#1867,CUS-0205,5702.44,PAID,,order_000867,
ORD-868,#1868,CUS-0016,1529.35,PAID,,order_000868,
ORD-869,#1869,CUS-0075,1505.76,PAID,,order_000869,
ORD-870,#1870,CUS-0130,343.98,PAID,,order_000870,
ORD-871,#1871,CUS-0066,8813.51,PAID,,order_000871,
ORD-872,#1872,CUS-0169,299.0,PAID,,order_000872,
ORD-873,#1873,CUS-0205,2389.01,PAID,,order_000873,
ORD-874,#1874,CUS-0170,299.0,PAID,,order_000874,
ORD-875,#1875,CUS-0014,1851.32,PAID,,order_000875,
ORD-876,#1876,CUS-0103,481.51,PAID,,order_000876,
ORD-877,#1877,CUS-0060,840.94,PAID,,order_000877,
ORD-878,#1878,CUS-0112,806.31,PAID,,order_000878,
ORD-879,#1879,CUS-0245,299.0,PAID,,order_000879,
ORD-880,#1880,CUS-0086,381.17,PAID,,order_000880,
ORD-881,#1881,CUS-0173,3069.63,PAID,,order_000881,
ORD-882,#1882,CUS-0087,299.0,PAID,,order_000882,
ORD-883,#1883,CUS-0176,1892.08,PAID,,order_000883,
ORD-884,#1884,CUS-0159,6108.87,PAID,,order_000884,
ORD-885,#1885,CUS-0164,299.0,PAID,,order_000885,
ORD-886,#1886,CUS-0196,41258.32,PAID,,order_000886,
ORD-887,#1887,CUS-0179,432.84,PAID,,order_000887,
ORD-888,#1888,CUS-0237,5321.53,PAID,,order_000888,
ORD-889,#1889,CUS-0198,2214.47,PAID,,order_000889,
ORD-890,#1890,CUS-0100,299.0,PAID,,order_000890,
ORD-891,#1891,CUS-0018,7975.44,PAID,,order_000891,
ORD-892,#1892,CUS-0126,2043.31,PAID,,order_000892,
ORD-893,#1893,CUS-0234,1305.78,PAID,,order_000893,
ORD-894,#1894,CUS-0230,299.0,PAID,,order_000894,
ORD-895,#1895,CUS-0085,1451.71,PAID,,order_000895,
ORD-896,#1896,CUS-0126,582.47,PAID,,order_000896,
ORD-897,#1897,CUS-0018,3324.07,PAID,,order_000897,
ORD-898,#1898,CUS-0240,715.31,PAID,,order_000898,
ORD-899,#1899,CUS-0246,299.0,PAID,,order_000899,
ORD-900,#1900,CUS-0216,4298.73,PAID,,order_000900,
ORD-901,#1901,CUS-0011,1662.4,PAID,,order_000901,
ORD-902,#1902,CUS-0028,833.84,PAID,,order_000902,
ORD-903,#1903,CUS-0189,299.0,PAID,,order_000903,
ORD-904,#1904,CUS-0126,1843.43,PAID,,order_000904,
ORD-905,#1905,CUS-0208,1918.91,PAID,,order_000905,
ORD-906,#1906,CUS-0224,1937.52,PAID,,order_000906,
ORD-907,#1907,CUS-0189,1457.7,PAID,,order_000907,
ORD-908,#1908,CUS-0004,299.0,PAID,,order_000908,
ORD-909,#1909,CUS-0017,299.0,PAID,,order_000909,
ORD-910,#1910,CUS-0057,543.41,PAID,,order_000910,
ORD-911,#1911,CUS-0174,10325.47,PAID,,order_000911,
ORD-912,#1912,CUS-0086,364.34,PAID,,order_000912,
ORD-913,#1913,CUS-0142,2735.38,ABANDONED,,order_000913,
ORD-914,#1914,CUS-0125,583.52,PAID,,order_000914,
ORD-915,#1915,CUS-0228,12553.67,PAID,,order_000915,
ORD-916,#1916,CUS-0053,1180.62,PAID,,order_000916,
ORD-917,#1917,CUS-0157,2030.97,PAID,,order_000917,
ORD-918,#1918,CUS-0023,2400.88,ABANDONED,,order_000918,
ORD-919,#1919,CUS-0061,1128.24,PAID,,order_000919,
ORD-920,#1920,CUS-0054,484.45,PAID,,order_000920,
ORD-921,#1921,CUS-0234,299.0,PAID,,order_000921,
ORD-922,#1922,CUS-0166,921.77,PAID,,order_000922,
ORD-923,#1923,CUS-0195,1191.53,PAID,,order_000923,
ORD-924,#1924,CUS-0132,2928.51,PAID,,order_000924,
ORD-925,#1925,CUS-0051,2793.58,PAID,,order_000925,
ORD-926,#1926,CUS-0059,903.5,PAID,,order_000926,
ORD-927,#1927,CUS-0019,851.16,PAID,,order_000927,
ORD-928,#1928,CUS-0238,435.92,PAID,,order_000928,
ORD-929,#1929,CUS-0050,299.0,PAID,,order_000929,
ORD-930,#1930,CUS-0035,1005.3,PAID,,order_000930,
ORD-931,#1931,CUS-0227,4646.37,PAID,,order_000931,
ORD-932,#1932,CUS-0044,1244.43,PAID,,order_000932,
ORD-933,#1933,CUS-0134,2553.39,PAID,,order_000933,
ORD-934,#1934,CUS-0189,492.84,PAID,,order_000934,
ORD-935,#1935,CUS-0238,299.0,ABANDONED,,order_000935,
ORD-936,#1936,CUS-0012,2569.18,PAID,,order_000936,
ORD-937,#1937,CUS-0101,982.67,PAID,,order_000937,
ORD-938,#1938,CUS-0004,887.1,PAID,,order_000938,
ORD-939,#1939,CUS-0062,299.0,PAID,,order_000939,
ORD-940,#1940,CUS-0181,1491.55,PAID,,order_000940,
ORD-941,#1941,CUS-0119,3417.29,PAID,,order_000941,
ORD-942,#1942,CUS-0095,1596.97,PAID,,order_000942,
ORD-943,#1943,CUS-0136,4972.67,PAID,,order_000943,
ORD-944,#1944,CUS-0148,1933.21,PAID,,order_000944,
ORD-945,#1945,CUS-0189,1477.37,PAID,,order_000945,
ORD-946,#1946,CUS-0014,1030.7,PAID,,order_000946,
ORD-947,#1947,CUS-0166,646.74,PAID,,order_000947,
ORD-948,#1948,CUS-0241,10433.65,PAID,,order_000948,
ORD-949,#1949,CUS-0195,4660.88,PAID,,order_000949,
ORD-950,#1950,CUS-0014,926.23,PAID,,order_000950,
ORD-951,#1951,CUS-0121,2187.73,PAID,,order_000951,
ORD-952,#1952,CUS-0159,4044.97,PAID,,order_000952,
ORD-953,#1953,CUS-0230,416.23,PAID,,order_000953,
ORD-954,#1954,CUS-0128,1215.66,PAID,,order_000954,
ORD-955,#1955,CUS-0249,4823.44,PAID,,order_000955,
ORD-956,#1956,CUS-0189,736.78,PAID,,order_000956,
ORD-957,#1957,CUS-0060,1160.12,PAID,,order_000957,
ORD-958,#1958,CUS-0168,509.61,PAID,,order_000958,
ORD-959,#1959,CUS-0216,923.59,PAID,,order_000959,
ORD-960,#1960,CUS-0079,502.46,PAID,,order_000960,
ORD-961,#1961,CUS-0217,1418.98,PAID,,order_000961,
ORD-962,#1962,CUS-0047,8047.86,PAID,,order_000962,
ORD-963,#1963,CUS-0040,328.19,PAID,,order_000963,
ORD-964,#1964,CUS-0067,1236.04,PAID,,order_000964,
ORD-965,#1965,CUS-0089,1198.49,PAID,,order_000965,
ORD-966,#1966,CUS-0236,7108.5,PAID,,order_000966,
ORD-967,#1967,CUS-0166,1029.57,PAID,,order_000967,
ORD-968,#1968,CUS-0147,8030.21,PAID,,order_000968,
ORD-969,#1969,CUS-0087,299.0,PAID,,order_000969,
ORD-970,#1970,CUS-0103,502.31,PAID,,order_000970,
ORD-971,#1971,CUS-0156,1334.44,PAID,,order_000971,
ORD-972,#1972,CUS-0072,1246.18,PAID,,order_000972,
ORD-973,#1973,CUS-0023,757.36,PAID,,order_000973,
ORD-974,#1974,CUS-0131,3479.25,PAID,,order_000974,
ORD-975,#1975,CUS-0219,798.59,PAID,,order_000975,
ORD-976,#1976,CUS-0115,2373.33,PAID,,order_000976,
ORD-977,#1977,CUS-0249,2221.66,PAID,,order_000977,
ORD-978,#1978,CUS-0154,1178.08,PAID,,order_000978,
ORD-979,#1979,CUS-0152,313.48,PAID,,order_000979,
ORD-980,#1980,CUS-0107,5168.8,PAID,,order_000980,
ORD-981,#1981,CUS-0048,522.49,PAID,,order_000981,
ORD-982,#1982,CUS-0078,493.55,PAID,,order_000982,
ORD-983,#1983,CUS-0007,451.49,PAID,,order_000983,
ORD-984,#1984,CUS-0163,14543.28,PAID,,order_000984,
ORD-985,#1985,CUS-0126,1438.71,PAID,,order_000985,
ORD-986,#1986,CUS-0127,1539.48,PAID,,order_000986,
ORD-987,#1987,CUS-0161,467.67,ABANDONED,,order_000987,
ORD-988,#1988,CUS-0067,337.1,PAID,,order_000988,
ORD-989,#1989,CUS-0092,553.1,PAID,,order_000989,
ORD-990,#1990,CUS-0013,1442.57,PAID,,order_000990,
ORD-991,#1991,CUS-0161,1361.94,PAID,,order_000991,
ORD-992,#1992,CUS-0081,1771.83,PAID,,order_000992,
ORD-993,#1993,CUS-0177,2487.77,ABANDONED,,order_000993,
ORD-994,#1994,CUS-0133,299.0,PAID,,order_000994,
ORD-995,#1995,CUS-0056,1546.13,PAID,,order_000995,
ORD-996,#1996,CUS-0217,1604.99,PAID,,order_000996,
ORD-997,#1997,CUS-0118,299.0,PAID,,order_000997,
ORD-998,#1998,CUS-0036,6297.12,PAID,,order_000998,
ORD-999,#1999,CUS-0088,478.24,PAID,,order_000999,
ORD-1000,#2000,CUS-0034,621.1,PAID,,order_001000,
ORD-9001,#9001,CUS-9001,10000.00,PAID,2025-04-01T10:00:00Z,order_hero_9001,SHOPIFY
