bank_txn_id,utr,amount,value_date,direction,counterparty,description,source
BNK-0565,UTR00000565,1667.38,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0566,UTR00000566,380.6,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0567,UTR00000567,1743.11,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0569,UTR00000569,1145.09,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0570,UTR00000570,344.11,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0571,UTR00000571,3070.66,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0572,UTR00000572,940.09,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0573,UTR00000573,2322.17,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0574,UTR00000574,345.5,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0575,UTR00000575,3563.28,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0576,UTR00000576,794.14,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0577,UTR00000577,1640.53,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0578,UTR00000578,739.99,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0580,UTR00000580,7190.16,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0581,UTR00000581,1333.23,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0582,UTR00000582,5250.13,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0583,UTR00000583,1124.72,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0584,UTR00000584,919.89,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0585,UTR00000585,2314.9,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0586,UTR00000586,282.25,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0587,UTR00000587,433.25,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0588,UTR00000588,766.1,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0589,UTR00000589,3113.26,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0590,UTR00000590,556.49,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0591,UTR00000591,189.92,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0592,UTR00000592,292.3,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0593,UTR00000593,6049.77,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0594,UTR00000594,1320.39,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0595,UTR00000595,1942.49,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0596,UTR00000596,1086.53,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0597,UTR00000597,4193.34,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0598,UTR00000598,2445.39,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0599,UTR00000599,556.18,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0600,UTR00000600,291.94,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0601,UTR00000601,366.97,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0602,UTR00000602,421.37,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0604,UTR00000604,461.67,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0605,UTR00000605,1009.2,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0606,UTR00000606,566.85,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0607,UTR00000607,1791.75,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0608,UTR00000608,1043.14,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0609,UTR00000609,291.94,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0610,UTR00000610,2498.54,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0612,UTR00000612,299.14,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0613,UTR00000613,2600.82,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0615,UTR00000615,1353.19,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0616,UTR00000616,3968.11,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0617,UTR00000617,4765.14,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0618,UTR00000618,20099.85,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0619,UTR00000619,4411.35,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0620,UTR00000620,2005.87,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0621,UTR00000621,639.44,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0624,UTR00000624,2619.59,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0625,UTR00000625,1548.43,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0626,UTR00000626,868.15,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0628,UTR00000628,2305.58,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0629,UTR00000629,1522.96,2025-02-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0630,UTR00000630,819.29,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0631,UTR00000631,297.58,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0632,UTR00000632,656.62,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0633,UTR00000633,2190.82,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0634,UTR00000634,1248.3,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0636,UTR00000636,1414.08,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0636-2,UTR00000636B,942.72,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0637,UTR00000637,2771.88,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0638,UTR00000638,548.48,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0639,UTR00000639,768.35,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0640,UTR00000640,2758.0,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0641,UTR00000641,384.61,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0642,UTR00000642,389.23,2025-02-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0643,UTR00000643,789.87,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0644,UTR00000644,4053.32,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0645,UTR00000645,7976.81,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0646,UTR00000646,1047.93,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0647,UTR00000647,1617.71,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0648,UTR00000648,651.47,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0649,UTR00000649,4739.69,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0650,UTR00000650,297.58,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0651,UTR00000651,297.58,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0652,UTR00000652,2751.7,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0653,UTR00000653,2755.38,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0654,UTR00000654,766.23,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0655,UTR00000655,3930.75,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0657,UTR00000657,996.17,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0658,UTR00000658,1364.3,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0659,UTR00000659,315.71,2025-03-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0660,UTR00000660,500.66,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0661,UTR00000661,676.2,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0662,UTR00000662,719.18,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0663,UTR00000663,6261.54,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0664,UTR00000664,2386.37,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0665,UTR00000665,335.31,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0666,UTR00000666,1197.26,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0667,UTR00000667,1338.56,2025-03-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0670,UTR00000670,299.03,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0671,UTR00000671,601.89,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0672,UTR00000672,3402.63,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0673,UTR00000673,6771.94,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0674,UTR00000674,1952.28,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0675,UTR00000675,674.32,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0676,UTR00000676,2727.88,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0678,UTR00000678,2975.34,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0678-2,UTR00000678B,1983.56,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0679,UTR00000679,1381.13,2025-03-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0680,UTR00000680,1282.06,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0681,UTR00000681,2644.44,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0682,UTR00000682,6096.51,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0683,UTR00000683,297.58,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0684,UTR00000684,776.84,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0685,UTR00000685,625.97,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0686,UTR00000686,1143.83,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0688,UTR00000688,2584.72,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0689,UTR00000689,923.47,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0690,UTR00000690,621.78,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0691,UTR00000691,1736.98,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0692,UTR00000692,2340.14,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0693,UTR00000693,824.09,2025-03-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0694,UTR00000694,2782.08,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0695,UTR00000695,621.2,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0696,UTR00000696,2351.89,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0697,UTR00000697,1833.33,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0700,UTR00000700,217.35,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0701,UTR00000701,917.16,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0703,UTR00000703,1636.71,2025-03-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0704,UTR00000704,295.43,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0706,UTR00000706,434.45,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0707,UTR00000707,4875.58,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0708,UTR00000708,9095.79,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0709,UTR00000709,297.58,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0710,UTR00000710,1025.9,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0711,UTR00000711,1422.29,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0712,UTR00000712,4106.29,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0713,UTR00000713,1232.09,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0714,UTR00000714,6588.76,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0715,UTR00000715,2183.28,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0716,UTR00000716,1478.71,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0717,UTR00000717,276.17,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0718,UTR00000718,729.88,2025-03-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0720,UTR00000720,915.84,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0721,UTR00000721,845.93,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0722,UTR00000722,1332.86,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0723,UTR00000723,2556.61,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0724,UTR00000724,12102.6,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0725,UTR00000725,3334.1,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0726,UTR00000726,2504.83,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0727,UTR00000727,2012.5,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0728,UTR00000728,3090.97,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0729,UTR00000729,1703.78,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0730,UTR00000730,2179.21,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0732,UTR00000732,642.13,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0733,UTR00000733,1126.05,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0734,UTR00000734,462.39,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0735,UTR00000735,315.59,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0736,UTR00000736,2032.62,2025-03-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0737,UTR00000737,2068.44,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0738,UTR00000738,967.97,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0739,UTR00000739,344.29,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0740,UTR00000740,1545.15,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0741,UTR00000741,1172.12,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0742,UTR00000742,1964.67,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0743,UTR00000743,413.26,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0744,UTR00000744,527.48,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0745,UTR00000745,1028.99,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0746,UTR00000746,570.54,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0747,UTR00000747,445.51,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0748,UTR00000748,1964.68,2025-03-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0749,UTR00000749,568.07,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0749-2,UTR00000749B,378.72,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0750,UTR00000750,420.32,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0751,UTR00000751,322.82,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0752,UTR00000752,170.59,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0752-2,UTR00000752B,109.0,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0753,UTR00000753,348.66,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0754,UTR00000754,1773.44,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0755,UTR00000755,726.32,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0756,UTR00000756,1362.57,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0757,UTR00000757,210.78,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0758,UTR00000758,7011.95,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0759,UTR00000759,568.26,2025-03-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0760,UTR00000760,235.09,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0760-2,UTR00000760B,156.73,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0761,UTR00000761,539.96,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0762,UTR00000762,739.36,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0763,UTR00000763,6952.45,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0764,UTR00000764,504.69,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0765,UTR00000765,1206.02,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0766,UTR00000766,1350.37,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0767,UTR00000767,291.94,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0768,UTR00000768,2809.43,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0769,UTR00000769,292.3,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0770,UTR00000770,3233.3,2025-03-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0771,UTR00000771,3607.72,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0772,UTR00000772,3114.11,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0774,UTR00000774,823.19,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0774-2,UTR00000774B,548.79,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0775,UTR00000775,1005.91,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0776,UTR00000776,432.25,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0777,UTR00000777,291.94,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0778,UTR00000778,3927.37,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0779,UTR00000779,600.2,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0780,UTR00000780,291.94,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0781,UTR00000781,1170.14,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0782,UTR00000782,399.11,2025-03-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0783,UTR00000783,710.64,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0783-2,UTR00000783B,473.76,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0784,UTR00000784,2142.1,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0785,UTR00000785,297.58,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0786,UTR00000786,166.06,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0787,UTR00000787,1617.97,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0788,UTR00000788,1891.86,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0789,UTR00000789,3969.23,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0790,UTR00000790,1425.62,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0791,UTR00000791,1657.05,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0792,UTR00000792,5932.64,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0793,UTR00000793,212.6,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0794,UTR00000794,3518.61,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0795,UTR00000795,1060.49,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0796,UTR00000796,1795.21,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0797,UTR00000797,396.41,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0798,UTR00000798,410.05,2025-03-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0799,UTR00000799,6878.87,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0800,UTR00000800,895.29,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0801,UTR00000801,2540.14,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0802,UTR00000802,5564.8,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0803,UTR00000803,11700.71,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0804,UTR00000804,635.49,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0805,UTR00000805,996.07,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0806,UTR00000806,2503.39,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0808,UTR00000808,297.58,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0809,UTR00000809,786.82,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0810,UTR00000810,5085.9,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0811,UTR00000811,284.84,2025-03-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0813,UTR00000813,380.83,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0814,UTR00000814,4723.78,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0815,UTR00000815,933.74,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0816,UTR00000816,469.77,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0817,UTR00000817,284.84,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0818,UTR00000818,5687.12,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0819,UTR00000819,4522.53,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0820,UTR00000820,1105.14,2025-03-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0820-2,UTR00000820B,736.77,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0821,UTR00000821,291.94,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0822,UTR00000822,848.78,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0823,UTR00000823,417.76,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0824,UTR00000824,1954.08,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0825,UTR00000825,23576.57,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0827,UTR00000827,2933.36,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0828,UTR00000828,1660.5,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0829,UTR00000829,569.39,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0830,UTR00000830,1640.87,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0831,UTR00000831,1210.56,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0832,UTR00000832,1261.7,2025-03-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0833,UTR00000833,853.84,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0834,UTR00000834,3031.27,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0835,UTR00000835,5938.05,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0836,UTR00000836,1228.81,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0837,UTR00000837,784.03,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0838,UTR00000838,2861.26,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0839,UTR00000839,4478.31,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0840,UTR00000840,786.73,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0841,UTR00000841,447.45,2025-03-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0842,UTR00000842,1356.3,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0843,UTR00000843,778.6,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0845,UTR00000845,1420.33,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0846,UTR00000846,2171.75,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0847,UTR00000847,2505.61,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0848,UTR00000848,1503.51,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0849,UTR00000849,12237.77,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0850,UTR00000850,404.33,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0851,UTR00000851,507.53,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
