recon_result_id,reconcile_run_id,direction,left_entity,left_record_id,right_entity,right_record_id,status,expected_amount,actual_amount,variance,explained_variance,unexplained_variance,variance_class,tolerance_id,matched_at,notes
rcn-02350,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0579,core.gateway_fees,FEE-0579,MATCHED,5.98,5.98,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02351,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-580,core.payments,PAY-0580,MATCHED,7835.03,7835.03,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02352,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0580,core.settlements,SET-0580,MISMATCH,7798.05,7190.16,607.89,0,607.89,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-02353,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0580,core.gateway_fees,FEE-0580,MATCHED,31.34,31.34,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02354,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0580,core.bank_transactions,BNK-0580,MATCHED,7190.16,7190.16,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02355,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-581,core.payments,PAY-0581,MATCHED,1365.46,1365.46,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02356,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0581,core.settlements,SET-0581,MATCHED,1333.23,1333.23,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02357,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0581,core.gateway_fees,FEE-0581,MATCHED,27.31,27.31,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02358,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0581,core.bank_transactions,BNK-0581,MATCHED,1333.23,1333.23,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02359,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-582,core.payments,PAY-0582,MATCHED,5377.03,5377.03,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02360,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0582,core.settlements,SET-0582,MATCHED,5250.13,5250.13,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02361,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0582,core.gateway_fees,FEE-0582,MATCHED,107.54,107.54,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02362,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0582,core.bank_transactions,BNK-0582,MATCHED,5250.13,5250.13,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02363,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-583,core.payments,PAY-0583,MATCHED,1130.05,1130.05,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02364,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0583,core.settlements,SET-0583,MATCHED,1124.72,1124.72,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02365,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0583,core.gateway_fees,FEE-0583,MATCHED,4.52,4.52,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02366,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0583,core.bank_transactions,BNK-0583,MATCHED,1124.72,1124.72,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02367,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-584,core.payments,PAY-0584,MATCHED,942.12,942.12,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02368,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0584,core.settlements,SET-0584,MATCHED,919.89,919.89,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02369,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0584,core.gateway_fees,FEE-0584,MATCHED,18.84,18.84,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02370,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0584,core.bank_transactions,BNK-0584,MATCHED,919.89,919.89,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02371,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-585,core.payments,PAY-0585,MATCHED,2429.58,2429.58,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02372,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0585,core.settlements,SET-0585,MISMATCH,2372.24,2314.9,57.34,0,57.34,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-02373,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0585,core.gateway_fees,FEE-0585,MISMATCH,48.59,97.18,-48.59,0,48.59,LEAKAGE,TOL-FEE,2025-04-05T00:00:00Z,LEAKAGE on FEE_VS_RATE_CARD
rcn-02374,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0585,core.bank_transactions,BNK-0585,MATCHED,2314.9,2314.9,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02375,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-586,core.payments,PAY-0586,MATCHED,563.49,563.49,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02376,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0586,core.settlements,SET-0586,MATCHED,282.25,282.25,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02377,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0586,core.gateway_fees,FEE-0586,MATCHED,2.25,2.25,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02378,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0586,core.bank_transactions,BNK-0586,MATCHED,282.25,282.25,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02379,RUN-2025-04-05-01,REFUND_VS_PAYMENT,core.payments,PAY-0586,core.refunds,REF-0586,MATCHED,279.71,279.71,0.0,0,0,LEGITIMATE,TOL-REFUND,2025-04-05T00:00:00Z,
rcn-02380,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-587,core.payments,PAY-0587,MATCHED,443.72,443.72,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02381,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0587,core.settlements,SET-0587,MATCHED,433.25,433.25,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02382,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0587,core.gateway_fees,FEE-0587,MATCHED,8.87,8.87,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02383,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0587,core.bank_transactions,BNK-0587,MATCHED,433.25,433.25,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02384,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-588,core.payments,PAY-0588,MATCHED,769.73,769.73,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02385,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0588,core.settlements,SET-0588,MATCHED,766.1,766.1,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02386,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0588,core.gateway_fees,FEE-0588,MATCHED,3.08,3.08,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02387,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0588,core.bank_transactions,BNK-0588,MATCHED,766.1,766.1,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02388,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-589,core.payments,PAY-0589,MATCHED,3188.51,3188.51,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02389,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0589,core.settlements,SET-0589,MATCHED,3113.26,3113.26,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02390,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0589,core.gateway_fees,FEE-0589,MATCHED,63.77,63.77,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02391,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0589,core.bank_transactions,BNK-0589,MATCHED,3113.26,3113.26,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02392,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-590,core.payments,PAY-0590,MATCHED,613.78,613.78,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02393,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0590,core.settlements,SET-0590,MISMATCH,599.29,556.49,42.8,0,42.8,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-02394,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0590,core.gateway_fees,FEE-0590,MATCHED,12.28,12.28,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02395,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0590,core.bank_transactions,BNK-0590,MATCHED,556.49,556.49,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02396,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-591,core.payments,PAY-0591,MATCHED,299.0,299.0,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02397,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0591,core.settlements,SET-0591,MATCHED,189.92,189.92,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02398,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0591,core.gateway_fees,FEE-0591,MATCHED,5.98,5.98,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02399,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0591,core.bank_transactions,BNK-0591,MATCHED,189.92,189.92,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02400,RUN-2025-04-05-01,REFUND_VS_PAYMENT,core.payments,PAY-0591,core.refunds,REF-0591,MATCHED,104.1,104.1,0.0,0,0,LEGITIMATE,TOL-REFUND,2025-04-05T00:00:00Z,
rcn-02401,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-592,core.payments,PAY-0592,MATCHED,299.0,299.0,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02402,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0592,core.settlements,SET-0592,MATCHED,292.3,292.3,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02403,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0592,core.gateway_fees,FEE-0592,MATCHED,5.68,5.68,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02404,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0592,core.bank_transactions,BNK-0592,MATCHED,292.3,292.3,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02405,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-593,core.payments,PAY-0593,MATCHED,6078.46,6078.46,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02406,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0593,core.settlements,SET-0593,MATCHED,6049.77,6049.77,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02407,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0593,core.gateway_fees,FEE-0593,MATCHED,24.31,24.31,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02408,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0593,core.bank_transactions,BNK-0593,MATCHED,6049.77,6049.77,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02409,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-594,core.payments,PAY-0594,MATCHED,1352.31,1352.31,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02410,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0594,core.settlements,SET-0594,MATCHED,1320.39,1320.39,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02411,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0594,core.gateway_fees,FEE-0594,MATCHED,27.05,27.05,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02412,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0594,core.bank_transactions,BNK-0594,MATCHED,1320.39,1320.39,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02413,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-595,core.payments,PAY-0595,MATCHED,1989.44,1989.44,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02414,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0595,core.settlements,SET-0595,MATCHED,1942.49,1942.49,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02415,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0595,core.gateway_fees,FEE-0595,MATCHED,39.79,39.79,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02416,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0595,core.bank_transactions,BNK-0595,MATCHED,1942.49,1942.49,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02417,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-596,core.payments,PAY-0596,MATCHED,1112.8,1112.8,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02418,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0596,core.settlements,SET-0596,MATCHED,1086.53,1086.53,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02419,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0596,core.gateway_fees,FEE-0596,MATCHED,22.26,22.26,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02420,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0596,core.bank_transactions,BNK-0596,MATCHED,1086.53,1086.53,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02421,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-597,core.payments,PAY-0597,MATCHED,4312.93,4312.93,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02422,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0597,core.settlements,SET-0597,MATCHED,4193.34,4193.34,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02423,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0597,core.gateway_fees,FEE-0597,MATCHED,101.35,101.35,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02424,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0597,core.bank_transactions,BNK-0597,MATCHED,4193.34,4193.34,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02425,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-598,core.payments,PAY-0598,MATCHED,2504.5,2504.5,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02426,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0598,core.settlements,SET-0598,MATCHED,2445.39,2445.39,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02427,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0598,core.gateway_fees,FEE-0598,MATCHED,50.09,50.09,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02428,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0598,core.bank_transactions,BNK-0598,MATCHED,2445.39,2445.39,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02429,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-599,core.payments,PAY-0599,MATCHED,570.34,570.34,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02430,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0599,core.settlements,SET-0599,MATCHED,556.18,556.18,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02431,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0599,core.gateway_fees,FEE-0599,MATCHED,12.0,12.0,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02432,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0599,core.bank_transactions,BNK-0599,MATCHED,556.18,556.18,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02433,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-600,core.payments,PAY-0600,MATCHED,299.0,299.0,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02434,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0600,core.settlements,SET-0600,MATCHED,291.94,291.94,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02435,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0600,core.gateway_fees,FEE-0600,MATCHED,5.98,5.98,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02436,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0600,core.bank_transactions,BNK-0600,MATCHED,291.94,291.94,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02437,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-601,core.payments,PAY-0601,MATCHED,377.44,377.44,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02438,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0601,core.settlements,SET-0601,MATCHED,366.97,366.97,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02439,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0601,core.gateway_fees,FEE-0601,MATCHED,8.87,8.87,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02440,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0601,core.bank_transactions,BNK-0601,MATCHED,366.97,366.97,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02441,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-602,core.payments,PAY-0602,MATCHED,431.55,431.55,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02442,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0602,core.settlements,SET-0602,MATCHED,421.37,421.37,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02443,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0602,core.gateway_fees,FEE-0602,MATCHED,8.63,8.63,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02444,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0602,core.bank_transactions,BNK-0602,MATCHED,421.37,421.37,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02445,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-603,core.payments,PAY-0603,MATCHED,5894.72,5894.72,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02446,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0603,core.settlements,,UNMATCHED,5755.61,,,0,5755.61,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-02447,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0603,core.gateway_fees,FEE-0603,MATCHED,117.89,117.89,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02448,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-604,core.payments,PAY-0604,MATCHED,474.84,474.84,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02449,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0604,core.settlements,SET-0604,MATCHED,461.67,461.67,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02450,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0604,core.gateway_fees,FEE-0604,MATCHED,11.16,11.16,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02451,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0604,core.bank_transactions,BNK-0604,MATCHED,461.67,461.67,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02452,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-605,core.payments,PAY-0605,MATCHED,1013.99,1013.99,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02453,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0605,core.settlements,SET-0605,MATCHED,1009.2,1009.2,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02454,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0605,core.gateway_fees,FEE-0605,MATCHED,4.06,4.06,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02455,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0605,core.bank_transactions,BNK-0605,MATCHED,1009.2,1009.2,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02456,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-606,core.payments,PAY-0606,MATCHED,580.55,580.55,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02457,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0606,core.settlements,SET-0606,MATCHED,566.85,566.85,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02458,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0606,core.gateway_fees,FEE-0606,MATCHED,11.61,11.61,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02459,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0606,core.bank_transactions,BNK-0606,MATCHED,566.85,566.85,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02460,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-607,core.payments,PAY-0607,MATCHED,1805.91,1805.91,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-02461,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0607,core.settlements,SET-0607,MATCHED,1791.75,1791.75,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-02462,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0607,core.gateway_fees,FEE-0607,MATCHED,12.0,12.0,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-02463,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0607,core.bank_transactions,BNK-0607,MATCHED,1791.75,1791.75,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-02464,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-608,core.payments,PAY-0608,MATCHED,1048.08,1048.08,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
