identity_match_id,entity_type,left_system,left_entity,left_record_id,right_system,right_entity,right_record_id,match_method,confidence,status,conflict_detail,matched_at
idm-01357,ORDER,SHOPIFY,core.orders,ORD-695,RAZORPAY,core.payments,PAY-0695,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01358,INVOICE,SHOPIFY,core.orders,ORD-695,ACCOUNTING,core.invoices,INV-0695,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01359,ORDER,SHOPIFY,core.orders,ORD-696,RAZORPAY,core.payments,PAY-0696,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01360,INVOICE,SHOPIFY,core.orders,ORD-696,ACCOUNTING,core.invoices,INV-0696,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01361,ORDER,SHOPIFY,core.orders,ORD-697,RAZORPAY,core.payments,PAY-0697,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01362,INVOICE,SHOPIFY,core.orders,ORD-697,ACCOUNTING,core.invoices,INV-0697,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01363,ORDER,SHOPIFY,core.orders,ORD-699,RAZORPAY,core.payments,PAY-0699,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01364,INVOICE,SHOPIFY,core.orders,ORD-699,ACCOUNTING,core.invoices,INV-0699,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01365,ORDER,SHOPIFY,core.orders,ORD-700,RAZORPAY,core.payments,PAY-0700,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01366,INVOICE,SHOPIFY,core.orders,ORD-700,ACCOUNTING,core.invoices,INV-0700,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01367,ORDER,SHOPIFY,core.orders,ORD-701,RAZORPAY,core.payments,PAY-0701,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01368,INVOICE,SHOPIFY,core.orders,ORD-701,ACCOUNTING,core.invoices,INV-0701,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01369,ORDER,SHOPIFY,core.orders,ORD-702,RAZORPAY,core.payments,PAY-0702,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01370,INVOICE,SHOPIFY,core.orders,ORD-702,ACCOUNTING,core.invoices,INV-0702,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01371,ORDER,SHOPIFY,core.orders,ORD-703,RAZORPAY,core.payments,PAY-0703,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01372,INVOICE,SHOPIFY,core.orders,ORD-703,ACCOUNTING,core.invoices,INV-0703,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01373,ORDER,SHOPIFY,core.orders,ORD-704,RAZORPAY,core.payments,PAY-0704,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01374,INVOICE,SHOPIFY,core.orders,ORD-704,ACCOUNTING,core.invoices,INV-0704,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01375,ORDER,SHOPIFY,core.orders,ORD-705,RAZORPAY,core.payments,PAY-0705,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01376,INVOICE,SHOPIFY,core.orders,ORD-705,ACCOUNTING,core.invoices,INV-0705,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01377,ORDER,SHOPIFY,core.orders,ORD-706,RAZORPAY,core.payments,PAY-0706,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01378,INVOICE,SHOPIFY,core.orders,ORD-706,ACCOUNTING,core.invoices,INV-0706,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01379,ORDER,SHOPIFY,core.orders,ORD-707,RAZORPAY,core.payments,PAY-0707,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01380,INVOICE,SHOPIFY,core.orders,ORD-707,ACCOUNTING,core.invoices,INV-0707,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01381,ORDER,SHOPIFY,core.orders,ORD-708,RAZORPAY,core.payments,PAY-0708,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01382,INVOICE,SHOPIFY,core.orders,ORD-708,ACCOUNTING,core.invoices,INV-0708,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01383,ORDER,SHOPIFY,core.orders,ORD-709,RAZORPAY,core.payments,PAY-0709,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01384,INVOICE,SHOPIFY,core.orders,ORD-709,ACCOUNTING,core.invoices,INV-0709,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01385,ORDER,SHOPIFY,core.orders,ORD-710,RAZORPAY,core.payments,PAY-0710,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01386,INVOICE,SHOPIFY,core.orders,ORD-710,ACCOUNTING,core.invoices,INV-0710,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01387,ORDER,SHOPIFY,core.orders,ORD-711,RAZORPAY,core.payments,PAY-0711,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01388,INVOICE,SHOPIFY,core.orders,ORD-711,ACCOUNTING,core.invoices,INV-0711,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01389,ORDER,SHOPIFY,core.orders,ORD-712,RAZORPAY,core.payments,PAY-0712,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01390,INVOICE,SHOPIFY,core.orders,ORD-712,ACCOUNTING,core.invoices,INV-0712,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01391,ORDER,SHOPIFY,core.orders,ORD-713,RAZORPAY,core.payments,PAY-0713,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01392,INVOICE,SHOPIFY,core.orders,ORD-713,ACCOUNTING,core.invoices,INV-0713,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01393,ORDER,SHOPIFY,core.orders,ORD-714,RAZORPAY,core.payments,PAY-0714,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01394,INVOICE,SHOPIFY,core.orders,ORD-714,ACCOUNTING,core.invoices,INV-0714,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01395,ORDER,SHOPIFY,core.orders,ORD-715,RAZORPAY,core.payments,PAY-0715,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01396,INVOICE,SHOPIFY,core.orders,ORD-715,ACCOUNTING,core.invoices,INV-0715,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01397,ORDER,SHOPIFY,core.orders,ORD-716,RAZORPAY,core.payments,PAY-0716,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01398,INVOICE,SHOPIFY,core.orders,ORD-716,ACCOUNTING,core.invoices,INV-0716,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01399,ORDER,SHOPIFY,core.orders,ORD-717,RAZORPAY,core.payments,PAY-0717,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01400,INVOICE,SHOPIFY,core.orders,ORD-717,ACCOUNTING,core.invoices,INV-0717,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01401,ORDER,SHOPIFY,core.orders,ORD-718,RAZORPAY,core.payments,PAY-0718,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01402,INVOICE,SHOPIFY,core.orders,ORD-718,ACCOUNTING,core.invoices,INV-0718,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01403,ORDER,SHOPIFY,core.orders,ORD-720,RAZORPAY,core.payments,PAY-0720,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01404,INVOICE,SHOPIFY,core.orders,ORD-720,ACCOUNTING,core.invoices,INV-0720,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01405,ORDER,SHOPIFY,core.orders,ORD-721,RAZORPAY,core.payments,PAY-0721,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01406,INVOICE,SHOPIFY,core.orders,ORD-721,ACCOUNTING,core.invoices,INV-0721,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01407,ORDER,SHOPIFY,core.orders,ORD-722,RAZORPAY,core.payments,PAY-0722,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01408,INVOICE,SHOPIFY,core.orders,ORD-722,ACCOUNTING,core.invoices,INV-0722,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01409,ORDER,SHOPIFY,core.orders,ORD-723,RAZORPAY,core.payments,PAY-0723,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01410,INVOICE,SHOPIFY,core.orders,ORD-723,ACCOUNTING,core.invoices,INV-0723,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01411,ORDER,SHOPIFY,core.orders,ORD-724,RAZORPAY,core.payments,PAY-0724,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01412,INVOICE,SHOPIFY,core.orders,ORD-724,ACCOUNTING,core.invoices,INV-0724,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01413,ORDER,SHOPIFY,core.orders,ORD-725,RAZORPAY,core.payments,PAY-0725,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01414,INVOICE,SHOPIFY,core.orders,ORD-725,ACCOUNTING,core.invoices,INV-0725,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01415,ORDER,SHOPIFY,core.orders,ORD-726,RAZORPAY,core.payments,PAY-0726,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01416,INVOICE,SHOPIFY,core.orders,ORD-726,ACCOUNTING,core.invoices,INV-0726,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01417,ORDER,SHOPIFY,core.orders,ORD-727,RAZORPAY,core.payments,PAY-0727,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01418,INVOICE,SHOPIFY,core.orders,ORD-727,ACCOUNTING,core.invoices,INV-0727,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01419,ORDER,SHOPIFY,core.orders,ORD-728,RAZORPAY,core.payments,PAY-0728,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01420,INVOICE,SHOPIFY,core.orders,ORD-728,ACCOUNTING,core.invoices,INV-0728,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01421,ORDER,SHOPIFY,core.orders,ORD-729,RAZORPAY,core.payments,PAY-0729,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01422,INVOICE,SHOPIFY,core.orders,ORD-729,ACCOUNTING,core.invoices,INV-0729,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01423,ORDER,SHOPIFY,core.orders,ORD-730,RAZORPAY,core.payments,PAY-0730,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01424,INVOICE,SHOPIFY,core.orders,ORD-730,ACCOUNTING,core.invoices,INV-0730,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01425,ORDER,SHOPIFY,core.orders,ORD-732,RAZORPAY,core.payments,PAY-0732,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01426,INVOICE,SHOPIFY,core.orders,ORD-732,ACCOUNTING,core.invoices,INV-0732,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01427,ORDER,SHOPIFY,core.orders,ORD-733,RAZORPAY,core.payments,PAY-0733,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01428,INVOICE,SHOPIFY,core.orders,ORD-733,ACCOUNTING,core.invoices,INV-0733,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01429,ORDER,SHOPIFY,core.orders,ORD-734,RAZORPAY,core.payments,PAY-0734,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01430,INVOICE,SHOPIFY,core.orders,ORD-734,ACCOUNTING,core.invoices,INV-0734,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01431,ORDER,SHOPIFY,core.orders,ORD-735,RAZORPAY,core.payments,PAY-0735,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01432,INVOICE,SHOPIFY,core.orders,ORD-735,ACCOUNTING,core.invoices,INV-0735,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01433,ORDER,SHOPIFY,core.orders,ORD-736,RAZORPAY,core.payments,PAY-0736,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01434,INVOICE,SHOPIFY,core.orders,ORD-736,ACCOUNTING,core.invoices,INV-0736,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01435,ORDER,SHOPIFY,core.orders,ORD-737,RAZORPAY,core.payments,PAY-0737,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01436,INVOICE,SHOPIFY,core.orders,ORD-737,ACCOUNTING,core.invoices,INV-0737,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01437,ORDER,SHOPIFY,core.orders,ORD-738,RAZORPAY,core.payments,PAY-0738,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01438,INVOICE,SHOPIFY,core.orders,ORD-738,ACCOUNTING,core.invoices,INV-0738,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01439,ORDER,SHOPIFY,core.orders,ORD-739,RAZORPAY,core.payments,PAY-0739,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01440,INVOICE,SHOPIFY,core.orders,ORD-739,ACCOUNTING,core.invoices,INV-0739,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01441,ORDER,SHOPIFY,core.orders,ORD-740,RAZORPAY,core.payments,PAY-0740,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01442,INVOICE,SHOPIFY,core.orders,ORD-740,ACCOUNTING,core.invoices,INV-0740,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01443,ORDER,SHOPIFY,core.orders,ORD-741,RAZORPAY,core.payments,PAY-0741,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01444,INVOICE,SHOPIFY,core.orders,ORD-741,ACCOUNTING,core.invoices,INV-0741,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01445,ORDER,SHOPIFY,core.orders,ORD-742,RAZORPAY,core.payments,PAY-0742,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01446,INVOICE,SHOPIFY,core.orders,ORD-742,ACCOUNTING,core.invoices,INV-0742,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01447,ORDER,SHOPIFY,core.orders,ORD-743,RAZORPAY,core.payments,PAY-0743,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01448,INVOICE,SHOPIFY,core.orders,ORD-743,ACCOUNTING,core.invoices,INV-0743,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01449,ORDER,SHOPIFY,core.orders,ORD-744,RAZORPAY,core.payments,PAY-0744,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01450,INVOICE,SHOPIFY,core.orders,ORD-744,ACCOUNTING,core.invoices,INV-0744,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01451,ORDER,SHOPIFY,core.orders,ORD-745,RAZORPAY,core.payments,PAY-0745,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01452,INVOICE,SHOPIFY,core.orders,ORD-745,ACCOUNTING,core.invoices,INV-0745,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01453,ORDER,SHOPIFY,core.orders,ORD-746,RAZORPAY,core.payments,PAY-0746,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01454,INVOICE,SHOPIFY,core.orders,ORD-746,ACCOUNTING,core.invoices,INV-0746,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01455,ORDER,SHOPIFY,core.orders,ORD-747,RAZORPAY,core.payments,PAY-0747,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01456,INVOICE,SHOPIFY,core.orders,ORD-747,ACCOUNTING,core.invoices,INV-0747,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01457,ORDER,SHOPIFY,core.orders,ORD-748,RAZORPAY,core.payments,PAY-0748,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01458,INVOICE,SHOPIFY,core.orders,ORD-748,ACCOUNTING,core.invoices,INV-0748,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01459,ORDER,SHOPIFY,core.orders,ORD-749,RAZORPAY,core.payments,PAY-0749,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01460,INVOICE,SHOPIFY,core.orders,ORD-749,ACCOUNTING,core.invoices,INV-0749,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01461,ORDER,SHOPIFY,core.orders,ORD-750,RAZORPAY,core.payments,PAY-0750,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01462,INVOICE,SHOPIFY,core.orders,ORD-750,ACCOUNTING,core.invoices,INV-0750,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01463,ORDER,SHOPIFY,core.orders,ORD-751,RAZORPAY,core.payments,PAY-0751,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01464,INVOICE,SHOPIFY,core.orders,ORD-751,ACCOUNTING,core.invoices,INV-0751,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01465,ORDER,SHOPIFY,core.orders,ORD-752,RAZORPAY,core.payments,PAY-0752,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01466,INVOICE,SHOPIFY,core.orders,ORD-752,ACCOUNTING,core.invoices,INV-0752,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01467,ORDER,SHOPIFY,core.orders,ORD-753,RAZORPAY,core.payments,PAY-0753,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01468,INVOICE,SHOPIFY,core.orders,ORD-753,ACCOUNTING,core.invoices,INV-0753,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01469,ORDER,SHOPIFY,core.orders,ORD-754,RAZORPAY,core.payments,PAY-0754,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01470,INVOICE,SHOPIFY,core.orders,ORD-754,ACCOUNTING,core.invoices,INV-0754,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01471,ORDER,SHOPIFY,core.orders,ORD-755,RAZORPAY,core.payments,PAY-0755,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01472,INVOICE,SHOPIFY,core.orders,ORD-755,ACCOUNTING,core.invoices,INV-0755,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01473,ORDER,SHOPIFY,core.orders,ORD-756,RAZORPAY,core.payments,PAY-0756,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01474,INVOICE,SHOPIFY,core.orders,ORD-756,ACCOUNTING,core.invoices,INV-0756,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01475,ORDER,SHOPIFY,core.orders,ORD-757,RAZORPAY,core.payments,PAY-0757,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01476,INVOICE,SHOPIFY,core.orders,ORD-757,ACCOUNTING,core.invoices,INV-0757,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01477,ORDER,SHOPIFY,core.orders,ORD-758,RAZORPAY,core.payments,PAY-0758,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01478,INVOICE,SHOPIFY,core.orders,ORD-758,ACCOUNTING,core.invoices,INV-0758,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01479,ORDER,SHOPIFY,core.orders,ORD-759,RAZORPAY,core.payments,PAY-0759,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01480,INVOICE,SHOPIFY,core.orders,ORD-759,ACCOUNTING,core.invoices,INV-0759,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01481,ORDER,SHOPIFY,core.orders,ORD-760,RAZORPAY,core.payments,PAY-0760,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01482,INVOICE,SHOPIFY,core.orders,ORD-760,ACCOUNTING,core.invoices,INV-0760,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01483,ORDER,SHOPIFY,core.orders,ORD-761,RAZORPAY,core.payments,PAY-0761,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01484,INVOICE,SHOPIFY,core.orders,ORD-761,ACCOUNTING,core.invoices,INV-0761,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01485,ORDER,SHOPIFY,core.orders,ORD-762,RAZORPAY,core.payments,PAY-0762,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01486,INVOICE,SHOPIFY,core.orders,ORD-762,ACCOUNTING,core.invoices,INV-0762,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01487,ORDER,SHOPIFY,core.orders,ORD-763,RAZORPAY,core.payments,PAY-0763,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01488,INVOICE,SHOPIFY,core.orders,ORD-763,ACCOUNTING,core.invoices,INV-0763,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01489,ORDER,SHOPIFY,core.orders,ORD-764,RAZORPAY,core.payments,PAY-0764,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01490,INVOICE,SHOPIFY,core.orders,ORD-764,ACCOUNTING,core.invoices,INV-0764,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01491,ORDER,SHOPIFY,core.orders,ORD-765,RAZORPAY,core.payments,PAY-0765,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01492,INVOICE,SHOPIFY,core.orders,ORD-765,ACCOUNTING,core.invoices,INV-0765,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01493,ORDER,SHOPIFY,core.orders,ORD-766,RAZORPAY,core.payments,PAY-0766,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01494,INVOICE,SHOPIFY,core.orders,ORD-766,ACCOUNTING,core.invoices,INV-0766,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01495,ORDER,SHOPIFY,core.orders,ORD-767,RAZORPAY,core.payments,PAY-0767,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01496,INVOICE,SHOPIFY,core.orders,ORD-767,ACCOUNTING,core.invoices,INV-0767,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01497,ORDER,SHOPIFY,core.orders,ORD-768,RAZORPAY,core.payments,PAY-0768,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01498,INVOICE,SHOPIFY,core.orders,ORD-768,ACCOUNTING,core.invoices,INV-0768,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01499,ORDER,SHOPIFY,core.orders,ORD-769,RAZORPAY,core.payments,PAY-0769,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01500,INVOICE,SHOPIFY,core.orders,ORD-769,ACCOUNTING,core.invoices,INV-0769,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01501,ORDER,SHOPIFY,core.orders,ORD-770,RAZORPAY,core.payments,PAY-0770,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01502,INVOICE,SHOPIFY,core.orders,ORD-770,ACCOUNTING,core.invoices,INV-0770,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01503,ORDER,SHOPIFY,core.orders,ORD-771,RAZORPAY,core.payments,PAY-0771,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01504,INVOICE,SHOPIFY,core.orders,ORD-771,ACCOUNTING,core.invoices,INV-0771,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01505,ORDER,SHOPIFY,core.orders,ORD-772,RAZORPAY,core.payments,PAY-0772,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01506,INVOICE,SHOPIFY,core.orders,ORD-772,ACCOUNTING,core.invoices,INV-0772,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01507,ORDER,SHOPIFY,core.orders,ORD-773,RAZORPAY,core.payments,PAY-0773,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01508,INVOICE,SHOPIFY,core.orders,ORD-773,ACCOUNTING,core.invoices,INV-0773,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01509,ORDER,SHOPIFY,core.orders,ORD-774,RAZORPAY,core.payments,PAY-0774,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01510,INVOICE,SHOPIFY,core.orders,ORD-774,ACCOUNTING,core.invoices,INV-0774,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01511,ORDER,SHOPIFY,core.orders,ORD-775,RAZORPAY,core.payments,PAY-0775,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01512,INVOICE,SHOPIFY,core.orders,ORD-775,ACCOUNTING,core.invoices,INV-0775,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01513,ORDER,SHOPIFY,core.orders,ORD-776,RAZORPAY,core.payments,PAY-0776,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01514,INVOICE,SHOPIFY,core.orders,ORD-776,ACCOUNTING,core.invoices,INV-0776,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01515,ORDER,SHOPIFY,core.orders,ORD-777,RAZORPAY,core.payments,PAY-0777,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01516,INVOICE,SHOPIFY,core.orders,ORD-777,ACCOUNTING,core.invoices,INV-0777,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-01517,ORDER,SHOPIFY,core.orders,ORD-778,RAZORPAY,core.payments,PAY-0778,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
