evidence_id,case_id,recon_result_id,evidence_kind,source_system,source_reference,description,payload_sha256,collected_at
EVID-00201,CASE-0059,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00061,FEE_DISCREPANCY detected 1.25 by FR-FEE-EXCESS-001,fdcbb72d51e1e46cf4b28951c6f0850b0a655f8cd42d9b4f745c874c00608802,2025-04-05T00:00:00Z
EVID-00202,CASE-0059,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00203,CASE-0059,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000330axkkkkk,raw gateway payload for payment pay_000330axkkkkk,eec8001557499e57b002c14349fc563d094696159e731f5a16b9d6c2692dd089,2025-04-05T00:00:00Z
EVID-00204,CASE-0059,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00205,CASE-0060,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00062,SETTLEMENT_MISMATCH detected 35.42 by FR-SETTLE-CALC-001,23027d7a40cd3c2fa317674dd8c9520359532cedf44da685a857e9c41c9b38ad,2025-04-05T00:00:00Z
EVID-00206,CASE-0060,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00207,CASE-0060,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000345axkkkkkkkkk,raw gateway payload for payment pay_000345axkkkkkkkkk,ce6e3b5a1d6f35816643e52c144d10b47469a25520a3656e37aeff3b48ddede9,2025-04-05T00:00:00Z
EVID-00208,CASE-0061,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00063,SETTLEMENT_MISMATCH detected 2058.75 by FR-SETTLE-TIMING-001,4ed83135088f456cd84e4c63d37f294fb764a6d4af978ba7d05e36cb3872e77d,2025-04-05T00:00:00Z
EVID-00209,CASE-0061,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00210,CASE-0061,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000346axkkkk,raw gateway payload for payment pay_000346axkkkk,5f2499accfd2813f0df3e3dd81c6712f50b4dff315523f5b5d9c871273e948b9,2025-04-05T00:00:00Z
EVID-00211,CASE-0062,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00064,SETTLEMENT_MISMATCH detected 429.35 by FR-SETTLE-CALC-001,440ccdc4ceb8f601bf6ae6f20811b1bf54c4be230a07e38483310907d0d67cf9,2025-04-05T00:00:00Z
EVID-00212,CASE-0062,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00213,CASE-0062,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000347axkkkkkkkk,raw gateway payload for payment pay_000347axkkkkkkkk,b9709c90fd0283f8a174143a702dc7fbd1bea03305d21f9e0831b4c993c4c68a,2025-04-05T00:00:00Z
EVID-00214,CASE-0063,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00065,FEE_DISCREPANCY detected 137.7 by FR-FEE-EXCESS-001,aaa25d0753dd1155dc3adcdcf03a35bd151b052deea25e8881eedb247236d30b,2025-04-05T00:00:00Z
EVID-00215,CASE-0063,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00216,CASE-0063,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000381axkkkkkkkkk,raw gateway payload for payment pay_000381axkkkkkkkkk,20439b1cdd02a7c60de176079f5c684dc4802579a99780c333955c75153e8366,2025-04-05T00:00:00Z
EVID-00217,CASE-0063,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00218,CASE-0064,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00066,REFUND_ECONOMICS detected 6.08 by FR-REFUND-ECON-001,9c5eb5e708ba41e30addf0a67775ee621e9ec68324d3cb1c507426b9d8695dfe,2025-04-05T00:00:00Z
EVID-00219,CASE-0064,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00220,CASE-0064,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000388axkkkkkkkkk,raw gateway payload for payment pay_000388axkkkkkkkkk,5395c70ed63209adbec59f12813af70c5f44ce51b1f127b82361f046f29792b6,2025-04-05T00:00:00Z
EVID-00221,CASE-0065,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00067,FEE_DISCREPANCY detected 6.25 by FR-FEE-EXCESS-001,7d8c81bc04d16866ce5f4caf5f9540adbe631b48fb8d69775d933a39f57c4941,2025-04-05T00:00:00Z
EVID-00222,CASE-0065,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00223,CASE-0065,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000391axkkkkkk,raw gateway payload for payment pay_000391axkkkkkk,1ff6cea942694c64e1e0f0a89eef452a232d35d9f6a6975cae43169309f91f2e,2025-04-05T00:00:00Z
EVID-00224,CASE-0065,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00225,CASE-0066,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00068,SETTLEMENT_MISMATCH detected 13.19 by FR-SETTLE-CALC-001,51dbd3e1fc502f11f5fff38ebf5cb36bd851f9af2759d1cd42112ba79a2aadd2,2025-04-05T00:00:00Z
EVID-00226,CASE-0066,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00227,CASE-0066,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000403axkkkkk,raw gateway payload for payment pay_000403axkkkkk,71081df98c3de2eac97128b7bf8525a0a77d7a8104ecf1fad1e3ce47ff37d3fc,2025-04-05T00:00:00Z
EVID-00228,CASE-0067,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00069,FEE_DISCREPANCY detected 14.16 by FR-FEE-EXCESS-001,04f2ed51c8a4e6bf86e6e249fcc7ac018d40d485009044e23a2bb0a4f5849f18,2025-04-05T00:00:00Z
EVID-00229,CASE-0067,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00230,CASE-0067,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000404axkkkk,raw gateway payload for payment pay_000404axkkkk,f456773588cb6fad4364ed2757341c7c8ec63d334385db2fb081130885177bc5,2025-04-05T00:00:00Z
EVID-00231,CASE-0067,,RATE_CARD,CFG,cfg.rate_cards:RC-NB-2025,applicable rate card RC-NB-2025,319c1843b37a6e78aa4b7e94785936a68fae6f51cbe7c340bdab41d62ea56c00,2025-04-05T00:00:00Z
EVID-00232,CASE-0068,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00070,REFUND_ECONOMICS detected 8.41 by FR-REFUND-ECON-001,4d0120a38dc880194396530edbefcbccfb7a71d3cec32eadc87fe395eadfc65e,2025-04-05T00:00:00Z
EVID-00233,CASE-0068,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00234,CASE-0068,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000405axkkkkkk,raw gateway payload for payment pay_000405axkkkkkk,b8b69d82339635fb931d1093d40334c79d92801f42d87984759f4964e47ef43b,2025-04-05T00:00:00Z
EVID-00235,CASE-0069,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00071,SETTLEMENT_MISMATCH detected 22.2 by FR-SETTLE-CALC-001,617f568728183c5c4bb2a2518c338c159d5f51c1a5d080e1727e697c9d91890e,2025-04-05T00:00:00Z
EVID-00236,CASE-0069,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00237,CASE-0069,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000428axkkkkkkk,raw gateway payload for payment pay_000428axkkkkkkk,ace4267521f14e919221fe0d0f330dad08bff0cb71c94c7e920881dc4b5164ab,2025-04-05T00:00:00Z
EVID-00238,CASE-0070,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00072,FEE_DISCREPANCY detected 5.38 by FR-FEE-EXCESS-001,75fb3b2cba0a668e963d4143fd321a489ecdfcf5e7a6c202a54fc06f7d63c352,2025-04-05T00:00:00Z
EVID-00239,CASE-0070,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00240,CASE-0070,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000435axkkkkk,raw gateway payload for payment pay_000435axkkkkk,b83508baace4939e6f9cddd2302dbe3c86f8100637f9d59bb7ecf94a58c6fe08,2025-04-05T00:00:00Z
EVID-00241,CASE-0070,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00242,CASE-0071,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00073,FEE_DISCREPANCY detected 5.12 by FR-FEE-EXCESS-001,aebafcb04be7c645b3e33c17b6d0c0c2b9ee83f270c92c385c720981f9e22de9,2025-04-05T00:00:00Z
EVID-00243,CASE-0071,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00244,CASE-0071,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000437axkkkkk,raw gateway payload for payment pay_000437axkkkkk,76180a2feaa14f90d606fbcc736aa2b8926a7bfcfb90018a3ad11247a46a4de9,2025-04-05T00:00:00Z
EVID-00245,CASE-0071,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00246,CASE-0072,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00074,FEE_DISCREPANCY detected 3.18 by FR-FEE-EXCESS-001,1f2f707607f4eacea00bdb16ee1e5b6dd3d34105b3377923ed158f2f43cbf813,2025-04-05T00:00:00Z
EVID-00247,CASE-0072,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00248,CASE-0072,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000438axkkkkkkkk,raw gateway payload for payment pay_000438axkkkkkkkk,c7cdf3e3cd72dc2f97046701cd3cbec86fc17b5a0d2013961118a186214c902e,2025-04-05T00:00:00Z
EVID-00249,CASE-0072,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00250,CASE-0073,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00075,SETTLEMENT_MISMATCH detected 46.0 by FR-SETTLE-CALC-001,095538d53871810a9c6c77ea0c067b148e3c1b6ab3f9b1570643e73de8a644f5,2025-04-05T00:00:00Z
EVID-00251,CASE-0073,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00252,CASE-0073,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000458axkkkkkkkk,raw gateway payload for payment pay_000458axkkkkkkkk,5d0d7ef58a109ab6775f8b451e09fa28be4f0b5c2ac3e2cbbe58bd0493c4f24e,2025-04-05T00:00:00Z
EVID-00253,CASE-0074,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00076,FEE_DISCREPANCY detected 5.52 by FR-FEE-EXCESS-001,d9ec6f033c045814d29dfd2530c1adb3217b994339d8cb6c08e0dc9cad0230ca,2025-04-05T00:00:00Z
EVID-00254,CASE-0074,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00255,CASE-0074,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000460axkkkkkkkkkk,raw gateway payload for payment pay_000460axkkkkkkkkkk,dda7440d0f95e67b58eab5b9ab0cae757b7517b5cd761850b163a5b644122237,2025-04-05T00:00:00Z
EVID-00256,CASE-0074,,RATE_CARD,CFG,cfg.rate_cards:RC-NB-2025,applicable rate card RC-NB-2025,319c1843b37a6e78aa4b7e94785936a68fae6f51cbe7c340bdab41d62ea56c00,2025-04-05T00:00:00Z
EVID-00257,CASE-0075,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00077,SETTLEMENT_MISMATCH detected 291.94 by FR-SETTLE-TIMING-001,9d024405d43efcaa345af6fec57113f14329bb422cc28350aef3b88b9d6f6fdb,2025-04-05T00:00:00Z
EVID-00258,CASE-0075,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00259,CASE-0075,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000461axkkkkkkkkkk,raw gateway payload for payment pay_000461axkkkkkkkkkk,3d46b3fe94097af3337df8629208b1483d865c2ce28a0379f047f13cc31a7959,2025-04-05T00:00:00Z
EVID-00260,CASE-0076,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00078,REFUND_ECONOMICS detected 16.81 by FR-REFUND-ECON-001,bdb9bbe36abc4117bcf17112104325cc2c22fab427d78676609bf1c3beb7d68a,2025-04-05T00:00:00Z
EVID-00261,CASE-0076,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00262,CASE-0076,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000465axkkkkk,raw gateway payload for payment pay_000465axkkkkk,e14482a0d94733504252322dc9d72b59b6b43c08d3a38d6eccaf5fb974a33b25,2025-04-05T00:00:00Z
EVID-00263,CASE-0077,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00079,FEE_DISCREPANCY detected 20.18 by FR-FEE-EXCESS-001,2c60d41e260954a1c4ee163dd51aca225f1e7a79e9f6396a3eb4e5a5a8f5aa6b,2025-04-05T00:00:00Z
EVID-00264,CASE-0077,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00265,CASE-0077,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000468axkkkk,raw gateway payload for payment pay_000468axkkkk,50235da058326b1babebb6ebb32229bd733d1ac01253975a1504ba926ab5adf4,2025-04-05T00:00:00Z
EVID-00266,CASE-0077,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00267,CASE-0078,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00080,SETTLEMENT_MISMATCH detected 18.18 by FR-SETTLE-CALC-001,fb1ef6b074d9bd3a14cfaa5d4317b06a8051bbad3949c3cb6dae02c34c0c7984,2025-04-05T00:00:00Z
EVID-00268,CASE-0078,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00269,CASE-0078,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000469axkkkkkkk,raw gateway payload for payment pay_000469axkkkkkkk,32c540333d2ea64feabcef2b4af7a9179a0eef1b81fe22295d2d57757c33c0d2,2025-04-05T00:00:00Z
EVID-00270,CASE-0079,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00081,FEE_DISCREPANCY detected 12.17 by FR-FEE-EXCESS-001,653dc6f8c09d9d45229c2c91c353cad6d52835a89d1ae7b9ebd722cfdc608f0f,2025-04-05T00:00:00Z
EVID-00271,CASE-0079,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00272,CASE-0079,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000471axkkkkkkkkkk,raw gateway payload for payment pay_000471axkkkkkkkkkk,90737fd5f7ce361db1c0c5d290629be37107868dc7debc1b66e8cc32fd4c75da,2025-04-05T00:00:00Z
EVID-00273,CASE-0079,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00274,CASE-0080,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00082,FEE_DISCREPANCY detected 37.93 by FR-FEE-EXCESS-001,f69e728c5c19b0407e0da142f9c4ea445c3cb4528cdff660e8449f7f1fc9c455,2025-04-05T00:00:00Z
EVID-00275,CASE-0080,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00276,CASE-0080,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000476axkkkkkkkk,raw gateway payload for payment pay_000476axkkkkkkkk,4f58f32393ce4994b014a3f3cb251ed9bcd3a9c03782305abdba21c73f24556a,2025-04-05T00:00:00Z
EVID-00277,CASE-0080,,RATE_CARD,CFG,cfg.rate_cards:RC-WALLET-2025,applicable rate card RC-WALLET-2025,db454a85728a7a4f21a9eca649bc6e418822fb35991d5e73c2f723f512f5ce83,2025-04-05T00:00:00Z
EVID-00278,CASE-0081,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00083,SETTLEMENT_MISMATCH detected 1183.71 by FR-SETTLE-TIMING-001,22c5839a3c2e25fb6a037a75d0839e7a0f8c3edee8e14b35a0c21041e3fa1058,2025-04-05T00:00:00Z
EVID-00279,CASE-0081,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00280,CASE-0081,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000490axkkkkkkk,raw gateway payload for payment pay_000490axkkkkkkk,14b6daf0d5401aec3ac96f90b36adc91ed5a1c400a8198ee4f3de0a3a8af806e,2025-04-05T00:00:00Z
EVID-00281,CASE-0082,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00084,SETTLEMENT_MISMATCH detected 19.35 by FR-SETTLE-CALC-001,67dd60f972af5a46a2f58f43f54d39a05f9f9aaabc9d1eb55901d1bd564b4baf,2025-04-05T00:00:00Z
EVID-00282,CASE-0082,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00283,CASE-0082,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000493axkkkk,raw gateway payload for payment pay_000493axkkkk,59d0de4f408aef7ca34cb6f6fc9a621e2794801152d183749224fd95f99dd8b7,2025-04-05T00:00:00Z
EVID-00284,CASE-0083,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00085,SETTLEMENT_MISMATCH detected 751.74 by FR-SETTLE-TIMING-001,9d94b9e62cf37ccadd9a916b2a704137f8a030b968f18e8608768c45902c9727,2025-04-05T00:00:00Z
EVID-00285,CASE-0083,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00286,CASE-0083,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000498axkkkkkkkk,raw gateway payload for payment pay_000498axkkkkkkkk,c7d41302bfa584c26846d1d547f9dd2ecb45ff8ed795dbc146bc9001bc3fae0f,2025-04-05T00:00:00Z
EVID-00287,CASE-0084,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00086,REFUND_ECONOMICS detected 20.47 by FR-REFUND-ECON-001,45e10a94dec0da892ccb4201e7ca5ed887d871b95314720d8768fd27114c15fa,2025-04-05T00:00:00Z
EVID-00288,CASE-0084,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00289,CASE-0084,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000550axkkkkk,raw gateway payload for payment pay_000550axkkkkk,6fcbd570a6def2256733763f7406cc5fab7910fd6b58f1d841df7c4103b1bcb4,2025-04-05T00:00:00Z
EVID-00290,CASE-0085,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00087,FEE_DISCREPANCY detected 6.05 by FR-FEE-EXCESS-001,2a3a2d64059a308b488be38c464047f5aee439f3053e8efe6d400f05da5226c7,2025-04-05T00:00:00Z
EVID-00291,CASE-0085,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00292,CASE-0085,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000563axkkkkkkkkkk,raw gateway payload for payment pay_000563axkkkkkkkkkk,2bb78fb117ec622b84d7336d4d20941944a46d37dc870d9305d70e64ec798723,2025-04-05T00:00:00Z
EVID-00293,CASE-0085,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00294,CASE-0086,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00088,SETTLEMENT_MISMATCH detected 788.94 by FR-SETTLE-TIMING-001,04ee56f38c5a3fde664f9e870aade58304d454440ab9fac74c346940066dfc9e,2025-04-05T00:00:00Z
EVID-00295,CASE-0086,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00296,CASE-0086,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000568axkkkkkkkkkk,raw gateway payload for payment pay_000568axkkkkkkkkkk,9e399551a4010c5359619f78a9ffaa01c7f905a0f8198d91b5dd6ae5638e7562,2025-04-05T00:00:00Z
EVID-00297,CASE-0087,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00089,SETTLEMENT_MISMATCH detected 291.94 by FR-SETTLE-TIMING-001,6b2e13077d6a22fac604f3b687a34b8ae9684ce850f81a1e118975d03b03a420,2025-04-05T00:00:00Z
EVID-00298,CASE-0087,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00299,CASE-0087,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000579axkkkkkkkkkk,raw gateway payload for payment pay_000579axkkkkkkkkkk,7c3334d97fe4990807f309de31b506a4314f98c33952e3e6af07e2c061c73feb,2025-04-05T00:00:00Z
EVID-00300,CASE-0088,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00090,SETTLEMENT_MISMATCH detected 607.89 by FR-SETTLE-CALC-001,56f607060491b3ecc8256edddf9ad16d29a69b55168b42a0760807426dca6d15,2025-04-05T00:00:00Z
