action_id,case_id,tool_id,action_type,actor,status,risk_level,input_payload,result_payload,external_ref,idempotency_key,approval_id,amount,executed_at
ACT-0088,CASE-0063,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0063"", ""evidence_ids"": [""EVID-00214"", ""EVID-00215"", ""EVID-00216"", ""EVID-00217""]}","{""draft"": {""draft_id"": ""DRF-CASE-0063"", ""case_id"": ""CASE-0063"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-381 \u2014 \u20b9137.7"", ""body"": ""Order ORD-381 (payment PAY-0381) was settled \u20b99520.97 against a contractual expectation of \u20b915949.08 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9137.7. Evidence attached: EVID-00214, EVID-00215, EVID-00216, EVID-00217"", ""amount"": ""137.7""}, ""draft_id"": ""DRF-CASE-0063""}",DRF-CASE-0063,CASE-0063:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0089,CASE-0021,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0021"", ""evidence_ids"": [""EVID-00070"", ""EVID-00071"", ""EVID-00072""]}","{""draft"": {""draft_id"": ""DRF-CASE-0021"", ""case_id"": ""CASE-0021"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-80 \u2014 \u20b9136.39"", ""body"": ""Order ORD-80 (payment PAY-0080) was settled \u20b91906.44 against a contractual expectation of \u20b92042.83 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9136.39. Evidence attached: EVID-00070, EVID-00071, EVID-00072"", ""amount"": ""136.39""}, ""draft_id"": ""DRF-CASE-0021""}",DRF-CASE-0021,CASE-0021:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0090,CASE-0021,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0021"", ""evidence_ids"": [""EVID-00070"", ""EVID-00071"", ""EVID-00072""]}","{""dispute_id"": ""DIS-CASE-0021"", ""status"": ""SUBMITTED""}",DIS-CASE-0021,CASE-0021:CREATE_DISPUTE,APR-0044,,2025-04-05T00:00:00Z
ACT-0091,CASE-0024,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0024"", ""evidence_ids"": [""EVID-00081"", ""EVID-00082"", ""EVID-00083"", ""EVID-00084"", ""EVID-00085""]}","{""draft"": {""draft_id"": ""DRF-CASE-0024"", ""case_id"": ""CASE-0024"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-101 \u2014 \u20b9131.65"", ""body"": ""Order ORD-101 (payment PAY-0101) was settled \u20b92013.77 against a contractual expectation of \u20b92145.42 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9131.65. Evidence attached: EVID-00081, EVID-00082, EVID-00083, EVID-00084, EVID-00085"", ""amount"": ""131.65""}, ""draft_id"": ""DRF-CASE-0024""}",DRF-CASE-0024,CASE-0024:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0092,CASE-0024,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0024"", ""evidence_ids"": [""EVID-00081"", ""EVID-00082"", ""EVID-00083"", ""EVID-00084"", ""EVID-00085""]}","{""dispute_id"": ""DIS-CASE-0024"", ""status"": ""SUBMITTED""}",DIS-CASE-0024,CASE-0024:CREATE_DISPUTE,APR-0045,,2025-04-05T00:00:00Z
ACT-0093,CASE-0044,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0044"", ""evidence_ids"": [""EVID-00150"", ""EVID-00151"", ""EVID-00152""]}","{""draft"": {""draft_id"": ""DRF-CASE-0044"", ""case_id"": ""CASE-0044"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-209 \u2014 \u20b9129.59"", ""body"": ""Order ORD-209 (payment PAY-0209) was settled \u20b96419.57 against a contractual expectation of \u20b96549.16 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9129.59. Evidence attached: EVID-00150, EVID-00151, EVID-00152"", ""amount"": ""129.59""}, ""draft_id"": ""DRF-CASE-0044""}",DRF-CASE-0044,CASE-0044:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0094,CASE-0044,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0044"", ""evidence_ids"": [""EVID-00150"", ""EVID-00151"", ""EVID-00152""]}","{""dispute_id"": ""DIS-CASE-0044"", ""status"": ""SUBMITTED""}",DIS-CASE-0044,CASE-0044:CREATE_DISPUTE,APR-0046,,2025-04-05T00:00:00Z
ACT-0095,CASE-0039,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0039"", ""evidence_ids"": [""EVID-00134"", ""EVID-00135"", ""EVID-00136""]}","{""draft"": {""draft_id"": ""DRF-CASE-0039"", ""case_id"": ""CASE-0039"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-179 \u2014 \u20b9119.5"", ""body"": ""Order ORD-179 (payment PAY-0179) was settled \u20b92011.23 against a contractual expectation of \u20b92130.73 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9119.5. Evidence attached: EVID-00134, EVID-00135, EVID-00136"", ""amount"": ""119.5""}, ""draft_id"": ""DRF-CASE-0039""}",DRF-CASE-0039,CASE-0039:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0096,CASE-0039,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0039"", ""evidence_ids"": [""EVID-00134"", ""EVID-00135"", ""EVID-00136""]}","{""dispute_id"": ""DIS-CASE-0039"", ""status"": ""SUBMITTED""}",DIS-CASE-0039,CASE-0039:CREATE_DISPUTE,APR-0047,,2025-04-05T00:00:00Z
ACT-0097,CASE-0020,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0020"", ""evidence_ids"": [""EVID-00067"", ""EVID-00068"", ""EVID-00069""]}","{""draft"": {""draft_id"": ""DRF-CASE-0020"", ""case_id"": ""CASE-0020"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-77 \u2014 \u20b9114.35"", ""body"": ""Order ORD-77 (payment PAY-0077) was settled \u20b92969.53 against a contractual expectation of \u20b95230.38 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9114.35. Evidence attached: EVID-00067, EVID-00068, EVID-00069"", ""amount"": ""114.35""}, ""draft_id"": ""DRF-CASE-0020""}",DRF-CASE-0020,CASE-0020:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0098,CASE-0020,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0020"", ""evidence_ids"": [""EVID-00067"", ""EVID-00068"", ""EVID-00069""]}","{""dispute_id"": ""DIS-CASE-0020"", ""status"": ""SUBMITTED""}",DIS-CASE-0020,CASE-0020:CREATE_DISPUTE,APR-0048,,2025-04-05T00:00:00Z
ACT-0099,CASE-0048,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0048"", ""evidence_ids"": [""EVID-00163"", ""EVID-00164"", ""EVID-00165""]}","{""draft"": {""draft_id"": ""DRF-CASE-0048"", ""case_id"": ""CASE-0048"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-268 \u2014 \u20b9106.19"", ""body"": ""Order ORD-268 (payment PAY-0268) was settled \u20b92806.79 against a contractual expectation of \u20b92912.98 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9106.19. Evidence attached: EVID-00163, EVID-00164, EVID-00165"", ""amount"": ""106.19""}, ""draft_id"": ""DRF-CASE-0048""}",DRF-CASE-0048,CASE-0048:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0100,CASE-0048,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0048"", ""evidence_ids"": [""EVID-00163"", ""EVID-00164"", ""EVID-00165""]}","{""dispute_id"": ""DIS-CASE-0048"", ""status"": ""SUBMITTED""}",DIS-CASE-0048,CASE-0048:CREATE_DISPUTE,APR-0049,,2025-04-05T00:00:00Z
ACT-0101,CASE-0112,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0112"", ""evidence_ids"": [""EVID-00381"", ""EVID-00382"", ""EVID-00383"", ""EVID-00384"", ""EVID-00385""]}","{""draft"": {""draft_id"": ""DRF-CASE-0112"", ""case_id"": ""CASE-0112"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-741 \u2014 \u20b9105.67"", ""body"": ""Order ORD-741 (payment PAY-0741) was settled \u20b91172.12 against a contractual expectation of \u20b91277.79 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9105.67. Evidence attached: EVID-00381, EVID-00382, EVID-00383, EVID-00384, EVID-00385"", ""amount"": ""105.67""}, ""draft_id"": ""DRF-CASE-0112""}",DRF-CASE-0112,CASE-0112:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0102,CASE-0112,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0112"", ""evidence_ids"": [""EVID-00381"", ""EVID-00382"", ""EVID-00383"", ""EVID-00384"", ""EVID-00385""]}","{""dispute_id"": ""DIS-CASE-0112"", ""status"": ""SUBMITTED""}",DIS-CASE-0112,CASE-0112:CREATE_DISPUTE,APR-0050,,2025-04-05T00:00:00Z
ACT-0103,CASE-0027,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0027"", ""evidence_ids"": [""EVID-00093"", ""EVID-00094"", ""EVID-00095""]}","{""draft"": {""draft_id"": ""DRF-CASE-0027"", ""case_id"": ""CASE-0027"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-129 \u2014 \u20b9101.73"", ""body"": ""Order ORD-129 (payment PAY-0129) was settled \u20b91392.38 against a contractual expectation of \u20b91494.11 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b9101.73. Evidence attached: EVID-00093, EVID-00094, EVID-00095"", ""amount"": ""101.73""}, ""draft_id"": ""DRF-CASE-0027""}",DRF-CASE-0027,CASE-0027:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0104,CASE-0027,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0027"", ""evidence_ids"": [""EVID-00093"", ""EVID-00094"", ""EVID-00095""]}","{""dispute_id"": ""DIS-CASE-0027"", ""status"": ""SUBMITTED""}",DIS-CASE-0027,CASE-0027:CREATE_DISPUTE,APR-0051,,2025-04-05T00:00:00Z
ACT-0105,CASE-0114,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0114"", ""evidence_ids"": [""EVID-00389"", ""EVID-00390"", ""EVID-00391"", ""EVID-00392""]}","{""draft"": {""draft_id"": ""DRF-CASE-0114"", ""case_id"": ""CASE-0114"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-758 \u2014 \u20b996.07"", ""body"": ""Order ORD-758 (payment PAY-0758) was settled \u20b97011.95 against a contractual expectation of \u20b97093.36 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b996.07. Evidence attached: EVID-00389, EVID-00390, EVID-00391, EVID-00392"", ""amount"": ""96.07""}, ""draft_id"": ""DRF-CASE-0114""}",DRF-CASE-0114,CASE-0114:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0106,CASE-0141,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0141"", ""evidence_ids"": [""EVID-00484"", ""EVID-00485"", ""EVID-00486""]}","{""draft"": {""draft_id"": ""DRF-CASE-0141"", ""case_id"": ""CASE-0141"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-932 \u2014 \u20b988.94"", ""body"": ""Order ORD-932 (payment PAY-0932) was settled \u20b91149.61 against a contractual expectation of \u20b91238.55 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b988.94. Evidence attached: EVID-00484, EVID-00485, EVID-00486"", ""amount"": ""88.94""}, ""draft_id"": ""DRF-CASE-0141""}",DRF-CASE-0141,CASE-0141:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0107,CASE-0141,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0141"", ""evidence_ids"": [""EVID-00484"", ""EVID-00485"", ""EVID-00486""]}","{""dispute_id"": ""DIS-CASE-0141"", ""status"": ""SUBMITTED""}",DIS-CASE-0141,CASE-0141:CREATE_DISPUTE,APR-0052,,2025-04-05T00:00:00Z
ACT-0108,CASE-0139,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0139"", ""evidence_ids"": [""EVID-00476"", ""EVID-00477"", ""EVID-00478"", ""EVID-00479"", ""EVID-00480""]}","{""draft"": {""draft_id"": ""DRF-CASE-0139"", ""case_id"": ""CASE-0139"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-924 \u2014 \u20b972.48"", ""body"": ""Order ORD-924 (payment PAY-0924) was settled \u20b92786.92 against a contractual expectation of \u20b92859.4 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b972.48. Evidence attached: EVID-00476, EVID-00477, EVID-00478, EVID-00479, EVID-00480"", ""amount"": ""72.48""}, ""draft_id"": ""DRF-CASE-0139""}",DRF-CASE-0139,CASE-0139:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0109,CASE-0139,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0139"", ""evidence_ids"": [""EVID-00476"", ""EVID-00477"", ""EVID-00478"", ""EVID-00479"", ""EVID-00480""]}","{""dispute_id"": ""DIS-CASE-0139"", ""status"": ""SUBMITTED""}",DIS-CASE-0139,CASE-0139:CREATE_DISPUTE,APR-0053,,2025-04-05T00:00:00Z
ACT-0110,CASE-0149,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0149"", ""evidence_ids"": [""EVID-00510"", ""EVID-00511"", ""EVID-00512"", ""EVID-00513"", ""EVID-00514""]}","{""draft"": {""draft_id"": ""DRF-CASE-0149"", ""case_id"": ""CASE-0149"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-990 \u2014 \u20b971.33"", ""body"": ""Order ORD-990 (payment PAY-0990) was settled \u20b91337.2 against a contractual expectation of \u20b91408.53 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b971.33. Evidence attached: EVID-00510, EVID-00511, EVID-00512, EVID-00513, EVID-00514"", ""amount"": ""71.33""}, ""draft_id"": ""DRF-CASE-0149""}",DRF-CASE-0149,CASE-0149:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0111,CASE-0149,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0149"", ""evidence_ids"": [""EVID-00510"", ""EVID-00511"", ""EVID-00512"", ""EVID-00513"", ""EVID-00514""]}","{""dispute_id"": ""DIS-CASE-0149"", ""status"": ""SUBMITTED""}",DIS-CASE-0149,CASE-0149:CREATE_DISPUTE,APR-0054,,2025-04-05T00:00:00Z
ACT-0112,CASE-0123,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0123"", ""evidence_ids"": [""EVID-00421"", ""EVID-00422"", ""EVID-00423"", ""EVID-00424"", ""EVID-00425""]}","{""draft"": {""draft_id"": ""DRF-CASE-0123"", ""case_id"": ""CASE-0123"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-815 \u2014 \u20b967.44"", ""body"": ""Order ORD-815 (payment PAY-0815) was settled \u20b9933.74 against a contractual expectation of \u20b91001.18 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b967.44. Evidence attached: EVID-00421, EVID-00422, EVID-00423, EVID-00424, EVID-00425"", ""amount"": ""67.44""}, ""draft_id"": ""DRF-CASE-0123""}",DRF-CASE-0123,CASE-0123:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0113,CASE-0123,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0123"", ""evidence_ids"": [""EVID-00421"", ""EVID-00422"", ""EVID-00423"", ""EVID-00424"", ""EVID-00425""]}","{""dispute_id"": ""DIS-CASE-0123"", ""status"": ""SUBMITTED""}",DIS-CASE-0123,CASE-0123:CREATE_DISPUTE,APR-0055,,2025-04-05T00:00:00Z
ACT-0114,CASE-0132,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0132"", ""evidence_ids"": [""EVID-00452"", ""EVID-00453"", ""EVID-00454""]}","{""draft"": {""draft_id"": ""DRF-CASE-0132"", ""case_id"": ""CASE-0132"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-857 \u2014 \u20b966.74"", ""body"": ""Order ORD-857 (payment PAY-0857) was settled \u20b9982.48 against a contractual expectation of \u20b91049.22 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b966.74. Evidence attached: EVID-00452, EVID-00453, EVID-00454"", ""amount"": ""66.74""}, ""draft_id"": ""DRF-CASE-0132""}",DRF-CASE-0132,CASE-0132:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0115,CASE-0132,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0132"", ""evidence_ids"": [""EVID-00452"", ""EVID-00453"", ""EVID-00454""]}","{""dispute_id"": ""DIS-CASE-0132"", ""status"": ""SUBMITTED""}",DIS-CASE-0132,CASE-0132:CREATE_DISPUTE,APR-0056,,2025-04-05T00:00:00Z
ACT-0116,CASE-0129,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0129"", ""evidence_ids"": [""EVID-00442"", ""EVID-00443"", ""EVID-00444""]}","{""draft"": {""draft_id"": ""DRF-CASE-0129"", ""case_id"": ""CASE-0129"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-840 \u2014 \u20b966.48"", ""body"": ""Order ORD-840 (payment PAY-0840) was settled \u20b9786.73 against a contractual expectation of \u20b9853.21 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b966.48. Evidence attached: EVID-00442, EVID-00443, EVID-00444"", ""amount"": ""66.48""}, ""draft_id"": ""DRF-CASE-0129""}",DRF-CASE-0129,CASE-0129:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0117,CASE-0129,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0129"", ""evidence_ids"": [""EVID-00442"", ""EVID-00443"", ""EVID-00444""]}","{""dispute_id"": ""DIS-CASE-0129"", ""status"": ""SUBMITTED""}",DIS-CASE-0129,CASE-0129:CREATE_DISPUTE,APR-0057,,2025-04-05T00:00:00Z
ACT-0118,CASE-0128,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0128"", ""evidence_ids"": [""EVID-00439"", ""EVID-00440"", ""EVID-00441""]}","{""draft"": {""draft_id"": ""DRF-CASE-0128"", ""case_id"": ""CASE-0128"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-837 \u2014 \u20b965.58"", ""body"": ""Order ORD-837 (payment PAY-0837) was settled \u20b9784.03 against a contractual expectation of \u20b9849.61 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b965.58. Evidence attached: EVID-00439, EVID-00440, EVID-00441"", ""amount"": ""65.58""}, ""draft_id"": ""DRF-CASE-0128""}",DRF-CASE-0128,CASE-0128:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0119,CASE-0128,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0128"", ""evidence_ids"": [""EVID-00439"", ""EVID-00440"", ""EVID-00441""]}","{""dispute_id"": ""DIS-CASE-0128"", ""status"": ""SUBMITTED""}",DIS-CASE-0128,CASE-0128:CREATE_DISPUTE,APR-0058,,2025-04-05T00:00:00Z
ACT-0120,CASE-0119,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0119"", ""evidence_ids"": [""EVID-00408"", ""EVID-00409"", ""EVID-00410""]}","{""draft"": {""draft_id"": ""DRF-CASE-0119"", ""case_id"": ""CASE-0119"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-789 \u2014 \u20b963.71"", ""body"": ""Order ORD-789 (payment PAY-0789) was settled \u20b93969.23 against a contractual expectation of \u20b97154.8 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b963.71. Evidence attached: EVID-00408, EVID-00409, EVID-00410"", ""amount"": ""63.71""}, ""draft_id"": ""DRF-CASE-0119""}",DRF-CASE-0119,CASE-0119:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0121,CASE-0119,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0119"", ""evidence_ids"": [""EVID-00408"", ""EVID-00409"", ""EVID-00410""]}","{""dispute_id"": ""DIS-CASE-0119"", ""status"": ""SUBMITTED""}",DIS-CASE-0119,CASE-0119:CREATE_DISPUTE,APR-0059,,2025-04-05T00:00:00Z
ACT-0122,CASE-0017,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0017"", ""evidence_ids"": [""EVID-00057"", ""EVID-00058"", ""EVID-00059""]}","{""draft"": {""draft_id"": ""DRF-CASE-0017"", ""case_id"": ""CASE-0017"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-71 \u2014 \u20b958.05"", ""body"": ""Order ORD-71 (payment PAY-0071) was settled \u20b91159.98 against a contractual expectation of \u20b91218.03 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b958.05. Evidence attached: EVID-00057, EVID-00058, EVID-00059"", ""amount"": ""58.05""}, ""draft_id"": ""DRF-CASE-0017""}",DRF-CASE-0017,CASE-0017:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0123,CASE-0017,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0017"", ""evidence_ids"": [""EVID-00057"", ""EVID-00058"", ""EVID-00059""]}","{""dispute_id"": ""DIS-CASE-0017"", ""status"": ""SUBMITTED""}",DIS-CASE-0017,CASE-0017:CREATE_DISPUTE,APR-0060,,2025-04-05T00:00:00Z
ACT-0124,CASE-0089,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0089"", ""evidence_ids"": [""EVID-00303"", ""EVID-00304"", ""EVID-00305"", ""EVID-00306""]}","{""draft"": {""draft_id"": ""DRF-CASE-0089"", ""case_id"": ""CASE-0089"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-585 \u2014 \u20b957.34"", ""body"": ""Order ORD-585 (payment PAY-0585) was settled \u20b92314.9 against a contractual expectation of \u20b92372.24 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b957.34. Evidence attached: EVID-00303, EVID-00304, EVID-00305, EVID-00306"", ""amount"": ""57.34""}, ""draft_id"": ""DRF-CASE-0089""}",DRF-CASE-0089,CASE-0089:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0125,CASE-0073,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0073"", ""evidence_ids"": [""EVID-00250"", ""EVID-00251"", ""EVID-00252""]}","{""draft"": {""draft_id"": ""DRF-CASE-0073"", ""case_id"": ""CASE-0073"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-458 \u2014 \u20b946.0"", ""body"": ""Order ORD-458 (payment PAY-0458) was settled \u20b91091.25 against a contractual expectation of \u20b91137.25 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b946.0. Evidence attached: EVID-00250, EVID-00251, EVID-00252"", ""amount"": ""46.0""}, ""draft_id"": ""DRF-CASE-0073""}",DRF-CASE-0073,CASE-0073:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0126,CASE-0073,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0073"", ""evidence_ids"": [""EVID-00250"", ""EVID-00251"", ""EVID-00252""]}","{""dispute_id"": ""DIS-CASE-0073"", ""status"": ""SUBMITTED""}",DIS-CASE-0073,CASE-0073:CREATE_DISPUTE,APR-0061,,2025-04-05T00:00:00Z
ACT-0127,CASE-0090,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0090"", ""evidence_ids"": [""EVID-00307"", ""EVID-00308"", ""EVID-00309""]}","{""draft"": {""draft_id"": ""DRF-CASE-0090"", ""case_id"": ""CASE-0090"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-590 \u2014 \u20b942.8"", ""body"": ""Order ORD-590 (payment PAY-0590) was settled \u20b9556.49 against a contractual expectation of \u20b9599.29 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b942.8. Evidence attached: EVID-00307, EVID-00308, EVID-00309"", ""amount"": ""42.8""}, ""draft_id"": ""DRF-CASE-0090""}",DRF-CASE-0090,CASE-0090:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0128,CASE-0090,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0090"", ""evidence_ids"": [""EVID-00307"", ""EVID-00308"", ""EVID-00309""]}","{""dispute_id"": ""DIS-CASE-0090"", ""status"": ""SUBMITTED""}",DIS-CASE-0090,CASE-0090:CREATE_DISPUTE,APR-0062,,2025-04-05T00:00:00Z
